Name,rt,mz,S48,E0,E0,Pool,S0,S0,S0,E48,Pool,Pool,Blank,Pool,E0,S48,S0,S48,Pool,E0,S48,Blank,Pool,Blank,Pool,E48,E48,Pool,E48,E48,E0,S0,Blank,Pool
,"895,749205302606",367,"86,4714380917192","106,942090467943","126,783533294359","145,734244797446","154,804440439687","113,422828168714","116,264829932191","100,884491142484","203,572418666652","137,688663755769","74,2392331589607","58,0498349528098","124,316418225813","132,440907011898","67,3322912857993","157,785481193776","118,378971348223","154,170118518482","77,5636363188587","100,895774881145","158,679112715604","55,7983722672982","44,6269476803856","232,628347978159","343,061686088147","305,974781124894","564,050000000001","280,994292281982","244,650000000003","268,904687275541","155,620973103273","214,771253921273"
,"809,052123125304",482,"80,9504749355099","90,3265929767437","79,9990973268591","83,3473246541622","149,706469182809","139,25","103,137270744985","98,6675381556175","57,6510827952475","260,949999999999","28,1702330463719","60,2180548529312","96,3968908287382","71,4649033453821","112,897884364817","88,1256519446741","87,9672079480672","103,418451154006","75,3862074331333","37,9869664009684","29,4207371765464","84,6336941248784","76,9394582976753","520,089872821706","374,150000000001","94,4718973743008","121,858398048397","153,509622935455","113,349831803263","57,5675984522223","148,760588178641","143,746753980288"
,"1064,8977639594",54,"112,048088358034","50,1984266030708","116,213560698945","144,844755510196","111,694529907781","97,1912262857621","203,501586569604","188,807612095797","172,887503326437","128,755777901417","182,500000000002","207,577882154729","194,313914689311","188,234181151764","152,779113689542","198,054455305952","176,85851898733","132,074286253121","84,5005618841197","66,7634239308563","181,93917713952","148,924300777508","64,2223051168278","113,411946615443","87,6349655197062","316,927802649306","108,385410359854","187,932164284914","148,094230168576","369,103669294384","176,661388241007","123,902910208079"
,"204,617738745756",401,"119,135694926005","138,748552291435","139,809860617901","116,133100773452","105,217282484863","88,7394065409828","163,229709837927","134,209993073908","144,250564196604","119,338306566648","75,8670107689831","127,413195167515","77,2949557326286","118,465649076437","101,807711060728","142,836280547672","108,465343747095","102,442174640674","117,225140172962","137,853315855647","223,954314491785","131,789125999598","109,501297737575","187,646755198754","531,35","182,108038964253","295,172151427897","166,347414286859","261,275375042034","198,902365381453","304,812073935062","142,80940332228"
,"872,163821774536",458,"78,8391981007664","125,443765540155","134,39596121419","167,803793892863","117,97108841147","154,070710404508","65,2832282229427","140,360066496253","212,059433945497","167,384026621388","159,742968165552","198,494501366012","230,71732838977","105,932683242628","112,317723098575","173,962833832357","172,789129646672","134,912381098467","132,151120533423","228,382219229089","209,720485112492","347,000000000001","236,638236488202","234,262131108917","190,611112120994","231,547778122807","240,278007621447","502,638907191834","316,466406203405","249,535613856321","292,526813202965","176,967678162096"
,"209,886185000082",234,"247,517795840424","271,121987163845","111,68902323698","182,263731533631","164,307219932816","92,6021656295642","255,54669235323","199,327279218261","147,266611272164","384,77444453972","213,527709724402","179,501546922292","122,032288656831","115,117612387577","190,467145235121","285,309182135202","339,538576248996","187,963517708557","216,982663931138","165,438737469805","214,360264002445","150,178291868483","215,472562925184","828,077508355149","382,449095163557","352,703649447048","187,743713184384","220,735757893965","488,785263255188","229,782705785364","431,252883239713","230,943384079011"
,"255,289774905728",209,"100,010794134052","105,437551110916","51,0631962121804","50,0634420895093","71,7687610695078","73,9424108371609","143,753096622906","31,0974550544156","20,2715970315895","93,6608443383727","106,783555344111","83,0125133494577","143,967565188692","59,8780552739192","81,305550539019","73,9640920429644","48,2153178009996","34,5273112193107","164,1","150,295024358735","99,1943747270648","169,1","58,670780812477","103,69335747766","119,705787632511","98,5609177904671","136,688246244343","127,468665522757","167,267717080165","222,543508920619","402,949999999999","112,081617548553"
,"251,098623843929",209,"114,015600248337","118,573969792039","88,5555864222434","86,0772764877608","138,19960535587","77,7123057591043","255,95","74,1243704965467","65,7213447607911","165,467580950647","163,293244392998","163,99314419227","172,184543898072","78,5996873116989","151,758175681112","121,506172572995","109,881547913836","101,037658798166","185,736639181717","207,790896574118","130,602792877267","153,36925308207","75,3558865417603","188,126594459226","194,77201732937","134,712478509179","192,83792893045","196,704422247036","154,969294304253","440,55","329,263919714911","232,947710685401"
,"1178,56833172141",398,"191,700000000001","103,399999999999","148,050000000001","100,149999999999","183,350000000001","273,650000000001","115,649999999999","147,299999999998","179,999999999998","138,949999999999","117,299999999999","163,299999999998","178,850000000001","114,450000000001","160,800000000001","229,350000000002","157,550000000001","207,450000000001","130,400000000001","130,300000000001","154,850000000001","123,049999999999","129,950000000001","304,399999999997","323,200000000002","294,850000000002","419,299999999996","331,650000000002","418,400000000003","652,799999999993","160,700000000001","211,900000000001"
,"852,16391242066",440,"143,91117224494","84,6579440257914","205,321911460398","126,419091609952","183,280075406341","311,650000000001","213,495685317122","171,699030193245","127,248102248754","206,480107234145","213,670554313129","158,901036000321","116,893220328253","187,156180248941","161,721510002359","165,702297865402","234,095551270666","143,016419017978","148,123043406452","173,294843354645","205,927267994877","139,978804800102","153,661299542136","453,939429106057","481,460302758379","426,835847906008","383,706682611905","170,175942261419","310,833176887374","222,5240043395","376,63462918197","449,760700781747"
,"784,118267106003",368,"190,253668807364","286,329645238799","231,278647641871","278,881175070389","194,686565866568","342,599999999999","228,5432377027","273,339340172314","223,147270087402","254,412160603068","148,457873066204","151,328691277299","258,814310187566","226,251953212903","274,798995321021","265,495466414949","240,305360085684","170,239036088384","203,691028602974","152,123616936433","299,561355500886","227,73876642748","198,191957665505","203,469771467135","520,416330605682","462,756723464525","398,889207378883","499,785442554435","667,158016656762","315,523630087319","347,648047154897","597,476929065861"
,"711,233926029127",302,"99,5854045775542","71,465297724194","140,044155467716","175,598773470096","84,1599667150508","60,5344435326156","158,45","132,023721424909","146,401048591536","137,497679057052","147,517121879405","111,078549359786","111,978453478792","68,890569924232","123,184395703022","124,842252434923","77,8169885499189","87,0567846395534","136,945204782605","91,6975205661567","71,0404583064344","169,701658552161","66,5837826450038","123,617358384643","395,267702158785","167,175987246638","309,551647365974","64,6284296584407","194,383506542437","363,037670146059","214,479471441479","171,209937666421"
,"916,008457584096",413,"138,465261247836","35,9331235669007","102,596057790973","192,766628177809","128,955937623409","135,273385594429","92,6653400170338","155,549999999998","127,109636464831","160,811574161211","81,1478151420279","145,401638858119","69,4406328768689","72,4774471811172","63,0138410603069","120,614069956534","79,8222417823015","106,123485426609","77,6747685395127","52,8064986484902","150,346428727813","138,841257506913","59,4075792727287","190,11422027286","209,994457559707","85,9135990244327","107,205618228909","516,349999999998","120,070057062198","174,747113583505","248,588652562884","199,856545631265"
,"322,951172195487",402,"123,543230039865","196,469025102373","133,221186151831","142,598868215657","196,441810493326","146,828338316723","172,235843361761","179,517091477861","130,76481140144","155,465377822126","166,088502258956","92,0437516687111","150,087943070932","138,517922721983","71,775003087053","102,379517517612","148,680382589","132,286306717583","222,77397927832","79,1447032136528","125,449192971389","114,099573869759","158,742927451114","216,561953142436","280,737477220043","268,847708486775","425,221820733046","244,78061511909","328,982338015615","261,762058177644","209,323474632291","493,949999999999"
,"314,769335102348",291,"92,2633067444935","209,64424701067","133,147565020501","140,29604090638","98,9969317111857","146,344966284186","75,3593355254102","47,1749278506606","71,6878718577413","98,6430800108499","130,723811974759","140,539088823073","71,7771734942389","115,55197098509","50,5172909758174","87,6924131372821","82,752663398124","64,7118815993782","209,850649710233","102,572813599376","191,106206675707","52,2949721298984","138,185177159888","306,136521917048","131,855442359401","271,699999999999","193,779366959749","208,083924291006","159,623539028296","191,604045032706","152,301432959706","510,899999999999"
,"796,222539931475",274,"121,998844010734","130,824932721855","49,407308117649","84,7589752172101","177,027082630113","140,201857702375","93,7252461389155","114,801524432504","127,308557667885","84,0679858063092","169,000000000001","49,4200569980489","122,478593388599","103,906279782369","132,643365895565","103,91299773327","101,942118165089","64,0160096298203","135,359199214729","124,96349043724","80,3488975329125","85,7824537645417","46,0274988321403","147,770353241756","215,603350579628","337,173232565022","192,138256972269","537,160030588487","235,078989217345","195,295320037226","170,883352405176","130,349923098933"
,"557,957575416943",410,"138,903349655152","208,843004429869","161,87135337016","313,454128755222","227,951403142602","179,728036612397","191,322102386717","215,355885985359","220,479457717694","146,486312213379","174,127140016269","264,95","261,153224417585","206,22668755093","161,092558947511","179,40412310295","195,205248590784","181,882236176276","260,908083972632","191,100276876451","106,5074486676","222,705308791257","146,479824102732","348,407473625651","349,855276928711","427,798193892256","320,146196059894","368,221446372549","515,157163930234","235,180368618674","432,589205710053","668,666780625701"
,"975,617689998733",91,"144,470633541819","135,863889732791","223,804759923502","177,851867349283","96,4790659040447","235,385175284614","129,317291382243","165,247295750659","135,023795427124","132,392018522433","106,491193091925","134,340674914576","180,12414069104","67,5727138285902","121,84356928146","205,475728480724","244,129803029323","103,730609887574","172,47538056203","150,1276787001","262,090419711542","269,099999999999","145,432470262533","201,370526891022","61,9591704314093","239,749555842623","102,917829014388","191,355353914453","431,849999999996","288,844732264558","56,6966937677757","274,337848973288"
,"307,497455449486",358,"145,196114702599","74,8621386932609","110,592871115682","160,52598068123","52,343823224467","98,4856129219837","104,945420075876","114,442247420499","39,0964105835657","131,810494876487","79,218545221494","85,9174372676613","52,1078351705981","131,004681629996","60,806506779326","104,03811808863","160,15","132,371508315007","144,487458579769","96,6322996015001","136,262075472345","120,297448316735","48,2080526645943","462,902571959583","123,855645619195","264,961166835683","133,990991221416","263,614055411746","95,548947691622","141,469787966128","141,099797731534","88,6868219259747"
,"219,388743196163",402,"94,6358018063263","90,716102579187","152,880660655981","83,6637425770709","51,269518472935","84,4855386007522","112,988973578602","125,343091252123","112,964471620589","104,587906934157","118,395070038155","81,6129688001198","56,1048748377167","77,1892808795131","118,986444802016","159,05","67,3759687423158","81,715431661932","124,329352767431","55,647506565456","94,176023301118","65,8465158671351","76,2807744013471","72,7395520453797","279,139484330623","176,241515930861","462,55","103,58599117687","174,378734398607","187,680040670218","191,274664512186","207,538757973591"
,"396,227113093635",312,"31,5831211146255","75,3987437142636","178,800000000001","51,8833202443097","84,8685093143948","87,0539183453789","165,053554051531","53,3645901843648","89,0908200826405","75,8719601722686","123,663181444185","75,5726876864559","78,2102123711209","128,910166338945","92,9181426269824","66,3494865244081","71,6055100062724","57,8388075437678","107,963959394976","50,5956038931689","56,886624131242","62,5801095319855","75,6766397035048","65,4880939806939","43,302756068356","289,828968579655","199,159993774886","137,720999361965","214,619653683059","136,218593383995","81,1023893268956","222,355321302513"
,"937,674552703116",400,"100,078533028186","89,6000466583246","94,5292839368762","73,9765926840481","128,776933993823","157,821576117918","96,2808500711229","112,53747028216","68,6069788810055","87,8363469417926","157,22754912451","80,7662924557293","112,70134323517","70,0327218526991","139,007504123286","146,74520935258","179,233584625188","74,3377009697888","140,367306710045","114,270545095267","118,4330548099","79,5649343465395","41,3660520137253","220,364652821526","224,260653431534","237,602523562261","582,000000000001","223,250000000001","227,351601768082","330,339732950124","267,027165329479","277,26842650276"
,"364,722362966673",254,"179,694033898516","187,125603025856","235,166610526183","153,923283923591","166,490562689005","153,291547506961","144,17649107731","170,749616718471","127,474959571515","161,825269386364","120,058647046509","63,5578234689813","88,8270495462669","84,859205925739","121,62146759632","84,7926019607609","149,262661161153","187,15","270,52057024501","161,979314921732","126,873419772459","113,818939044196","112,241036370516","141,71558287129","119,385202169782","177,856813124606","365,8329418765","143,305083044489","92,4806195436583","348,806929218641","55,7754923936898","306,533592313279"
,"743,967943772545",415,"163,592489696858","131,372641334583","98,1181838947393","132,969248776391","130,230158418476","159,9037099553","67,0091474599035","151,26462938445","152,072944484509","104,601186539165","84,7551051025381","86,7844811788421","169,933833804268","81,2501395937088","147,757148898845","117,060548823276","162,255126483752","143,825610641879","180,207232503741","169,746969738254","140,842443103605","151,983416732088","103,654074732785","350,28013959262","479,565844877294","331,150000000001","196,750469594475","241,121494084393","179,474773303961","193,267444226093","269,816558059848","203,278446553531"
,"739,212645541026",454,"264,925150297618","254,208199608381","230,414901208943","306,396852927926","239,358384860995","228,013937702256","265,931774895465","205,033690032091","187,037878320386","221,542395858802","173,511295526177","181,710573735012","231,109715235831","231,442164860177","254,564388510834","240,415873882618","310,794629927816","219,644594027307","224,605089106199","151,2217459496","246,676365897709","142,569304800248","96,9522767261178","566,270816596114","168,694726214724","421,235803219555","436,342600587742","285,16190811972","602,637760601811","408,831257793563","684,730064146339","293,245654764737"
,"401,97955352087",277,"80,7305381470912","70,9815188962517","59,3402257766528","62,0792469481991","72,4341882629121","33,7899439738748","101,064295557814","98,9709048514169","100,084125057626","77,743363419491","113,171086895417","59,1688684117264","121,860674628149","86,6212944699928","50,3513020108883","79,5632000402734","73,4609626695208","129,709326807768","136,118863193592","107,751331390225","78,5453060988406","60,6601408595078","97,9735395709923","100,313294710329","112,318718092557","230,149999999999","221,258173311349","233,4","253,436582600156","479,993098836879","161,031601520006","227,789372436221"
,"1157,31845204754",376,"100,849999999999","94,8999999999991","85,5999999999992","138,299999999999","118,450000000002","179,099999999997","80,5999999999992","80,9499999999992","125,149999999999","144,349999999999","100,899999999999","80,4999999999992","124,650000000002","155,750000000002","71,850000000001","67,050000000001","141,000000000002","135,850000000002","140,999999999999","68,8999999999993","99,6000000000015","33,0999999999997","130,399999999999","218,799999999998","384,849999999996","243,599999999998","236,199999999998","246,350000000004","283,100000000004","123,599999999999","144,999999999999","177,099999999998"
,"347,446383936607",452,"117,224668963416","55,6875469181209","109,205846881943","81,3917163405891","60,5933522250693","119,10448394736","92,7978947067603","89,6686950072708","118,818350547618","115,433559203582","129,425615540761","101,004365325416","104,285835273585","49,4652609098264","55,8256143733164","64,6424994933066","71,9083081746461","86,2179533718089","126,12225908771","76,8472862241806","91,877136263997","114,205523113918","68,6179926900835","251,175349979631","163,418070162704","277,567896074928","205,853855543188","142,748415603059","80,081583121602","201,868877526325","594,799999999998","155,202958272077"
,"235,686831896943",354,"161,812122322097","89,1433422204295","81,3743894073707","71,1403390037949","102,533408692447","41,8241993513133","80,2641051981719","82,2096220864358","108,900574927283","138,839972057084","123,611239874397","72,5359194234293","84,4717368816633","81,1885049112299","67,9596211657281","37,0288347502512","155,175466164344","64,5864377855954","140,196664972555","90,366458278677","70,2283661848781","99,4988901723623","51,3709399382892","171,268873726073","312,670371835512","163,488070175031","195,663887665337","182,859155089165","188,875635579529","111,627676572745","50,2730546588807","415,85"
,"813,764997565453",408,"170,233264983903","221,05503686344","192,454872423352","254,262900002721","241,445410126216","114,020254894579","247,363812150861","181,478867193717","215,100428069901","193,751568053739","211,595323083336","110,642189956323","135,369709545399","145,519099429423","273,017800129141","79,2199017616013","204,185440424618","243,790899318885","200,970767685205","188,757139852311","176,461499753338","219,255191709589","174,937250599805","613,667505902684","370,925716385391","382,893823125501","285,46949999034","508,793839615494","177,621383816976","224,087807062005","422,019369932695","307,306150705191"
,"371,170025514582",330,"141,633019880022","136,672503884645","159,34976919347","130,083632038384","213,632219048975","128,960017532844","86,2038124366581","100,340086291696","98,4769095885853","116,762807022219","186,698762405411","85,2028183732026","196,895450663909","84,1943745134349","122,183399652107","104,915051173553","147,247269275778","165,143852609644","161,178240982262","183,533525322912","144,000305464902","194,5","134,703996902776","307,08735228432","257,027540341176","173,658193232742","215,959701915831","341,736559257264","276,305154207779","386,109963153084","279,251305645351","196,105610485264"
,"875,88972916013",212,"110,819129026504","110,360888458209","133,688972464389","186,099780300672","122,670875478325","180,568185098938",123,"135,809934567706","142,606822406783","71,1987240569171","114,256523198064","165,377466781025","87,2121441100357","170,833900264306","103,287409804233","97,46113332992","127,419621439975","130,562857257378","135,313434825104","128,472687533811","229,391274636144","173,181153297163","122,508135765569","239,914128173892","213,895931892345","239,310700663688","194,113609234448","321,771128016113","258,385836804187","246,650116406146","465,299999999998","226,392077243465"
,"1010,87638045019",487,"139,071751722799","115,693529891976","146,844178275026","145,884784498767","166,603405278034","166,100646415776","225,366256304823","187,679180779223","168,487340716702","127,616714041938","118,375723443835","146,477058679083","111,625457735301","325,417584070706","158,845577688059","126,521728463524","172,953260557189","182,308567815661","120,570473441275","146,050515078861","157,835961869871","142,509729250867","260,499999999999","314,575357236942","233,279730466875","290,215763454759","355,493651633883","305,347375849805","288,883763229678","431,27767180115","293,205565931664","272,053312872272"
,"868,42788415516",497,"215,244262304565","215,980451105715","166,06130605593","302,098356855931","284,241018890011","245,401444288952","159,702133377915","100,996035842325","125,385678674822","160,270742315065","177,801696436395","209,233051743924","199,493674256385","141,955874529535","303,516518824441","146,506500447626","200,850525176152","110,264435568194","194,798019099803","283,529672830682","313,70264720727","450,686472252676","260,889355247511","350,0773645643","251,748771768825","410,640264174044","322,732265117399","503,150483609988","605,957644489622","432,649189442006","712,078144049906","643,633841987906"
,"1189,36632620093",426,"77,5000000000014","203,099999999998","91,3000000000016","89,649999999999","100,650000000002","62,6000000000011","74,7999999999991","133,199999999998","35,1499999999996","95,6499999999989","23,1999999999997","77,5499999999991","99,4499999999989","96,3999999999989","70,5999999999992","36,0499999999996","80,3499999999991","85,349999999999","48,9000000000009","87,8000000000015","127,049999999999","64,9499999999992","84,9000000000015","438,900000000005","245,750000000004","183,850000000003","116,449999999999","113,500000000002","207,749999999998","130,449999999998","246,400000000004","121,700000000002"
,"785,666401305455",424,"93,9732019368268","103,66482663974","149,792410968397","208,043660986761","146,213707360642","152,566852369807","128,558447927085","60,8094948706132","151,976292799083","170,429228640442","103,596333534622","149,567792682232","141,332091960599","153,872517636925","99,5678552692783","101,538882180948","150,006795935694","132,037924599796","115,602366441915","293,249999999998","129,687975620725","267,104047931541","156,159398374401","219,862785184616","264,080718600671","240,988012900936","167,539297946616","309,680664115817","257,336874783451","280,612356066804","172,494284193141","459,741017282727"
,"449,105766849366",196,"44,9301155378636","128,786975383097","124,142450899377","106,668826316264","84,6796483127419","52,7847498367661","198,650030831368","124,351168050507","212,002550325038","150,515706747202","93,775511891857","133,502462902602","130,25","129,425394621935","139,256976904191","95,1082847957351","111,898210757434","99,4472429413073","114,363108576845","61,6866779513863","76,4319102684641","64,6317419449182","118,4092571326","145,48016528471","376,405196083198","147,658341468521","119,184949944695","149,422797781888","269,756040801293","176,466510627554","118,921791447891","199,519887386633"
,"679,941677916877",63,"110,048503614704","107,06495806309","243,822440105916","116,092678351716","261,999999999999","290,303515562844","115,103516939991","314,836285860644","189,34732769673","108,6485522582","211,416192805272","143,407282642792","137,779229876413","102,845781787851","191,938025186945","69,9547008901925","201,015801561157","203,682941801554","237,04349820468","157,354381102148","132,029619086991","157,351254269251","127,548874900525","432,534089951384","366,356535211311","265,253458398824","326,881478261589","145,734411167215","332,409728638084","400,135405537235","962,3","334,140992156237"
,"230,760588688515",348,"98,9772195322565","82,9608847521779","132,217498911142","112,171219005888","132,203916835406","90,9727574870847","131,1","97,2907615360999","109,285882136964","103,714927014466","231,25","88,7655731683518","132,556660815121","110,182813927548",171,"84,4929291420316","190,75","81,9166150722071","105,321257915174","94,6286094801501","123,749391323664","105,517264055195","82,093085274857","237,942977762004","354,427593547431","184,891470526813","147,167166129857","237,710554108332","208,470141867681","231,413356867547","189,41789449026","92,618346586326"
,"635,290041794351",268,"153,695463839602","117,601276601938","76,5063727208328","88,5035231426754","101,636225517516","67,9960498235535","56,0757446215791","66,4727582296176","70,6201940463438","94,8606561640685","70,7349388390623","81,6022798731708","102,682858185878","83,3524580249039","61,8624281173248","135,607167258909","69,9283699772101","159,799999999999","110,634044963005","154,249659508565","194,97404824026","79,4861616436004","107,178365417875","153,069822191025","210,55788953652","185,107700132527","290,125406886109","108,342160751421","179,181624199216","252,218142470734","105,753259278261","316,587633335253"
,"1105,88665683365",499,"77,3499999999989","94,9000000000009","108,249999999999","61,7000000000006","120,799999999998","85,0999999999988","83,0500000000008","106,399999999999","43,8000000000004","139,300000000001","86,7000000000008","91,9000000000008","83,0000000000008","136,150000000001","86,2500000000008","97,8000000000009","80,2500000000007","140,000000000001","163,049999999998","99,9999999999986","241,600000000001","117,500000000001","93,1499999999987","161,499999999998","285,649999999996","204,899999999997","151,650000000001","314,599999999996","128,000000000001","399,400000000004","111,049999999998","114,349999999998"
,"772,85267604835",394,"154,049191468023","147,438080982967","146,298156059866","198,244801873419","214,982984929462","150,597404093851","152,865328304248","180,760731912478","237,565388246403","162,038556721159","99,9892007955077","159,262831549238","174,658839260939","128,815903241876","163,050455660736","167,578106551234","185,851620317578","209,563979487838","54,6631188221535","161,08561416077","98,8639463085611","135,52102964407","145,946387642162","298,029915829447","376,92487352574","151,624354075107","363,327338865965","457,000000000002","291,74626940245","229,811739517546","191,999747847467","327,153882028975"
,"771,450107704346",450,"109,498325732126","226,789574187516","268,011356884822","139,522393069958","213,500526602397","237,416801167792","191,1474393935","140,818254449814","174,324163877046","249,963636129633","157,384648797994","157,298674065567","186,281074143504","134,930564547451","167,910061487434","284,05","218,841225777649","236,398791597972","135,456281725385","143,514820708935","176,502316355479","153,973734216666","169,250325976714","496,762600858554","209,770722703661","164,917831488192","361,588704898161","260,345487427913","448,488922377625","407,808147778046","282,733181599179","546,785616292752"
,"776,299569875629",348,"85,5893162737348","212,618301330324","111,666575914637","142,273152802234","152,30814383394","160,478870526338","107,638262906851","121,212939365553","142,371786964069","240,67155881962","120,402144022599","137,55","118,227153056539","172,705633882758","218,400000000001","167,725756040976","167,854286230884","154,346069739686","146,212183807412","179,314388989279","122,205828360273","195,692192358704","113,910228712416","204,232960212449","174,644694120885","321,57140158042","316,561837090221","303,474910637228","341,655838332363","189,901368523476","199,721271744903","507,45568262799"
,"1043,42958498767",491,"151,693111259241","134,745857580459","147,866127511023","161,943318013846","175,410648395526","172,04538699263","168,060089885448","117,664689125779","88,1694013665947","109,363270298651","165,63995833889","133,756585331281","139,53284403478","186,15","143,328649199561","136,304865230306","157,601629946764","159,123299046906","130,027689358681","249,692332905811","155,55476710593","125,174074820817","171,109511469062","181,562685944852","246,302624737284","195,863351536371","270,815759359571","104,18073402126","192,232701937718","277,50367251626","254,103066165369","283,45276313558"
,"932,616143025872",256,"112,40915676201","118,491520187286","50,6826202439979","176,869304268169","100,949917790932","69,4862901499462","121,622092531131","139,174143100291","128,862248498471","97,7478597833033","103,437354686444","112,263550554297","226,5","68,997466813103","107,267919794431","123,650363047567","80,3077789193008","193,849999999999","94,011248896771","67,1370577128432","153,711379523392","88,4445583951317","40,2192362157591","116,018351637691","169,192767103739","159,520253487977","452,306764578497","306,848370026672","241,46121933964","127,677087624025","197,994727206566","194,808346290277"
,"260,35465105469",431,"97,2635719279029","143,432772140501","101,084350607575","157,045771923439","215,585135101751","104,558135841964","77,2608112723558","81,1742539405733","105,531477109912","289,2","97,8918916631307","89,2495642609417","129,048172474422","46,7783604356788","140,79533072369","112,264658697804","94,6639089330352","181,349999999999","105,354744200295","168,675001919128","99,1535704791757","115,536184378169","70,0294083250115","243,017472887099","162,4366369966","284,513032185341","235,991727414103","140,367906981368","175,675489644946","240,125464934045","498,177606305161","150,720376359672"
,"1056,23501687554",454,"60,8485651575733","91,2473108718135","103,712601715019","93,9466956223288","64,8676049720855","84,0988959425269","80,3517717332302","74,3317807726088","48,0605037978979","116,909803676262","54,3253573821479","148,098895170335","105,352319325863","90,5930732199027","61,9117885952481","84,0018060500086","71,873748130346","140,276072049081","95,707245188454","100,319436052985","78,8245497149455","72,2824654456187","107,987298298612","187,967858589553","360,636328540234","233,999999999999","98,1299529513031","118,724292544352","160,177839574659","182,128799591278","104,66901414479","156,642027651571"
,"716,969688557128",108,"58,9277206171897","164,854319742946","36,2947758807885","176,570640305487","64,8662729584407","50,9898304667627","58,9281017969401","79,2609108022145","78,8887505433897","100,717421204357","26,2277368548454","50,8431431893274","79,2822092176987","32,5473125741471","71,8596726701028","64,2170152883036","198,549999999999","106,959607342858","89,4800618229969","86,3148614588166","51,5668882590482","149,849999999999","36,0715208819243","145,651517225839","283,081243016307","281,809884946246","346,097017358067","130,67568649781","179,087841983002","270,239260574388","98,4429243692065","154,782953218313"
,"249,293952983539",498,"117,197067200594","36,7738919181346","86,5711663625742","154,765726355427","104,215798477525","51,7603460276025","142,077002453145","93,7381220917002","88,9105762646633","123,728254956703","72,413561102284","68,6006755524354","90,6223348023838","67,6273738570383","179,65","90,6645747548834","112,575106761975","164,507952949656","161,825186317218","78,4712101725387","108,913316858368","62,8112567298342","138,232076727448","209,801719674649","129,75721243239","143,917509040704","140,815907377763","282,457738297834","58,7900923769134","196,624320248106","443,956022753113","191,477231171877"
,"242,967199930635",80,"528,05","222,494617846736","174,738119455756","103,881721023901","130,301079108212","156,08770845443","173,379632137664","133,522998619115","84,6155157498633","166,586280147111","230,535926892313","191,498996356074","232,620100676399","155,250149941847","224,338211720463","216,892417077045","150,92028151168","115,884239310679","144,01777661121","264,369564507696","216,235579050702","141,478856351922","148,184557969599","338,017524484828","529,278651122412","343,768600181389","330,52909117416","228,464524893161","268,7","247,225018212123","244,397969175725","261,867956648563"
,"910,468767760015",353,"45,9994514235678","107,380735821682","73,6539653746348","81,1266789206225","96,6956308958342","94,7791447697401","92,2933498470534","85,0125191774084","133,009529075678","83,6338123033105","65,8380159940397","40,8282284354072","97,2737939806975","38,6346266894597","117,099999999999","40,8481958908214","68,9635288969547","53,7791920643026","91,7","54,4619969584119","78,7949162201402","99,7154959622702","71,4344082609928","133,076172693048","112,398386587313","152,817938961233","153,326766150591","176,608081214294","596,500000000003","116,647422205873","181,772769839101","99,0615307508593"
,"499,666646409658",375,"101,041862518285","144,564740439248","83,8361011987119","54,5984891638837","134,1","79,1550097419926","152,95","75,8538023289044","106,452895368565","99,2818251713376","70,3829327314477","95,0113281370162","133,8","82,489598767703","35,3879694123305","136,867870018226","106,311734531447","112,421269018341","115,137177203362","69,6617234534068","69,5232161366383","71,2077461255733","38,7280436185614","146,78483427013","144,318328625524","143,384774706463","149,117432704656","98,0096841178831","139,274408635159","486,500000000003","213,914693415722","203,945882575492"
,"902,210668218044",470,"150,897720756635","133,777190577447","77,8055015247983","120,875442618097","65,9588249849272","148,311001921672","134,144000394397","136,25232940438","156,385115014379","110,41880830105","57,9691549196762","74,6901841002572","126,391113457664","68,8323398925904","92,7414604983888","209,649999999999","58,076701880473","114,46290280325","130,742280306338","95,8214621604579","105,470316708262","114,500351942174","78,0722446600629","861,06460880909","294,992990997886","219,028917252441","285,877470896383","148,432960296798","157,858497285875","208,415256266661","57,1388636918577","126,929033575064"
,"769,055228357338",121,"94,7953728345708","82,8085206145765","135,884505257331","89,1263804931576","55,0611023271473","103,059599659919","151,37386815026","45,2300066458621","95,2291141527879","168,300000000001","85,0352483732962","44,8297867499221","30,1448443876628","123,805876779957","149,250000000001","124,922171812113","65,0529681096335","92,3108334070112","118,739501305023","57,1654571805441","143,02543281763","75,7295386908614","56,523426305673","119,133670398298","536,099999999999","94,9323156480167","109,633661059186","61,3099297440885","144,609573169261","120,177752975355","125,099468365354","78,8041167501485"
,"781,741871030224",317,"132,907514371966","78,4715000567909","78,6347461808415","135,324777536204","73,2928492937567","157,313480583236","115,305442990954","82,6008822062621","105,003459327278","116,753359098985","71,3728082359594","112,02610723473","160,157763676095","134,115341975284","140,4005288913","113,649327632731","95,6363356205854","131,58097727258","138,950099208366","164,608962088188","124,039028080795","98,0083462817651","108,620674774398","217,246681266407","166,515892833649","227,625234479801","198,639508139421","157,9","345,279630263173","206,232990493506","123,363755228841","586,049999999999"
,"1057,77929694309",162,"107,597597536282","54,8483795103234","44,7054394395265","69,6475620106427","81,2594656274204","144,699999999997","109,702164953919","85,9792227970333","96,0209696430877","139,801892589146","60,4222358263236","198,849999999999","66,5200112528039","71,0444833448801","73,2639249541637","71,801510246417","127,041994451916","158,129612762269","42,9757066476876","108,671210076514","116,462174327465","70,8299654125883","154,650000000001","83,1580399062737","361,336531336508","88,038099123838","184,356972360852","126,319673059894","150,541201101651","136,221251310462","65,3248821679866","161,639899400349"
