Name,rt,mz,S48,E0,E0,Pool,S0,S0,S0,E48,Pool,Pool,Blank,Pool,E0,S48,S0,S48,Pool,E0,S48,Blank,Pool,Blank,Pool,E48,E48,Pool,E48,E48,E0,S0,Blank,Pool
,"736,477142146951",74,"7994,3","7774,25000000002","7727,75","7338,2","6657,20000000006","6540,1","7916,09999999992","7375,45","7797,84999999995","7259,45","6023,54999999998","6767,34999999994","6795,20000000006","7335,89999999998","7034,25","8002,99999999997","7735,65","8024,49999999995","8223,85000000005","7721,29999999998","9471,64999999991","7525,89999999998","8491,6","7691,15000000003","8559,94999999997",8365,"8330,7","8439,25000000008","7659,00000000007","9576,30000000006","9105,85000000011","9500,65"
,"285,08484840879",117,"6498,29196281827","3659,7","3550,8","4795,67875833427","4201,14999999998","2641,75114052328","4877,85","5988,57014871386","4038,2514680161","4566,02402855136","205,508152407102","3699,26813836461","1853,9","6463,00010174083","2556,5","6181,08358927078","4529,49422532552","2348,75","6912,70728838532","250,01085886385","9714,67310250195","356,249999999998","4305,56487502371","4802,25333758575","6424,92934521965","6332,34670519897","7570,118250445","7011,73402111544","3773,30000000001","7675,49999999999","434,700000000002","11577,2157753081"
,"904,539985238093",73,"8346,38249348608","11491,0918288358","11387,6675079321","12772,4800707295","6338,48697346494","5403,33747632189","6857,6946762375","8600,72803208552","13976,8214548055","10580,2928675478","550,200000000006","9761,22468614187","9622,11581912445","7352,41127238232","5865,48066891232","4869,67967414951","9363,62113248558","15270,7454335506","8889,03269141124","1320,65000000001","10409,6626803741","244,76502118928","11434,1912998552","12630,3825313199","9357,44181021082","9746,23315436008","8606,0550668989","6316,39375239946","10877,3389245166","9752,49101077879","865,918083868066","12005,1033086646"
,"892,220567912203",73,"4016,0904101577","10894,5367369801","12945,8881080376","7080,75442400209","3201,84971463149","2852,55957264521","2284,14212217536","12525,2470704196","7818,81658051982","8271,2218595967","266,012792424894","4903,71963319697","7805,7006870358","2832,53849084331","623,496020024376","3726,51335293842","8060,718395177","15967,844901579","5241,02906204506","1985,44999999998","12274,2655795968","1219,79999999998","5389,83279663179","7959,60857562733","11562,2588224742","7189,61118572919","14227,3266745262","10656,8187238956","10281,0697960885","1615,81394633822","3764,05000000002","7677,82953712178"
,"332,858967569385",142,"238,264109142568","197,273081407919","230,155692439986","483,05","820,649999999999","693,249999999997","353,298059143276","131,26101276585","5525,20000000003","305,199999999999","80,7584098215749","5412,04999999999","8135,90000000004","6732,94999999998","1635,95","1213,05000000001","928,1","3140,34999999999","690,224125431036","177,099999999999","214,279873933016","78,7640917358178","5386,35000000003","2089,30000000001","2773,45","1177,05000000001","1141,85000000001","393,896594700981","698,650000000001","3883,85","232,454285284873","440,099999999998"
,"419,279474501848",117,"2270,5","394,793994113233","582,840154523968","1845,7","1001,50741883384","1707,3","710,521744534759","5949,45000000002","2099,7","1806,05","100,327194719574","1792,05000000001","268,67126898717","4696,35000000001","618,439492323058","4395,34999999999","1912,05","428,620837171675","3842,54999999999","127,534123910371","2220,05","69,0739444820293","1932,94999999999","4186,85","5700,35","1838,45","8321,34999999997","4302,70000000001","486,014903271011","1084,42397601094","190,650333701343","2318,4"
,"1028,39952549434",249,"5516,80000000003","3857,59999999998","4211,05","5607,55000000004","3299,40000000006","3592,09999999995","7491,85000000009","2967,49999999996","5448,30000000007","5220,55000000003","53,7944780653005","4528,65000000006","2224,65000000005","7720,6500000001","4131,39999999992","4317,70000000005","5024,9499999999","4143,60000000003","7809,7500000001","108,099999999998","5859,39999999989","49,882317975763","5284,0499999999","4876,54999999994","3025,80000000002","6569,95000000004","3642,75000000005","3112,75","2610,00000000005","9090,40000000012","161,448276299856","6742,75000000004"
,"362,80942363032",218,"2663,25","2885,65000000001","3736,00000000002","2912,14999999998","3500,39999999997","3278,74999999998","3328,35000000001","2328,6","3598,64999999997","2819,95000000001","48,0141509040673","2731,2","1952,8","3906,85","3752,14999999999","3288,59999999998","3013,85","4234,49999999999","4706,80000000003","71,7658573025745","3542,92289966653","52,257322880697","3414,95000000001","2389,4","3604,59999999998","3901,00000000001","3401,15000000002","2339,94999999999","2904,19999999998","8052,35000000002","119,355691727241","4443,49757416875"
,"1067,53777846219",73,"4451,57383239639","4150,26655030926","4227,18015442981","7500,52040371075","3160,72998278495","2814,25109401111","6629,14516365203","4781,2832967273","7102,83769103979","5212,06513414272","395,405854885758","6095,59070002425","32499,8499999998","19983,007850339","3584,53698537625","4712,36501730545","5506,0210301685","33606,4055081428","7514,99678416168","579,26644901627","6635,27774635215","259,177016885575","4256,33237609166","27553,7499999996","23509,4185182773","5016,13963212409","4411,34507666874","3643,21886150631","3501,4304462246","10021,2499657306","349,670493902498","5559,13375379425"
,"953,144033679651",73,"3116,91670432814","12430,4319160999","12336,4559947644","6915,32251861546","1240,65960285579","2127,61665086326","2341,05060044606","6052,09318308096","6769,19993797041","6199,32866183022","145,423279034169","4645,83374481941","6065,8925692318","3251,35398048079","1796,60383808302","1860,86284481704","4604,86781798976","11837,6909206271","2405,71260527189","1170,24999999999","5063,07292083946","480,952091783849","5194,45097101417","6165,60285779761","9396,02703861084","4031,70051445627","4247,42411968357","4383,08054423447","5568,19398547402","2470,99720859438","2413,89999999999","4231,96589341378"
,"277,355282478195",174,"3879,4","4167,95000000002","4825,80000000002","4262,35000000001","5744,8","5782,80000000003","3617,24999999999","4679,50000000001","5501,50000000001","4248,95000000002","113,249834503184","4344,95","2604,49999999999","5490,29999999996","6103,35000000002","5556,80000000002","4775,00000000003","6810,25000000001","5905,49999999997","113,146453568378","5403,35000000002","46,6048715698096","4397,95000000003","5003,64999999998","4884,2","5140,55000000001","4219,55000000002","4367,09999999997","6853,1","8192,35000000005","112,74457957005","6051,65000000001"
,"511,293676695848",174,"1417,74999999999","937,850000000003","1735,75","2412,44999999999","3644,34999999998","4460,15000000001","3235,29999999999","2019,75","3062,9","2367,65","107,416132328317","2583,2","1718,20000000001","4010,75","2430,45000000001","4779,25000000001","2740,45","2288,44999999999","6498,20000000002","30,5988050439331","3074,59999999999","141,434287169529","2792,5","1504,45","2164,75","3412,74999999997","2445,50000000001",1935,"2005,15","7057,90000000003","144,562471137631","3675,55"
,"808,018772179444",74,"6119,44999999996","6319,79999999992","5969,29999999996","5383,05","5332,69999999998","6203,40000000004","7634,85","5646,85000000004","6385,54999999994","6256,60000000008","3856,74999999996","5053,9","3611,45","5736,30000000006","4910,89999999995","6342,50000000002","5410,44999999995","6194,64999999996","6139,45000000006","4813,10000000005","6606,84999999996","4704,49999999999","5838,55","6249,34999999992","6621,49999999996","6398,09999999996","6147,25000000004","6012,9","5892,9","7112,54999999991","5459,49999999998","6619,54999999993"
,"205,990515483607",57,"1321,01404853784","251,325077392869","331,700023908331","1990,5","113,97116044288","120,76847731171","138,511193661907","119,348918011757","159,933242230164","2795,15","308,340485411352","91,2149774259262","187,779421149607","128,437069065145","146,841325972994","126,70329230939","1898,5","149,01904071116","184,242270892727","183,549294139438","5632,85000000001","87,6119895154778","132,366005497132","200,830448565154","390,2903241821","1795,55","192,046681567298","90,27320444813","25,025130573758","241,853627271532","137,532241506698",7017
,"670,685830178203",264,"280,454094030483","268,300000000001","354,349999999997","328,900000000001","387,900000000005","308,900000000001","225,350000000001","331,700000000004","236,499999999999","205,699999999999","93,1698924963539",288,"282,850000000001","174,850000000001","260,200000000001","298,75","271,849999999999","370,390280542488","275,549999999998","109,226544684172","276,500000000001","72,6249908210726","279,000000000001","480,399999999998","656,2","378,450000000003","709,199999999998","6366,19999999998","469,299999999999","508,549999999998","57,6012656893873","299,649999999998"
,"365,915619196247",245,"1331,75","649,650000000001","467,850000000001","1241,55","2525,35","3084,79999999999","7009,29999999996","592,449999999996","639,15","1251,55","122,917931413731","442,549999999999","308,150000000001","5754,15","854,950000000001","3244,65","868,650000000001","558,450000000001","7477,24999999999","65,9275899620666","1702,4","74,4707323073865","713,199999999998","224,037484489014","269,322425819543","1364,29999999999","561,050000000001","291,465222857866","375,799999999999","4788,99999999999","123,469638404623","2608,7"
,"389,267050548668",174,"4869,14999999998","3935,1","4299,95000000001","4446,00000000001","4661,55","4216,35000000001","4653,35","4698,34999999998","5392,54999999999","4543,2","156,938091930375","4397,05000000001","1060,45","5410,35","4373,15","4128,1","5144,25","5003,15","4466,79999999999","180,6548949794","5733,99999999998","121,210121525014","4958,7","4094,8","5902,30000000001","6216,8","5207,14999999998","4465,24999999998","5604,99999999999","7536,50000000002","250,195067143792","7266,85"
,"337,202058270114",102,"969,65","2398,4","3266,55","710,099999999998","1336,40000000001","1551,35","908,646857281524","436,550000000001","915,85","689,100000000002","49,8292042308291","1031,25","776,699999999995","1513,35","1067,55","1246,10000000001","870,699999999997","700,649999999996","1702,99999999999","24,7053835453624","1312,55","110,328707536897","1106,7","296,384397088909","340,672344451606","818,835834205222","337,434996749407","195,513688191483","709,950000000001","1764,62052066691","173,200498270519","1230,6"
,"665,178998102416",77,"10485,8718527768","5535,44999999998","5388,70000000002","1249,65426727158","2900,65110120234","1784,68239424465","2572,42797025537","3260,85000000003","722,458932939507","1325,56066197785","110,300252953702","552,060498528327","281,305178717132","377,123111213591","1026,2057399621","545,331096181095","762,862596861262","1765,84999999999","1588,0329018463","164,816958234129","1565,41772373269","231,741669248608","664,262210023705","638,793352815098","882,249999999995","585,751184809152","1345,2","1909,80000000001","769,123383554362","3288,32581979131","230,284312919629","1261,8588344164"
,"982,573255582968",73,"11746,5346271451","8992,40754053119","14186,1971626585","4399,31650655577","5793,86222324883","8512,06680759891","8635,07436911987","9671,44152630183","5676,29527462841","4608,27010163123","123,133129607656","5382,47371197776","5221,03003111907","7715,97954332052","5369,60627416885","4908,51574560889","9058,68132000841","9809,5936858282","5938,93989398262","1177,25","8712,3192236186","318,157315302997","5331,19179163166","7036,47117579016","6577,2134428542","5212,21218109046","10855,4662387711","5773,99206712388","2524,51572710589","5611,39124208013","1567,05000000002","4381,92935540134"
,"641,356757865204",70,"2223,04999999997","1840,89999999999","2004,21796387401","1626,24999999999","2818,60000000001","4069,24999999999","5051,05000000003","1294,45178012463","858,85000000001","1602,05","113,194731820495","518,950000000007","212,23446329286","1899,40000000001","1342,94999999999","1905,04999999999","1300,2222175095","2141,7","2887,99999999999","107,351467047683","1772,89110962039","133,221252543233","922,5","814,499999999997","1204,63419485736","1541,14999999999","959,250000000003","1396,30000000001","769,400000000012","5161,79999999998","143,882378118386","1820,15000000001"
,"934,355110779567",74,"4605,55","4432,29999999997","4983,69999999996","4429,05000000006","3857,69999999999","3962,44999999999","4937,35","4800,90000000003","4478,29999999998","4216,6","1288,5","4330,19999999999","1341,86024827756","3922,25000000004","4417,99999999997","4958,39999999997","4326,84999999997","5253,14999999996","4579,25000000004","1439,84999999999","4898,45000000003","1360,15","4528,59999999997","5007,85000000005","5226,45","4781,39999999995","5012,4","4966,34999999998","4993,18002460576","4933,64999999995","1539,09999999999","5506,20000000004"
,"1031,63184956317",257,"1953,70000000001","4870,20000000002","8130,9","3096,2","1742,1","1899,24999999999","2109,8","6581,69999999993","3579,9","3096,9","143,873886022998","2339,60000000001","5450,70000000003","1779,80000000001","1542,49999999998","1775,6","3223,69999999998","8636,10000000004","1931,40000000004","123,564612211985","3467,74999999998","112,49054254583","2590,65","4159,49999999996","8468,99999999996","3474,25","7175,5","5082,0499999999","4585,49999999998","3062,54999999998","232,318510451567","3500,34999999998"
,"595,182704473705",114,"1761,59603939981","564,501397111481","783,584447834743","926,597311635805","1768,75574359201","1391,18706714477","692,208288271057","1989,88536185973","902,306697280106","1110,8012471054","197,650000000002","876,617205768387","543,573755699695","656,731726136062","1209,50337839585","2022,39690063467","968,347262185084","1026,81127342431","671,789988063385","173,851323267463","1385,71746495028","205,85","957,30953977972","1474,84215624309","2149,19444087535","1166,07239543306","2352,35951048125","2186,24295874712","772,306074281124","1810,60189948285","259,466257636831","1647,49733196149"
,"1045,18040217885",74,"3674,03023497663","4228,96998988509","5925,49429886932","4265,27320430904","2854,29494154656","3054,89223592294","3446,01147537984","4330,59058788035","4357,35917697425","3951,57378734528","2511,90000000002","3748,6357751183","4237,40605852745","3398,05742631629","2773,20512888722","3185,91505928685","4435,65264422071","6473,73940434254","3706,56451207108","2485,30000000006","4011,03848529566","2020,40000000001","3634,8643650306","4833,18261009457","5183,4999686758","4108,18443896723","4509,58357813575","3645,97213984679","4746,79925888053","4455,91781816288","2385,95000000003","4361,70858742357"
,"492,951603909962",103,"7487,44999999998","3499,75743784095","4140,64999999999","6049,2","6467,73346201974","9104,45","7607,75000000001","4398,60275902034","6309,90000000003","5770,35167319024","95,0441171135436","6017,24999999999","4324,69999999998","10946,9","4118,7910775336","8704,45","6154,05000000001","6765,35000000002","8243,6542751557","143,10478678081","8448,29999999998","60,4856446862653","6720,5","5962,39999999998","4853,31126091011","7698,40000000001","9013,39999999999","2131,68996386473","3470,35","7026,62789875842","259,684621543151","6950,39999999999"
,"310,590604526813",147,"2120,91917751886","1575,58265433985","1727,81889186599","1162,73130732398","3001,12568003177","2227,78657016937","1741,98033624","576,293238565807","1566,1344223384","1271,16075997856","244,35","1305,46940227549","1421,23582033276","2253,1032186949","1633,37627190651","1677,38500407891","1331,14758794794","2513,24994461036","2599,73343558348","392,900000000002","2861,46233051252","128,801953191769","1634,1961343745","451,203116857776","1250,99884634791","1671,62714223215","1091,79987859088","504,594277610257","952,682283886279","4154,45094030525","563,650000000003","2997,75211770494"
,"301,559759287025",74,"2412,42488810456","2150,58462234411","2002,0164071357","1736,64878482714","2771,12980278152","2787,23907716541","2146,29512721761","1533,19523426715","1753,62224548599","1644,8754617312","2745,44999999998","1447,37463784481","4616,72419289834","3032,27194571027","1787,60670514319","1873,37644023179","1602,32883024542","3092,89328763722","2772,50620422358","3099,00000000002","1787,95500621258","3296,09999999999","2101,76791950379","1410,14657250352","2182,07531004002","2357,6665469129","1950,23623267651","1841,12460770654","1303,63794347851","3859,07215463645","3672,94999999999","2459,71269974523"
,"202,74393525303",77,"4944,4","574,526191654275","1136,55547403845","806,442935788943","2382,4","1684,3","1712,80654428219","908,323611347173","453,459440241008","1051,99562432956","225,833876424318","923,588218634475","160,433236844708","1915,83198864323","599,790620997739","1036,59517974952","836,775468032996","277,389704293869","2201,07008569304","115,134128412539","1027,51578426573","344,044026405538","804,825309289059","697,889375421421","675,438586711419","846,151399016239","548,642760032632","984,249999999999","209,730790561318","4213,95","438,620470763239","1429,44846983213"
,"200,461593992831",151,"3352,14092767563","587,060445264721","1139,69086862465","1377,52103414915","3371,18469727779","2400,90141604128","2434,59778093215","978,205956678942","1164,56550962852","1416,35177623974","654,899999999998","795,094886834662","629,8","2143,77389159566","2189,71453781871","1699,36815177368","906,632827133019","649,687459735868","3494,42827241995","849,000000000001","1931,84336214107","879,250000000001","1012,92740736797","607,118786448582","937,370604939639","1257,20279486693","476,058437233831","1247,58730872452","785,228034789444","3889,60914012579","1001,1","2167,06295628377"
,"580,870774474841",276,"2152,44950393248","618,852879161606","862,049909271893","1581,39864137856","2565,28485496223","3269,27665621319","1304,1992341325","2578,25524252057","1991,77146694017","1586,41072620722","250,699999999998","1426,74856993456","1027,71743997395","1497,05298835511","1924,35610899653","3378,08035220473","1840,16956428594","1932,40675868477","1334,7680073823","163,554908596536","1885,9546070826","105,107240296258","1806,86795519607","1132,97707224307","3881,35969438951","2024,40893578744","2277,983256465","2690,4398827207","653,172429147658","3307,83905122191","238,569442369418","1942,67241069297"
,"221,417123768804",60,"1318,76340470597","1496,14853054557","1413,6200367766","2081,75810940649","1666,2724855873","2294,00480765761","3682,658638476","1794,90411565323","1523,35174595648","1567,58398972007","347,273978912718","1816,64693328581","228,501770522264","2161,67780037533","1949,04947402733","1476,19676139029","3348,87279678797","3959,32147601214","1795,22565657689","231,967772903335","1494,52812365079","115,447502776971","1843,27187939384","1779,97877457489","1897,53810430382","4348,81525793872","1893,13551939233","1359,98901947012","1827,41818343283","2468,18800954131","463,700000000001","3706,96327338663"
,"387,096545999693",241,"108,133765690385","92,6597358202639","94,9994879269872","71,4199371245633","46,4031648656178","127,13054718454","118,72648202806","102,70665427873","117,641500517491","143,448265399427","72,0153513344406","38,2678311158586","58,9256949364361","39,2980245297144","57,4845300617885","33,6886394246829","91,8438226876805","3369,94999999999","145,129025747892","104,780182735123","62,3460538965365","144,3","100,156694079355","134,339733101424","115,430452642601","102,593102079207","223,192356020422","92,7633020370917","177,049341611595","264,477255934098","126,83973079706","219,241312400762"
,"862,560852664553",191,"4323,70000000004","399,376256568784","378,934859943405","603,020955890181","195,992539326512","276,104946797072","710,676613357272","753,449999999998","615,18323703157","610,654011986481","122,087558676577","480,269797183424","493,636171324115","459,231213270281","189,291589175116","660,671456178576","601,165731367072","840,3","1151,65","110,032996964715","718,485318034312","77,5040687643762","674,444139694191","723,850000000002","525,514401405538","862,41618392573","818,149999999997","850,350000000003","301,064765877387","627,319562422042","83,821268349482","702,890038549829"
,"763,436780954149",159,"2410,84999999998","1279,94999999999","1792,34999999999","2127,74999999999","1609,14999999999","1487,25","2116,7","1944,25000000001","1967,79999999999","2077,15000000002","120,968378743879","1819,94999999999","895,150000000003",2388,"1943,2","2164,65000000001","2165,65","1746,44999999999","2657,74999999997","177,296074716561","2707,59999999999","121,119661262075","2125,95000000001","1995,45000000001","2254,65","2499,49999999998","3035,8","1877,50000000002","1264,8","3360,45000000004","248,857681386129","2507,60000000001"
,"198,459982669755",52,"1896,2449144844","1497,30105571181","1698,41360317428","2343,01594218434","2113,84369383702","2425,88231199469","2132,57605996666","677,272350898532","2770,81015643994","2062,27831807012","514,195020588165","2249,56719217395","946,381723743537","4430,32409060898","2958,68935100374","3145,74959723107","2329,98654293679","2263,8799689273","4187,84793142942","754,091519665991","2278,30110856044","344,380050383565","2555,87250093193","1192,75","1131,54923744262","2134,59950438178","1019,4","933,533413803316","1477,92780699606","2791,4589367309","375,390889337667","2688,85859526907"
,"733,908357644439",219,"2835,94999999999","3159,14999999996","3481,45000000004","3044,39999999999","1994,74999999997","2895,99999999999","3113,45000000001","3671,79999999999","3937,6","2933,39999999999","101,411531030209","527,599999999997","949,249999999988","1115,89630840301","1230,45000000002","1562,15","1867,09999999999","2633,79999999999","2089,75","1286,05000000001","2289,24999999998","159,400000000001","1047,05000000001","2183,84999999999","2574,09999999998","2851,69999999999","3487,00000000001","2887,54999999998","2967,00000000002","3037,59999999996","1738,64999999999","2957,14999999998"
,"425,979876998833",55,"2930,55657089715","1541,01429659592","1523,95423176188","702,73427949804","1248,43638323156","1697,25","2652,95000000001","1406,78986325121","350,922119459989","759,19126286619","125,552585714597","310,181986743079","92,1549659789139","417,132486164265","476,572568722353","687,694681797061","587,120256836828","647,33625479005","1161,85692041685","90,6265843416169","1225,1914160708","84,2923590899095","255,161407778708","539,676633082481","432,694594924888","754,633447337258","802,863645109055","667,75219766232","672,166003207548","1631,23085998105","160,340264998915","957,80926967523"
,"611,469063272686",188,"1459,50827550794","1228,07366904209","1842,80340220782","865,087318993635","1444,38373733306","1266,73478002905","4101,99999999999","497,89999999999","514,25","847,527710943227","145,469030034108","496,150000000001","180,79453234327","1076,4","653,496353608687","1893,2","823,517781369619","822,304405375252","3211,89999999999","102,885407880971","1702,12979207961","72,0225494204033","311,966265404172","445,341650949744","598,617170690956","825,77005092595","781,257318950938","283,804303223356","706,484291008367","6168,65","140,495099165373","1371,73276554138"
,"1183,14500510573",78,"4952,60000000003","8455,89999999986","10548,7999999999","4681,44999999995","2385,24999999997","2882,85000000002","1987,85","10761,2499999998","2706,24999999998","1966,44999999998","3095,30000000006","3791,5","4987,04999999997","5088,55000000004","2192,84999999997","2967,39999999996","2118,54999999997","5263,44999999991","2755,79999999997","2114,64999999997","4499,45000000008","1836,09999999998","2979,45000000005","4295,25000000002","4630,95000000003","4679,94999999993","11691,8000000001","2086,65000000004","2615,34999999997","1128,74999999999","908,900000000016","2737,70000000005"
,"1188,23614394464",78,"4613,6499999999","7187,6","6250,15","4345,65","2597,9","3302,05","2357,95","7149,9","3307,8","1929,64999999996","2198,45",3825,"5546,8","2390,9","2656,69999999998","2040,7","2882,5","5630,7","3591,8","3356,35000000002","3021,75","1780,25","3396,5","3092,45","4163,75","3841,75","9866,4","2874,3","3268,84999999994","1120,3","1349,65","5063,29999999996"
,"1180,9078567032",78,"7509,80000000008","11799,15","18216,6499999999","6305,34999999999","4488,69999999999","5100,20000000006","4807,14999999999","16897,4500000002","5494,84999999999","4242,24999999999","6613,30000000006","5613,39999999999","7734,99999999999","7103,44999999998","4658,04999999999","5527,84999999999","4664,59999999998","9141,94999999999","5640,59999999999","3626,14999999999","6801,74999999998","5159,69999999997","5643,69999999998","6310,55000000007","7631,79999999995","7039,09999999997","16298,75","6311,24999999989","5074,64999999999","2098,15","1390,4","4240,15000000004"
,"496,209658284875",217,"2543,74254045667","1615,94061794486","1633,03532870185","2530,84774953986","2152,14718500196","3225,69531206491","3399,86948012477","1463,2803034569","2507,16781243468","2200,45158477413","75,7164283820487","2042,5761674175","1482,34373717748","4515,46266521901","1423,74204299138","3298,43732644582","2313,81981664367","3072,03720524111","4763,18716525404","117,327861062424","2241,79798752785","90,6543054794963","2803,47411204645","2940,4","1687,64405000378","3279,61777049314","5019,04999999998","1481,18952959236","1498,82489135073","3296,32019554194","234,900697582205","3567,98561692096"
,"470,272097137809",128,"883,099999999994","845,751093199501","562,099999999998","1012,05","1394,76380929487","745,899999999999","1102,19864983862","355,850000000001","1455,25","695,05","104,866486418298","1326,15","604,95","1384,68891785025","1595,65000000001","1268,15","1255,35","2234,05","1732,5","103,806581575299","573,399999999997","90,5799452558455","999,300000000003","864,750000000001","1560,4","1493,15","963,949999999993","698,250000000003","1173,3","3228,45000000001","174,3684638284","892,179026051026"
,"713,397724300447",143,"605,127576252566","2276,00000000001","2806,69999999999","266,461763873222","294,607052585285","254,120918404696","119,827595886635","1506,05","448,789276995212","321,65668057738","83,2544040460981","185,085297570801","1279,16636337723","59,0559068114075","231,475549649602","71,1595859355206","351,098337396269","2953,78744157353","95,6011612578054","67,8873892164518","378,533607327377","91,224930710181","274,89368035804","2048,34999999999","2012,15000000001","369,005459697066","1697,09999999999","1118,10000000001","2177,05","179,955074542165","120,321344185283","488,054643123147"
,"991,834321726696",74,"2699,70477209087","3317,1","3328,8","2910,09999999998","2442,42900291605","2542,83600408131","2642,45869194922","3024,80000000004","2823,34999999996","2578,50000000002","2552,75000000001","2286,1661211472","2842,69760836302","2620,89942939191","2515,67035578471","2762,17032900774","3089,65000000003","3540,64999999999","2535,52551441709","3077,70000000002","2649,22961429503","2579,64999999999","2507,05014202456","3384,6","3812,45000000001","2979,05112010792","3262,55000000003","3293,74999999999","3318,99999999997","2856,03834395841","3156,39999999999","2807,7533850054"
,"920,941948148083",297,"2592,10000000001","665,500000000002","715,049999999998","1408,55","1839,95000000001","1630,90000000001","2173,80000000002","463,450000000003","1533,85000000001","1404,05000000001","51,3254908146666","1046,60000000001","626,199999999996","1912,75000000001","1628,74999999999","1310,8","1451,20000000001","498,849999999998","2971,25000000003","82,7200585412799","1546,95000000001","40,6756418286682","1690,84999999998","404,649999999997","404,300000000006","2226,15000000002","778,7","744,849999999993","436,949999999996","3111,74999999999","108,116748145286","2390,50000000002"
,"509,058802438072",77,"4769,30000000001","1575,6","3787,65","1342,66012970761","2578,75","1358,45","2805,54999999999","1292,35000000001","631,469880084544",2420,"242,125801190581","172,895139979429","516,975802655931","366,977379905059","568,748812619781","972,22913054831","615,495048008521","279,61610084532","3930,24999999999","191,437835200311","2715,35","256,640451735791","330,308501355917","354,200306762777","171,580765711391","650,654661007369","513,74460472808","465,085309111251","649,942198760269","2551,65","167,994874940986","2546,35"
,"241,166473521553",75,"399,94443902095","1263,38627009131","1355,35711774015","1483,32277404302","1378,45039268195","1548,11726571711","1907,44636232505","1919,64686543718","587,631007238805","1563,58442224858","2192,71585066413","646,09602178614","2799,00647215001","1493,58606705927","1634,59054107551","1393,46426880547","1542,21536614382","1349,37417071345","1641,92524499401","1911,35","1515,04407081018","2148,45","1168,33707025179","823,888457769716","269,551845466133","1369,02780482277","1214,44674779124","660,013531958841","894,665517933484","1250,49629789011","2415,24999999999","1417,22417162468"
,"381,362597915097",174,"1699,60026011057","1560,45530469026","1620,72523505521","1574,67355056923","1753,27209375883","1569,45103193799","1901,24163887744","1883,66608666406","1988,562317729","1641,67980546348","57,3024266384609","1721,83989236611","100,365167325384","1896,44092587013","1769,0321565445","2261,10000000001","1904,72254481844","2037,64619217147","1984,00000000002","80,8210950199207","2019,12443547137","26,3586890972225","2007,3408009346","2241,35000000001","2328,22121596072","2439,63995275254","2315,17046966418","1913,34999999998","2297,40161205789","2822,05375983984","61,3708541154542","2782,22547639256"
,"267,826935687493",341,"621,349999999996","367,799999999998","516,149999999999","676,599999999998","273,099999999999","186,750000000001","176,55","250,2","76,180642839805","1110,45","175,6","163,85","196,1","122,05",222,"145,491903429638","1452,25","176,649999999999","143,9","1256,95","3744,49999999999","260,200000000001","172,35","256,1","134,062034864468","1196,8","302,399999999998","458,5","422,450000000001","423,349999999998","2502,65","2295,65"
,"294,438011981821",147,"2221,96235168478","3151,95112419419","3119,1673586976","1193,65271756525","2029,89492039244","2572,83408586317","2429,82004703742","2942,00216685624","1103,21717132295","1320,89926644978","228,384558969389","1085,17500411318","1118,83271686383","1037,17264078551","1084,01316383718","1103,44037113579","1197,50987758118","2452,12880512342","1574,1853486589","490,800000000004","1634,61300080964","330,25","1078,06531664112","2886,65235895681","2567,07946883049","1473,57803563463","2412,82273185578","1602,92453752682","1969,6394681916","2501,09352424042","500,879401858982","2042,73082446282"
,"977,893657655775",269,"158,754253646475","3886,4","3246,24999999998","2036,65","210,3","119,465655190039","87,1108095700441","1906,6","2001,29999999999","1839,69999999998","116,65","1428,00000000001","1550,10000000001","136,794134871684","29,649536542076","89,5129718215417","1734,24999999998","3574,2","178,023615224711","139,299133669821","2086,1","60,4437826745886","1287,35000000001","3958,75","2388,34999999998","1622,1","2064,55","2301,59999999998","3320,6","196,027546078142","53,2965553949056","2145,65000000001"
,"292,65689427733",241,"660,050000000001","685,849999999998","803,500000000001","734,199999999999","711,900000000005","668,749999999996","310,85","1669,75000000001","903,299999999997","825,1","138,592184877922","797,650000000004","839,149999999996","650,900000000001","586,650000000001","433,599999999999","885,050000000001","1665,75","647,8","51,8564590096197","1301,70000000001","63,1102205042115","652,799999999999","1721,19999999999","1990,7","1005,55","3012,8","1609,15000000001","1193,55","1078,05","138,641322795174","1146,19999999999"
,"225,863070685955",57,"1139,04809556927","1387,27260127735","1611,73362951048","1204,70274256054","801,094967829854","1175,89544210759","1137,7629412023","1358,85783163057","1110,57276272981","1713,94408786518","1385,15","1212,80381579603","1069,05","1004,05873270107","1140,23008260762","827,406972942752","1889,38694506642","2705,36710449982","808,345119198567","2373,9","2553,44464752663","1614,95","1262,0800721368","1843,7775434736","2095,10645397636","2292,13584175695","1805,80477688866","1522,33857765501","1880,44290896099","1069,56966720374","1295,95","3548,41445595032"
,"724,36813622649",245,"1099,15","1326,25000000001","1564,35","1283,15","1106,19999999999","1220,64999999999","2087,44999999998","1391,64999999999","1352,04999999999","1347,30000000001","61,8613383929953","1258,25","1041,25","2467,05","1269,4","1494,90000000001","1442,69999999999","1506,00000000001","2332,5","50,5210136524896","1658,15000000001","33,1533129937563","1239,10000000001","1414,00000000001","1725,05","1595,65000000001","1910,59999999999","1792,69999999999","1152,39999999999","2865,09999999998","140,378042800405","1807,44999999998"
