"Name","rt","mz","S48","E0","E0.1","Pool","S48.1","S0","S0.1","S0.2","E48","Pool.1","Pool.2","Blank","Pool.3","E0.2","S48.2","S0.3","S48.3","Pool.4","E0.3","S48.4","Blank.1","Pool.5","Blank.2","Pool.6","E48.1","E48.2","Pool.7","E48.3","E48.4","E0.4","S0.4","Blank.3","Pool.8"
"",553.223250166381,73,15.5858666432432,13.9090227270341,14.0061705327714,14.0653863848867,14.1006427128234,13.761628289266,15.54571736033,13.9633846612955,13.6767291457001,13.6470458750774,14.3812394747637,13.2286951004721,11.3986037619225,12.5633625807923,12.8997427871394,12.5902404134693,13.2851842689854,13.2978596347621,13.0286601598995,13.643093075658,16.9086456191538,13.50647310664,17.2496922721881,12.3942240619511,13.1431265062984,13.1536308704406,13.5769831835222,13.2196988509159,13.3839737932041,13.8527927171597,13.4905392112736,16.9054071285975,13.4655728958333
"",324.395056195229,145,10.4864455756548,10.2789745859992,9.40505456191594,9.99167036220607,12.8662982267588,7.4193406237538,6.85710528012224,6.01511290598495,6.79659998878685,5.34278147195544,11.468202177032,8.44748508119039,7.3013632815456,7.13093675819657,6.27611837351529,6.02339088235775,5.94115432223923,11.3916625133337,7.47684496799583,6.4875953240658,10.0485257861615,14.4984963010031,8.61807699401877,7.20551584812584,8.32385304743062,6.06369709045428,11.143694162806,7.58718458472625,7.282821050847,7.49673359054174,7.04294544691289,10.271506039443,14.193343947491
"",446.97236624615,73,13.073339345574,13.5517977606332,13.3841036828111,13.3221101952095,13.5436746443539,13.4618901237813,13.8113629519706,13.4635424748073,12.3970473786103,13.7183608614018,13.3054715622975,12.2884021515135,13.9751434416821,13.6235965473737,14.2540203614566,13.8960330290277,13.9878441158703,13.5268006410129,13.5414417678309,14.0806820042823,9.82648636967946,13.2524032395804,10.5150647799367,13.8016124451354,12.9124256055536,12.4443141393935,13.4946215977077,12.3049171329963,12.4123239592275,13.572022989807,13.6086429222,9.94655241991176,13.3935376034177
"",451.308359673974,73,13.4509977295202,13.9986311157421,13.900869946217,13.6181882558211,13.7219383846383,13.6061668499351,13.6823663864452,13.4954221723561,13.3963963457343,13.7922734393067,13.5577676232685,13.3317927634665,13.9177240082669,13.4454934447546,14.2354359147468,13.8756733993128,13.8782597066495,13.7053867819241,13.5527797368064,14.1128312753425,10.7775283326618,13.5541938649075,12.0005066994711,13.7165637616118,14.0704627356368,13.5842096641901,13.5526800263549,13.4041183818166,13.4969660186471,13.7080300424008,13.580285393048,10.9034251512222,13.5706754502896
"",1016.71893356275,73,11.8792500962981,12.7309904970356,12.983288476006,12.9363532150907,12.0199963567522,13.4897295506025,12.8248647238889,12.9480593922797,11.9273916303301,13.0842840095618,13.0649288195078,10.9102884783705,12.5191486595916,12.3727210499344,10.9321313281963,12.7531689170212,11.1483328878872,12.7636548293805,13.1706766934124,11.6719828004023,11.0226829379073,13.2251068414288,9.23726080532978,12.7465964211239,10.8163652464529,11.3166456595742,12.7675053763799,11.2595427418613,11.1525899705751,12.551291758701,14.3254703564756,13.0773397386856,13.165693267682
"",361.130481402244,73,14.0711351864345,14.7772162870144,14.4110362069792,14.1051322502895,14.3081999126964,14.2350169608518,14.2755207656984,14.3244702476668,13.9556534094826,14.0240063977768,14.1447122817513,16.5785516481712,14.2084839870013,13.3771416010139,14.3746898551228,14.2578451130581,14.3217999090008,14.2307024987142,14.0973117141499,14.3865650037993,13.7494636733864,14.344765466487,15.3651986367155,14.1580772517652,14.5853504549375,13.9388374804571,14.3025036943909,13.8449219295093,14.0558041693233,14.7194553847022,14.1156566523666,14.7664050076447,14.3196859565306
"",548.220446603307,147,13.3686788352645,12.6829453354207,12.635853882103,13.164118653007,13.7854762602174,13.3576149049488,13.4935157672495,13.26739050165,12.2226057783773,12.7929663267977,13.3688718815188,12.7717460503042,12.5428172701089,11.2519166566108,12.4777872054813,13.0888398646527,12.7218515956498,12.9385753023305,12.3633031479094,13.3440468228217,12.8226289064324,13.3234884559942,13.2557654305008,12.6514857863382,12.7733141345956,12.744035133267,13.037770536393,12.6009975710579,12.0702509844403,12.6491278126615,13.9939415933529,12.9190916838536,13.4863962848137
"",578.881513576945,149,11.7487048650293,9.44186327664155,9.87289056825249,11.2350197930628,10.0598759511349,11.6884541825548,12.0538151780714,11.5151405243208,11.8160156866132,11.5600383913865,11.0617241354793,19.4099474949118,14.8127952533884,14.7169089090086,13.5475475149255,13.6049229540812,13.6663374383635,12.7684619177067,12.6862783845686,12.5027987403558,13.7788062260125,12.2352787460625,14.8283447831494,12.4924320751734,11.9640228395584,12.696699799329,12.1870794815833,12.2415846024012,12.507515452492,11.6916396799481,12.6773578434687,12.3619498003769,12.3277177904339
"",832.719318955074,58,12.9950812851705,11.1941831297616,10.5518881259184,11.8318771681665,12.9674779628484,13.0904759736589,13.1618480604686,13.1304564315911,10.9820927121684,12.107868396162,12.4843629140607,10.527222320079,11.6599879144654,9.96037393849021,13.1242558865586,13.3662171642809,12.3495558143041,12.1901474897283,11.5211561594176,12.9759748279991,8.97687213361211,12.0636196953038,10.4142532182061,12.6906915356933,9.77739576958354,10.677723235692,12.7061748431512,10.9256410804006,11.0841930275345,10.9520789012637,13.5487348492787,8.11681867416595,12.7039525795901
"",460.392094689611,73,13.6604740006569,14.5279203381348,14.6979234394984,13.3580209290938,14.7481355592878,13.89106544859,13.1785611056259,13.997786718187,13.538397492497,12.3961117441104,13.608346558502,12.4404535761801,11.5536079448673,10.751698500773,11.5873810734042,12.991589872683,12.9239088197436,12.9528867734885,12.4023228823883,13.5998203476563,13.7491664442878,13.7341996641398,13.9600080429766,11.8434902622633,12.7250319082914,12.5435784272184,12.8785781568952,13.2607374671948,12.3829413535293,13.8362328919806,14.0671765789467,13.7097673778837,13.5392819098118
