Name,rt,mz,Blank,Pool,S48,E0,E0,Pool,S48,S0,S0,S0,E48,Pool,Blank,Pool,E0,S48,S0,S48,Pool,E0,S48,Blank,Pool,Blank,Pool,E48,E48,Pool,E48,E48,E0,S0,Blank,Pool
,"617,763733610506",147,"1401,92727020642","187287,350744012","244038,400413459","146488,031028815","358282,500757426","508745,689959991","518895,364140566","474494,12794587","401045,368667519","567844,468559239","408869,67299654","292932,211308512","715,313036079076","199574,978245463","184434,948309194","417034,779385109","297255,468275586","390640,630949682","312307,993838567","367987,458134099","420758,640800613","17685,2500000001","527199,810548585","4848,1","218747,196171003","236160,170180021","367871,350238522","282072,050189849","351855,698421764","312530,165296479","236739,99221655","472775,422469556","25573,9500000001","424892,897441871"
,"1028,99781986207",249,"159,932581843688","172632,650000001","165910,049999997","111615,800000001","138911,749999997","184297,750000001","186905,649999996","73879,7000000009","108422,249999999","211276,399999996","73924,149999999","139094,349999997","98,9156033564361","248729,250000003","108367,600000001","369873,599999991","167768,350000002","152566,350000002","189322,799999996","151749,399999996","235743,400000003","1726,64999999998","185518,900000002","93,2512851227415","211074,250000001","146627,599999997","87550,4999999995","150438,500000001","117068,450000001","96433,4999999988","74677,75","161485,050000001","2109,80000000001","156054,649999997"
,"476,603897590968",189,"428,72717009123","140177,111500883","62031,2902621689","122036,230445558","340765,818320784","100994,621302567","195745,484387667","120019,802161568","31477,7666429296","90113,4874844689","54386,0738604858","151041,958805893","135,964803354395","132523,393075507","22185,8656539712","147331,691357391","187847,692482142","90313,150560169","102175,596435844","193835,749107347","129905,069010766","774,9","58450,3001544718","787,549999999996","103433,336419498","142313,852939666","143863,021600142","99392,8508681258","141705,168109291","38252,5854099461","104294,414171213","468840,538997541","1189,35","92399,4442795524"
,"588,666105911748",67,"243,300412945251","215150,829717467","201555,280961069","286000,287766417","263559,693402021","295363,049999999","205553,298685928","127398,699999999","66720,1","138421,399999998","256034,299999998","167553,515952072","3026,72678349836","195711,531240688","207361,139612827","234570,609307456","155943,552185914","148401,976196888","159987,598730137","257150,538668023","181259,629405827","699,438410673822","202043,699999998","325,270818257861","223827,516329007","198903,964247785","306496,110730242","146528,872481041","305218,236555501","383332,079517128","130283,706525053","135973,251133402","505,257283192944","164077,5"
,"225,40943424488",147,"81743,8000000003","119100,25","152128,2","118089,75","115842,35","239007,7","332462,350000001","314559,3","405215,35","437487,850000001","186670,2","143909,15","301328,1",134620,"170737,25","146879,8","151318,45","173489,750000001","175952,9","139150,349999999","335979,95","204867,75","286551,6","195129,55","147775,4","142359,85","151357,8","184289,05","158762,95","168987,2","154525,5","325231,85","206603,35","239801,35"
,"389,807244171381",99,"8228,15544241535","11846,7058300449","15102,0311216727","16500,1995238831","17511,0662765693","22241,3058443754","29575,2477588935","23945,2504229951","36244,3874343852","36819,7009469961","52022,2768920828","42615,8799482918","4046,78619400252","12618,4098692582","10674,0532395021","17757,0724511444","15100,9002004469","21624,910520157","22056,510037387","303292,05","28680,2701539833","13377,6555108282","33782,8796730074","88011,3500000002","49579,2995633988","37035,7474480526","44181,7874682144","37109,0820408939","49093,7043068805","44755,6379267433","40934,7597165307","44468,716298585","23190,8489602406","50973,7548195747"
,"889,275553488102",73,"3251,10685354745","418816,072963029","108255,177740904","639073,499999996","876351,049999997","350942,577587498","46603,2961366652","95749,3418541238","44186,6194657022","65325,7126580137","791554,299999993","325444,399440627","14715,6255891926","345553,938035242","554374,349999998","48099,2905554793","44874,1245063141","152253,009501524","327219,346038516","641427,149999995","45414,715165161","46586,2776969841","395702,133398191","15602,1387011348","322373,872875393","560479,449999998","729452,600000002","146644,532736007","674433,3","532932,950000001","481361,700000004","60382,6078053506","46552,9020505044","114599,192234867"
,"891,812475876649",73,"2916,35056783515","379740,083305971","94954,1731508321","541732,173668992","748393,10157561","318157,225265619","39921,9073741524","91475,0373001956","39324,1088422759","57887,9754923683","708967,311635934","280154,538146746","14278,8400682805","293796,752303732","467657,918939793","43126,2297606055","37409,4328884945","141259,883409821","282963,082641099","570069,043987787","37100,6608173932","44244,7000000001","362490,661945565","19240,1499999999","273184,63803227","464955,473806092","625294,414388718","134150,88862905","599724,127782068","467679,27538598","419626,052009921","53290,3905731866","44841,4000000004","103505,188115716"
FAME C18,"736,679386942212",74,"142099,900000001","201171,180921493","207935,172830438","213323,695912342","222002,153009656","243071,592088867","258674,13979276","244481,708435131","269821,267021693","260929,857891011","278171,434729004","269879,516654698","204549,849999999","242882,153662339","221133,724865481","253639,715115823","247982,149733297","249453,267194024","256416,429649424","268742,837593717","264245,046966582","197476,200000001","296974,92351326","196726,650000001","270654,324281933","225285,170687067","266950,147282581","271826,09140195","269745,044822651","278730,906655371","241664,914285905","309470,239597777","204335,350000001","343487,437965629"
,"707,496402215419",73,"4482,69395461389","189323,897983409","182949,677282883","108031,731625357","142796,533628289","431781,209329779","306665,045739884","176185,102842554","210990,039965571","235257,946025426","129697,992571474","188949,224818634","28590,0024361802","259183,735698862","116112,616891542","360953,659935863","243597,479360633","208248,439270423","290005,841661005","188459,478728311","327652,48479873","63062,9500000008","487869,761397297","16248,8","214718,308706659","103475,888085856","179393,513599174","231938,079507862","148015,460086066","181156,18342818","84489,8343490293","332703,171303468","88313,8499999992","360674,790163863"
,"1041,05126975121",57,"18307,917921374","19506,1496330782","18649,1651242822","24172,5843396763","39117,5207608441","22378,8413322355","12338,4064338102","7000,94317599222","6660,48085715923","9393,76314225303","8318,85052985365","7035,8979510365","267016,999999997","25065,4185417756","30984,4969865577","25861,6405182525","21784,3045064974","18598,2414619619","19551,265009975","33490,0801301596","13079,7627711942","8575,36824130294","17179,3653795347","29063,8999999995","9152,51801659732","17607,4143706898","20856,6666423479","10295,9046424915","14665,56259655","13299,6932578293","11407,7030473588","6797,01133187599","3871,74037383124","6127,90697610272"
,"421,120807912943",117,"215,884720262503","50654,1500000003","58558,3000000001","9589,79725053354","13672,5701790255","62498,8499999999","63567,8999999999","33650,2999999999","64393,3499999999","24427,1646462609","211689,700000001","68603,4999999995","331,249726169107","53478,7000000002","6668,94904911512","157890,699999999","19587,2712807488","133449,95","65105,2500000003","11559,9138808155","123461,599999999","133,890099767973","72122,7500000004","89,6544855779333","55069,5500000002","139533,8","182876,499999999","63141,3000000002","286859,250000001","145372,55","10812,1615483433","24348,7377532696","179,176923076252","71120,9500000001"
,"829,666015502267",437,"265,685112764786","937957,435051527","945168,835291438","1004117,6","1014904,64999999","962765,962236028","978896,584038659","772849,383058566","785216,248052504","798420,581098319","791240,549999998","802917,408442445","103,846478615726","837532,760008571","815469,3","819944,522574326","826708,822104012","813987,845108097","828842,557390235","887032,05","835131,528563431","49987,474801387","850836,327283056","239,296243747015","840554,479761418","781588,850000004","772869,250000002","817121,895707499","785794,800000006","775240,900000006","795026,449999993","814494,010287988","38683,1498916036","845604,468960812"
,"665,294673006645",133,"428,096712062052","150020,577545217","207018,118556612","112143,956745114","140398,129885636","301925,144381272","402371,295917094","315931,846975569","276090,23511123","358557,808971391","192689,096118318","152550,645426465","1652,34257480841","128993,147232506","74246,1836715693","168441,516478093","201288,170437323","174410,471218352","182341,542333809","168448,697369087","319646,109727391","1691,45","258364,231310645","731,531311277197","135301,931595587","98539,368384909","94933,660491047","175573,614298821","131135,475136761","172168,84751743","82275,8267372672","421699,854109215","2478,20000000001","249635,843647866"
,"577,728190148382",84,"12708,9441502329","827145,550000002","836711,800000002","409936,449999997","507970,750000001","742175,549999997","605946,149999996","972445,750000008","993415,150000004","732610,100000002","691162,999999998","710805,300000006","12940,6990540538","744825,149999997","535241,449999997","615448,6","778981,65","875004,55","724397,850000003","572036,849999999","644430,5","14124,6937818946","757604,349999993","14844,2986573531","750495,000000003","548595,650000001","591602,099999998","707862,699999997","555876,8","574683,7","557992,75","732717,749999995","15449,4752924237","719505,799999995"
,"641,128797013379",70,"156,816923878152","37446,812103783","58802,9097900774","47736,9517099582","51483,538432419","66144,1364788066","87427,3999999998","72453,6999999992","79287,1999999995","120911,1","49027,8185064266","36465,6376832588","180,355856867786","29876,2473666522","8278,94060129119","60071,1500000004","63141,5375388444","59739,3123160247","51317,3166756297","66388,9597079967","87433,5000000008","5828,25000000002","57806,4851280725","1360,15000000001","27185,809604106","22295,259854839","29512,9662045863","48952,3175849223","38790,4302587956","31449,8478691215","25590,016737868","109494,899999999","6384,75386394598","52537,2718557658"
Putrescine,"512,023140112439",174,"370,903506495485","73180,9000000002","44864,95","32465,15","63121,5499999996","90241,85","132321,95","130883,6","179899,550000001","114433,15","71676,5500000005","98993,7500000002","308,358247132994","84383,5999999999","54701,2499999998","150092,5","89772,8500000003","155721,999999999","98055,0000000002","80745,8499999992","240818,499999998","358,875910448543",105041,"382,185011202752","89913,5000000007","50536,9499999997","66924,7499999995","107863,9","83617,7000000004","63122,7500000003","62209,25","215626,049999999","625,886281415409","118073,749999999"
,"323,729830994917",174,"2156,61258101705","126015,35","71346,85","171696,8","219438,75","153041,3","162184,15","191779,9","271890,549999998","199881,7","100640,55",156755,"1279,85019905309","146625,55","185210,65","182737,75","189040,3","141568,2","167674,3","236077,150000001","197971,05","3466,75","185089,65","2721,25","144910,75","91501,25","106848,850000001","173003,45","113791,7","75411,2999999999","131607,6","265610,45","6405,19999999997","191867,599999999"
,"550,698354354587",189,"1537,5640584866","213738,639879869","105359,877629977","132852,433769385","269779,772686542","215820,443384176","249100,264823383","174261,83628189","70884,1036050391","127965,330562795","79941,2892457339","141452,042858355","484,046431621502","255521,686936728","37484,8797743469","198132,025176739","244745,127104694","149136,218500116","175697,276527397","198901,438646066","201562,798658304","4880,63330200454","168034,300637789","14701,925494032","183349,581295587","152863,270017141","192313,115830502","148691,124457671","171003,740570026","70965,0524865955","131021,166564761","366969,800840645","7047,2474870969","152047,040149702"
,"788,21633319528",73,"1746,05523098039","190750,048410594","181667,532199411","135340,895477159","182195,489183425","460570,990510594","364035,290602528","318046,571123686","386388,325568975","516814,191071399","157255,874704638","236458,615134426","2291,51777217962","202269,185301993","127926,853283808","499819,382692967","272787,000174317","351458,327474873","300013,627754765","182823,157386037","412414,963566959","67306,4499999995","461507,778146884","7537,14569866395","234731,053347959","137763,253246751","221334,223301623","285979,661712481","213484,275729869","168791,369787633","111065,264599756","600193,059119921","81941,0499999994","387305,588158533"
FAME C20,"807,589376784867",74,"124868,499999999","138256,6","138556,799999998","143027,3","141254,7","157814,150000002","177524,550000001","186902,450000001","198283,449999997","210739,150000001","184217,399999998","175868,750000001","122093,450000001","178982,299999998",114874,"222039,400000003","177552,699999999","186468,750000001","177577,150000002","177392,550000001","198841,300000001","119369,950000001","193991,950000001","114175,800000001","191489,799999999","165565,450000001","195083,700000001","189423,749999999","192490,099999998","188782,649999999","181167,249999999","242374,300000001","121514,25","217772,900000001"
,"297,025125491552",115,"2148,94899566733","32162,1586560937","10289,4873073204","3104,63798863477","2911,10045571654","365218,781141659","12770,4253019627","4224,5602046973","5453,74237194811","5094,29003191695","22902,95","6726,49185882435","725,179319384728","8270,42175730102","2244,57995591954","16983,8558260677","2848,16025969698","10074,8890551582","79474,5791519392","5418,71416294773","16296,1566252694","2587,82815493808","362112,875250974","182,139117851482","6175,12597981402","10682,8348556799","13840,25","72476,8620763224","18963,35","18048,1999999999","3248,89936761239","5652,27938680465","1818,49619704977","320824,675767427"
,"953,516388434963",73,"5949,93416061854","261055,094700795","97597,464021425","428091,917130695","372485,154309537","235351,987969042","68563,3340954366","72194,4255861825","83864,6219656693","79761,6743552041","279232,472686692","168387,526067385","2210,60270595802","260064,787459666","368452,932450044","84123,497888014","100580,844553626","72504,7473188384","245015,991676568","479856,967977179","145832,052233762","26699,6499999998","277117,209382755","8397,1349157258","181022,812815745","304298,159247874","296301,880486199","181643,98417248","321529,71284206","280632,688191691","289072,014164916","31745,3086491807","25548,2999999999","205519,747940575"
,"1032,26880597815",324,"202,199999999999","110125,8","63107,8500000006","169724,45","324932,300000003","121811,649999999","41883,3000000005","21800,4999999998","31448,6500000002","39842,9499999998","107705,85","65779,5999999993","111,022985631998","162355,5","288651,299999995","86527,1999999986","53971,7999999992","45015,3500000005","104697,899999999","293342,400000005","49899,9500000003","1436,40000000002","105036,599999999","98,3054024411523","89316,3999999995","142358,550000001","231627,749999998","65923,2500000003","181856,199999999","141453,849999999","107657,899999998","43212,5500000005","995,000000000016","55977,8500000006"
,"337,142720810501",142,"351,592720337486","49872,0999999997","11609,539931155","22673,2","30729,45","14381,3643376343","17734,1772402696","14098,8567004725","19230,3205052569","18308,0924218518","6699,02898363599","80552,15","425,86868651797","99337,4500000003","230356,05","154059,85","36509,4500000001","29598,279695577","22058,6554421613","39932,7999999999","23720,339186577","2004,95000000001","17913,4900818667","1247,95","72461,1","22430,1","17406,3149647848","19012,8786274416","8306,95084475282","3710,78884582228","8449,34812399353","78486,1","2853,95","17614,9631573811"
,"391,665064258884",174,"90677,6649452425",131357,"139526,85","131462,5","143413,75","151903,85","128127,4","141649,8","156498,6","147352,55","169591,249999999","161177,3","610,295838257231","151851,8","31214,15","190524,5","150612,899999999","189745,149999999","171608,15","174161,95","151531,65","902,213281488851","179221,2","932,041123629575","165231,3",208470,"183876,250000001","190935,600000001","174454,399999999","151984,600000001","168696,3","184604,8","1003,53568393576","204029,35"
,"1045,80839233938",74,"73225,2325231695","302022,960841499","230650,303295131","296595,702493367","451565,557847993","305524,32241373","158823,222914869","88749,130873732","112927,521312027","139054,023936988","132393,351056028","147179,903300345","147791,222080487","423814,703884451","469752,541685102","359036,507277692","248209,796605413","220451,430286434","294019,226411897","581997,345116317","215915,390287639","81848,6051904222","278180,342325041","22091,4870235533","198700,997070355","318656,669000173","339278,993902088","169831,843204622","252364,985122066","225268,898009437","190147,096230197","127528,382510508","36636,8584388168","132541,910137784"
,"905,247450103941",73,"2345,41112988735","357480,620514514","142363,664978315","345002,440467763","367315,072083122","257467,94878959","81308,7047184395","169490,6871757","109769,828898789","130202,887859396","227208,105819197","257395,125653807","33315,2","314493,101143415","336894,042863333","138439,504822665","66892,7299484565","183791,506136594","264462,243039748","381167,306174326","66764,4960670937","31326,7999999996","280036,884091849","6424,9933138598","266953,499458784","332990,585384963","213603,64806607","215990,360832712","264015,330813489","208760,229587465","306985,593839195","54949,6616200397","12052,5340109705","123809,865735822"
,"858,920467500453",73,"1972,34424339492","310930,3148021","145289,209990598","512612,032060454","477079,498011814","188696,543571525","167035,796726795","132180,638177498","25244,8076716519","78732,8632759973","468530,116073062","140168,107605509","5520,33690904232","337761,386811846","431337,094199301","197279,771012009","153569,407643257","120711,330993969","65054,8512307666","345767,28943625","159593,59841577","49205,9000000002","129026,675535284","9086,39051091648","293723,491923292","427945,319911012","388918,783369145","112101,851691622","404138,647844934","351448,942430156","264317,489736673","163093,61505225","51476,3499999997","99205,7116314479"
,"227,922494414337",71,"5620,32580702251","30433,35",31865,16432,"19965,8000000001","3869,44247957993","9386,24325142273","20106,15","9531,22969752541","14753,3739659929","6850,34999999998","10123,65","303673,85","61365,55","112768,7",55864,"61968,4000000001","43337,6999999999","27589,45","31912,2000000001","27732,5499999999","26234,9","3630,59369352767","28887,95","12333,7","18628,8","21488,35","20730,8","19009,9","25703,8","15479,7","15221,55","7352,40000000001","2284,78288030868"
FAME C24,"934,694253728953",74,"108088,000000001","114875,35","100422,499999999","120878,75","136159,400000001","139962,2","76640,5500000007","93401,9","96271,45",97304,"133709,850000001","119851,149999999","34769,7999999997","146481,199999999","65222,0539481069","115235,8","88446,0500000003","122012,099999999","142196,5","182603,95","77650,4000000003","33616,5500000001","151391,300000002","23740,3000000001","128301,15","156242,949999999","155226,100000001","110095,65","155630,850000002","157248,65","150253,55","29710,8828566943","28329,2000000003","88862,1000000009"
,"748,633229503517",73,"3636,55752838935","74862,3316611299","39528,0032356125","28093,3148666171","25482,6761116447","253199,675178104","78297,9615763245","66517,8734501697","80532,5802463314","102818,751321659","43243,3478714266","66200,9456179321","14189,6437588445","63694,9063299333","19303,6408188956","105695,79871857","41572,8298475351","55712,4094227522","128399,041367794","58468,1232956806","81225,2674903357","66961,7499999995","292237,088922162","13022,8029312765","53213,6731130358","34275,8719128351","38246,5372379359","105379,861669619","46103,9141544215","25829,1318511039","48143,1102327355","133391,969485299","86329,999999999","173506,44857696"
,"493,142164532198",103,"8340,60000000003","270548,35","262114,399999999","167577,25","196037,45","340181,6","366273,899999999","339317,3","499819,550000001","441081,700000001","274578,299999999","382453,050000001","803,297539634562","260091,05","154120,35","485924,950000002","251320,049999999","392438,349999999","335870,000000002","314427,5","480502,750000001","9854,39743925373","377342,850000002","12147,1887035481","342304,199999999","269686,649999999","254480,75","376025,899999999","429612,350000001","207397,5","217148,75","453663,200000001","16470,9533071658","429697,800000001"
,"519,556213431082",73,"14027,0744872257","73830,0573838947","116347,405843145","104008,413824467","126954,122048925","152000,436093464","202171,320353838","140156,90619189","219519,58153012","223038,419308953","256930,05309702","150305,812176614","75799,4836219604","77994,3919331445","105610,196549738","96672,6603016959","94298,5286036127","104211,225254124","125063,480256129","166476,49194822","183719,532671379","45294,1","184988,949553951","125594,25","119694,556413744","124726,964536525","219871,595795302","140134,406279468","232210,224292275","238514,336750267","145103,94993452","241622,823025616","63258,6","201552,592551986"
,"274,640556017449",154,"17916,55","31161,15","53996,4499999997","44757,0000000001","34900,9000000001","49720,1499999999","133132,75","91784,2499999995","160071,85",210096,"135845,8","102865,85","2194,59999999999","12384,95","25286,4000000001","37333,4500000001","66587,0999999999","93626,3499999999","112881,9","64002,6","113219,550000001","69975,9499999997",111877,"64186,8000000001","64492,7","52483,7499999998","53726,9000000001","103136,95","90946,0500000004","59295,8000000002","57014,8999999999","185473,350000001","125417,3","139822,549999999"
,"205,05666335664",140,"3971,85","30523,25","50633,55","69056,9999999999","34693,5499999999","249930,850000001","91653,6500000002","116674,6","157817,85","125093,35","127520,7","25752,75","1811,25","19192,25","19418,5","35076,45","52896,0499999999","61773,8000000001","118330,85","62018,3","114447,55","1696,95","266578,750000001","1747,85","19125,85","35824,7","50130,05","109829,25","62929,45","101978,75","48437,95","122444,85","1747,7","232157,95"
,"284,194833964498",174,"515,481012199098","110308,050000001","91883,3999999998","106796,75","127788,9","115391,8","103145,55","135109,15","160907,550000001","93223,9500000002","124818,15",138703,"929,011759085732","129842,4","35796,7499999996","149521,75","156924,149999999","146688,2","134103,5","188714,850000001","140306,35","397,159322061297","138998,049999999","191,026714102726","117098,95","133522,299999999","117831,25","123553,2","105486,600000001","112533,55",172471,"166021,249999999","289,639847398626","133674,95"
,"763,718953484078",159,"1886,22848961108","70208,8000000002","86580,6499999995","45859,3000000001","64662,9999999996","95910,7500000003","111841,55","71728,9500000007","84749,0000000008","86907,3","101107,299999999","90126,7499999994","153942,279720577","98866,1","40025,15","113515,850000001","96294,7500000003","94867,7499999994","97532,4500000003","74191,3500000005","113624,35","3671,70082079925","105702,750000001","3382,12790833368","85389,8499999997","61619,9500000004","89660,4000000011","97306,1999999997","129280,15","87704,5999999997","48779,8499999994","133624,849999999","7051,10063939915",117219
,"596,939811211291",195,"202,309632587385","41548,1999999999","40850,5499999997","62547,2999999998","50796,7000000002","27756,1000000003","38038,3999999998","15369,0999999999","16118,4","20858,3000000001","88642,8000000003","70418,2500000002","65,9713129210727","19827,2500000001","47750,3500000006","68551,2000000002","46329,9000000001","44499,4000000001","45401,2500000001","72341,2499999998","48316,4500000002","656,749999999994","30546,55","61,1538693547166","51967,3500000002","54470,2500000007","95438,0999999997","46683,1000000002","103110,55","110890,400000001","35815,0000000001","35156,4500000001","750,278172568032","29220,55"
,"495,741764079707",217,"2167,85",104498,"106486,9","59760,9499999997","72887,5999999998","137102,55","143983,6","120545,55","179948,55","169499,1","91193,5500000003","135775,95","340,849999999999","100398,05","59765,55","206431,849999999","86456,7500000001","150154,05","124212,849999999","118735,6","201149,1","895,149671622227","145917,85","546,914226118386","122181,900000001","111057,05","93437,5499999998","150075,9","186915,249999999","76905,3999999998","78204,3999999999","179804,8","1199,95217501373","171555,650000001"
,"300,13994366831",147,"28076,9","56553,9358989946","66904,0463284258","61723,4902199218","63147,1651279236","102360,070308226","98630,7354119126","77586,3770975026","103626,847221441","99610,4205569578","356842,05","76682,9486203824","20523,2500000001","64504,435444236","35493,9968677991","85431,0628171191","47989,7844264755","91874,7441784508","88419,8644478992","79239,9389144996","104555,088389552","10195,45","119330,035642417","8554,6","80950,3714033102","100096,829812035","118130,190072281","94140,8808095385","343019,249999999","110557,876073037","76460,3349381903","85496,0969434026","9975,8","135536,092232363"
,"602,365682022372",171,"58,7626318795426","44511,15","60876,3500000002","29275,9000000002","35606,8500000001","50990,4499999998","104421,450000001","66412,3","47022,0500000003","68956,7500000009","28810,3999999998","98063,8000000009","1520,19333590006","44294,3999999996","15825,6999999998","100380,95","51634,15","67858,8499999998","60289,4999999998","34661,9500000001","83970,9999999997","165,781839717867","54652,25","251,089951850499","61244,1999999998","27152,0499999997","18494,5999999998","65950,0499999998","29804,6999999999","17254,0999999999","35743,2000000004","102509,450000001","168,840758536445","62539,4500000002"
,"418,62618412228",52,"1106,38046006211","1241,44174514126","2188,82488825389","721,112132271656","521,987790915323","134581,75","8585,75208431014","7309,7211068639","1819,20125213787","5521,53589745267","1056,75433102494","1039,49511171569","725,150975613672","583,581117076077","725,55450679243","6605,72413027466","3396,53757788065","7349,05819948055","24561,2174149573","181,064295818384","26778,7829449632","565,178167290793","85138,8500000005","555,35067882168","1147,3283471068","452,818698652429","1909,26082866526","2445,13359957922","1955,48777921207","2462,12285432479","1177,07680420732","2153,56571171778","875,478983451848","861,404580441749"
,"499,191348248355",58,"1984,00290421897","71594,0966319674","98439,9382203796","55801,626664114","84779,7668799732","86387,2245456903","110536,495219718","43644,684175863","28940,5330527017","42619,8928145886","139661,275122125","82779,8110381742","6862,85","66176,2974770502","69826,9619684975","98915,9613287972","48010,3154774964","86995,9790822048","77173,5155688038","95794,3896114045","118400,811176621","8379,34511596757","88894,4581964166","12725,9218213555","75602,2046393953","84829,9286253884","140048,521677574","71001,2301411708","153096,698780218","130082,782457962","63828,5959880712","74780,517437965","9551,53193429527","82040,4229498723"
,"237,617447067852",102,"34939,7212673831","54595,2383581311","68160,3330769606","52373,9894678744","48693,9744308724","87575,9931263837","81429,496371215","87841,251937658","107416,02031192","131430,142026071","96734,99739404","90227,4216521908","3519,19999999999","77281,9972430328","7936,40000000002","82840,0023728498","88303,8836264428","96983,3890424873","107351,104254548","91915,5290678864","114775,704937568","8381,20000000002","122408,8233201","5728,25000000002","76094,6626450917","90925,6225133881","110040,215907773","113375,244232612","110719,780093465","116255,08409248","130889,599043164","126135,180553335","8424,80000000001","123827,61028086"
,"185,263034075563",103,"40278,5","48018,3734223308","51101,838807256","64884,4","63882,0500000002","75894,9500000002","81626,0999999999","111999,1","105993,6","119486,4","110276,8","66151,0999999999","42124,4","48391,332868728","102880,65","47623,7110495244","67168,4917271487","68790,1474154404","57858,75","79946,3","88067,75","154627,15","93401,1999999999","145795,35","80903,2499999999","94450,0000000002","90061,2499999999","112946,3","67211,8500000002","109396,25","111122,65","94711,1500000001","175225,3","115280,25"
,"306,760272945728",59,"2324,97757407489","60972,5338952095","67783,0200689201","52044,0506150395","54201,9921825985","95061,8056559852","114308,147794678","108592,03624187","122495,384343132","102979,687695597","40547,9753897269","75225,4487935147","12669,85","66813,5390864316","69280,2110593595","131362,939298965","72572,6237853212","75421,0953287961","76651,3793076526","103064,342918585","123430,218172814","13365,1999999999","99044,8668210383","17723,1999999999","74590,7516430168","33908,2182670425","43073,116511474","80965,0940035913","47066,7191339945","41779,2133896641","43748,904624194","134655,079613372","13288,2","100674,993783036"
,"611,903229904686",188,"109,019660818593","5422,35388160542","13142,4639853729","10841,8913810227","20165,2171158539","23296,4106153875","54663,1113083352","39513,3000000004","32024,2046850055","156459,75","16046,2656031353","9974,98992172769","619,052701965779","6050,72274498706","3605,85449345786","30429,3999999997","13714,3033515066","26605,2347077548","16139,3388378347","20121,7354929326","50512,8734857427","57,0209176171166","23684,5003941965","113,310441964406","6999,99882084743","6456,9916045559","4862,25481397332","14953,1559628076","7335,61346359033","4360,26784188396","15361,8321054357","55876,5261477167","198,235330248218","21697,6670285254"
,"991,821678051567",74,"55716,3500000003","61781,2500000002","66104,7500000006","72807,0500000007","79097,2","81141,3499999995","64586,2500000002","45645,4999999997","52094,7000000005","56513,3500000002","57951,5500000002","53692,5500000005","76377,4500000005","93024,1499999997","92676,3999999994","85257,5499999997","74005,599999999","83039,0999999997","87345,7000000003","108750,9","68810,5999999998","61022,8999999998","91149,4500000009","28839,5000000002","57857,5499999996","83401,2999999997","90315,3000000006","59616,9499999992","76098,0999999998","74536,3499999998","67762,4000000006","35011,7806012376","37952,7000000002","41303,1531499493"
,"978,118673448776",269,"104,967599830306","47642,85","1379,20000000001","104624,250000001","92165,2499999994","58706,3999999996","1270,5","1313,30000000001","1667,84999999999","1373,49999999998","56545,3999999997","53052,7","82,8678965463007",72126,"68918,3999999996","2100,44999999999",1680,"1682,30000000002","64128,6499999996","133735,45","1946,79999999999","253,65","67411,65","84,1394512329507","47205,2999999997","125101,449999999","68578,1499999996","38732,35","62789,4999999996","73786,25","94427,95","1594,1","201,317826848077","40658,6000000004"
,"713,531878151482",143,"105,029660792921","4849,73834817568","6395,79717536429","43815,2500000001","77015,9500000002","12230,8","6567,33146950129","4336,61361713859","5025,3466085689","3851,98867694196","26140,75","8668,79999999994","589,621507203587","2792,2920864694","23447,3000000003","5794,22146395703","5762,85421099718","3749,21733949032","5788,71374450083","82599,1000000011","5964,99860447409","1064,79999999999","8980,03242634805","125,22238872419","5147,18642630433","42415,0499999995","37869,5500000004","7847,64505770923","28573,7","29580,55","37732,5999999995","8840,8153390909","659,488599496505","8587,46220154022"
,"524,84301976571",218,"57,2472300238782","31378,25","32793,05","35490,5499999998","40979,65","39912,2","58120,9","82087,8999999995","86400,8500000003","49028,45","25114,2500000001","42632,65","151,108872573414","38268,05","48122,8000000002","67892,5499999996","50136,0499999997","30291,5000000002","39198,05","65280,6999999996","66779,2","353,93028940899","42270,65","215,084311317636","42095,5499999997","27603,2500000002","32519,75","47360,15","30008,3499999999","28801,5499999998","25758,9499999997","71458,15","596,107052309758","52226,9"
,"1037,14010702021",361,"40,4841648270937","13670,3633924719","23318,1499999998","19192,6050353212","31041,8000000005","13064,9389862752","9362,68376474041","5854,32318582442","16523,69322741","12043,0703162919","12287,4684919598","14385,1617549089","116,726146095645","22992,5426339607","18105,9356281107","81864,9500000016","40773,85","110925,950000001","37818,1499999995","28155,3040568164","19433,1162732166","597,443361930943","14675,0573245933","123,02258706257","19419,6440875601","10823,7280029961","11489,9602154494","12683,5323233421","15350,9458999048","9565,63727336432","6250,05927508103","12252,7155427825","440,285124923225","12908,4648416598"
,"380,767716690207",69,"70153,4500000006","61166,6500000002","21455,4999999999","38215,6000000004","48984,1499999999","36865,0265512954","29670,5221561723","28435,3254636016","30706,5442979997","33186,8024196641","24666,3884375357","34128,3500000001","46657,0650051196","65688,95","33725,1390244022","34192,9368662997","21736,05","32864,6861739036","14093,6500000002","12389,2499999998","36514,7054283195","45855,2502446307","38213,8222766662","41653,8919501137","45530,0999999999","57651,3499999996","46991,0999999999","18876,4999999999","26884,3500000001","14265,8500000001","34888,9500000001","18979,3500000001","45570,0086175574","41032,614881336"
