Name,rt,mz,S48,E0,E0,Pool,S0,S0,S0,E48,Pool,Pool,Blank,Pool,E0,S48,S0,S48,Pool,E0,S48,Blank,Pool,Blank,Pool,E48,E48,Pool,E48,E48,E0,S0,Blank,Pool
,"202,79",77,"4944,4","574,526191654275","1136,55547403845","806,442935788943","2382,4","1684,3","1712,80654428219","908,323611347173","453,459440241008","1051,99562432956","225,833876424318","923,588218634475","160,433236844708","1915,83198864323","599,790620997739","1036,59517974952","836,775468032996","277,389704293869","2201,07008569304","115,134128412539","1027,51578426573","344,044026405538","804,825309289059","697,889375421421","675,438586711419","846,151399016239","548,642760032632","984,249999999999","209,730790561318","4213,95","438,620470763239","1429,44846983213"
,"200,44",151,"3352,14092767563","587,060445264721","1139,69086862465","1377,52103414915","3371,18469727779","2400,90141604128","2434,59778093215","978,205956678942","1164,56550962852","1416,35177623974","654,899999999998","795,094886834662","629,8","2143,77389159566","2189,71453781871","1699,36815177368","906,632827133019","649,687459735868","3494,42827241995","849,000000000001","1931,84336214107","879,250000000001","1012,92740736797","607,118786448582","937,370604939639","1257,20279486693","476,058437233831","1247,58730872452","785,228034789444","3889,60914012579","1001,1","2167,06295628377"
,"580,92",276,"2152,44950393248","618,852879161606","862,049909271893","1581,39864137856","2565,28485496223","3269,27665621319","1304,1992341325","2578,25524252057","1991,77146694017","1586,41072620722","250,699999999998","1426,74856993456","1027,71743997395","1497,05298835511","1924,35610899653","3378,08035220473","1840,16956428594","1932,40675868477","1334,7680073823","163,554908596536","1885,9546070826","105,107240296258","1806,86795519607","1132,97707224307","3881,35969438951","2024,40893578744","2277,983256465","2690,4398827207","653,172429147658","3307,83905122191","238,569442369418","1942,67241069297"
,"221,41",406,"146,41263006705","263,156777714512","260,858902684172","174,705091178229","140,310902754243","147,257262118135","176,143716543063","164,435609635056","273,760522017793","141,343303764509","287,083831678518","206,835660252857","194,119319540556","145,375902974545","120,351299060312","202,074944768195","192,500173779692","291,524666906303","228,166620036704","231,012756268274","308,55","163,513429863732","219,104114341993","349,902749770542","439,386664429477","474,086844394063","359,237817121006","506,373618807178","253,487322796694","301,544938754251","448,388330392186","374,684393466463"
,"387,25",241,"108,133765690385","92,6597358202639","94,9994879269872","71,4199371245633","46,4031648656178","127,13054718454","118,72648202806","102,70665427873","117,641500517491","143,448265399427","72,0153513344406","38,2678311158586","58,9256949364361","39,2980245297144","57,4845300617885","33,6886394246829","91,8438226876805","3369,94999999999","145,129025747892","104,780182735123","62,3460538965365","144,3","100,156694079355","134,339733101424","115,430452642601","102,593102079207","223,192356020422","92,7633020370917","177,049341611595","264,477255934098","126,83973079706","219,241312400762"
,"862,78",386,"117,836537538203","117,410549334038","148,390691535867","168,472515459154","91,3107611409468","95,8359953291013","99,338653441197","92,5412822255674","66,8488925258859","147,555794881269","73,3859197101312","138,811063238573","100,203107037437","76,4856670977606","36,5434677546144","79,9485052523738","134,414930268709","166,877443744589","105,350463991595","146,127077440779","106,1515443517","110,8816090094","133,757217407229","252,53555427586","222,409051412678","225,777199050273","232,141909280636","488,650000000001","258,207865116226","115,959088857984","168,523147275824","228,549794096781"
,"763,44",159,"2410,84999999998","1279,94999999999","1792,34999999999","2127,74999999999","1609,14999999999","1487,25","2116,7","1944,25000000001","1967,79999999999","2077,15000000002","120,968378743879","1819,94999999999","895,150000000003",2388,"1943,2","2164,65000000001","2165,65","1746,44999999999","2657,74999999997","177,296074716561","2707,59999999999","121,119661262075","2125,95000000001","1995,45000000001","2254,65","2499,49999999998","3035,8","1877,50000000002","1264,8","3360,45000000004","248,857681386129","2507,60000000001"
,"198,53",52,"1896,2449144844","1497,30105571181","1698,41360317428","2343,01594218434","2113,84369383702","2425,88231199469","2132,57605996666","677,272350898532","2770,81015643994","2062,27831807012","514,195020588165","2249,56719217395","946,381723743537","4430,32409060898","2958,68935100374","3145,74959723107","2329,98654293679","2263,8799689273","4187,84793142942","754,091519665991","2278,30110856044","344,380050383565","2555,87250093193","1192,75","1131,54923744262","2134,59950438178","1019,4","933,533413803316","1477,92780699606","2791,4589367309","375,390889337667","2688,85859526907"
,"733,78",340,"137,010519110954","85,005236657594","141,334741545106","113,47925674933","108,800588285036","126,309112967983","185,333334466028","141,908775595526","117,471662673784","152,226351479403","52,8685464209964","100,881859958659","99,0704288229638","108,57240078433","103,144340512319","71,9720713964199","163,349999999999","89,1108079569413","103,572050852997","99,5942925949975","64,2332970518359","170,873118541784","77,6434787125025","342,587567067657","232,139693143094","242,089082467634","526,699999999999","205,55916254906","118,406035802826","324,737903769916","308,292933105879","284,259454865978"
,"426,13",55,"2930,55657089715","1541,01429659592","1523,95423176188","702,73427949804","1248,43638323156","1697,25","2652,95000000001","1406,78986325121","350,922119459989","759,19126286619","125,552585714597","310,181986743079","92,1549659789139","417,132486164265","476,572568722353","687,694681797061","587,120256836828","647,33625479005","1161,85692041685","90,6265843416169","1225,1914160708","84,2923590899095","255,161407778708","539,676633082481","432,694594924888","754,633447337258","802,863645109055","667,75219766232","672,166003207548","1631,23085998105","160,340264998915","957,80926967523"
,"611,51",160,"361,46922855166","259,150000000001","170,998710552634","320,526432525086","224,441472279031","381,875950820483","226,311680171559","244,802920537795","238,440999979497","181,858718859311","133,295851930751","273,861473452392","323,966029812054","387,279663318399","317,30063775442","376,70023207178","369,851354673769","533,100000000004","466,199284409058","69,8393009635012","368,143607058423","40,6022663635512","411,242330985087","153,129387754854","295,49860319969","278,59091320374","276,709582773606","340,488952746687","130,648140272647","667,564071493629","205,575381679659","422,387592732736"
,"1183,15",398,"84,3499999999995","52,2999999999994","99,8000000000024","32,6999999999998","112,249999999999","156,349999999999","54,4499999999997","67,6999999999996","115,649999999999","100,499999999999","97,6500000000014","131,849999999999","57,1499999999997","86,8499999999995","116,049999999999","110,899999999999","52,3999999999997","107,699999999999","100,000000000002","68,2000000000016","62,1999999999996","100,749999999999","85,7500000000021","137,249999999999","254,350000000006","175,300000000004","241,199999999997","136,100000000003","311,649999999998","619,85","114,350000000003","186,899999999999"
,"1188,26",52,"593,149999999991","724,350000000008","16,9499999999997","1250,85","473,599999999993","630,49999999999","542,750000000006","446,800000000002","803,250000000008","591,550000000008","404,700000000004","351,900000000004","783,050000000008","644,000000000007","407,900000000004","640,400000000007","746,900000000008","319,950000000003","621,999999999987","530,449999999989","593,200000000006","290,550000000003","282,349999999996","759,250000000004","484,649999999992","1031,14999999999","674,250000000007","465,049999999993","874,150000000009","557,400000000006","638,19999999999","709,349999999989"
,"1180,42",356,"91,7000000000006","167,900000000001","90,7000000000006","14,1500000000001","130,549999999997","108,350000000001","100,500000000001","90,2500000000006","97,9000000000006","47,8000000000003","68,4000000000004","127,450000000001","57,9500000000004","25,7000000000002","169,4","59,9500000000004","37,0500000000002","60,1500000000004","78,6500000000005","38,1000000000002","68,8500000000004","87,7500000000006","99,8000000000006","198,250000000001","151,900000000001","178,800000000001","76,6500000000005","63,7000000000004","225,349999999994","359,950000000002","106,400000000001","87,7500000000006"
,"496,18",217,"2543,74254045667","1615,94061794486","1633,03532870185","2530,84774953986","2152,14718500196","3225,69531206491","3399,86948012477","1463,2803034569","2507,16781243468","2200,45158477413","75,7164283820487","2042,5761674175","1482,34373717748","4515,46266521901","1423,74204299138","3298,43732644582","2313,81981664367","3072,03720524111","4763,18716525404","117,327861062424","2241,79798752785","90,6543054794963","2803,47411204645","2940,4","1687,64405000378","3279,61777049314","5019,04999999998","1481,18952959236","1498,82489135073","3296,32019554194","234,900697582205","3567,98561692096"
,"470,35",128,"883,099999999994","845,751093199501","562,099999999998","1012,05","1394,76380929487","745,899999999999","1102,19864983862","355,850000000001","1455,25","695,05","104,866486418298","1326,15","604,95","1384,68891785025","1595,65000000001","1268,15","1255,35","2234,05","1732,5","103,806581575299","573,399999999997","90,5799452558455","999,300000000003","864,750000000001","1560,4","1493,15","963,949999999993","698,250000000003","1173,3","3228,45000000001","174,3684638284","892,179026051026"
,"713,18",390,"32,0625650940742","46,3761283261691","96,1931104857003","98,1550235866793","121,778508813925","63,579330903333","120,323259017436","78,5643670264354","112,920267471978","105,768886780112","87,3550216946311","86,6150000505218","75,2595664586383","82,4682758512992","73,1104051975179","83,3937179247865","55,8755133827248","124,160186317583","67,7907382842954","71,2503219296808","114,947234720337","125,504212604928","76,3908728930164","160,857267381442","159,637719138685","160,221639778273","168,537579070256","110,553419609393","190,635581594157","383,649999999996","221,348179206995","162,248915446627"
,"991,48",74,"2699,70477209087","3317,1","3328,8","2910,09999999998","2442,42900291605","2542,83600408131","2642,45869194922","3024,80000000004","2823,34999999996","2578,50000000002","2552,75000000001","2286,1661211472","2842,69760836302","2620,89942939191","2515,67035578471","2762,17032900774","3089,65000000003","3540,64999999999","2535,52551441709","3077,70000000002","2649,22961429503","2579,64999999999","2507,05014202456","3384,6","3812,45000000001","2979,05112010792","3262,55000000003","3293,74999999999","3318,99999999997","2856,03834395841","3156,39999999999","2807,7533850054"
,"921,48",297,"2592,10000000001","665,500000000002","715,049999999998","1408,55","1839,95000000001","1630,90000000001","2173,80000000002","463,450000000003","1533,85000000001","1404,05000000001","51,3254908146666","1046,60000000001","626,199999999996","1912,75000000001","1628,74999999999","1310,8","1451,20000000001","498,849999999998","2971,25000000003","82,7200585412799","1546,95000000001","40,6756418286682","1690,84999999998","404,649999999997","404,300000000006","2226,15000000002","778,7","744,849999999993","436,949999999996","3111,74999999999","108,116748145286","2390,50000000002"
,"509,07",77,"4769,30000000001","1575,6","3787,65","1342,66012970761","2578,75","1358,45","2805,54999999999","1292,35000000001","631,469880084544",2420,"242,125801190581","172,895139979429","516,975802655931","366,977379905059","568,748812619781","972,22913054831","615,495048008521","279,61610084532","3930,24999999999","191,437835200311","2715,35","256,640451735791","330,308501355917","354,200306762777","171,580765711391","650,654661007369","513,74460472808","465,085309111251","649,942198760269","2551,65","167,994874940986","2546,35"
,"241,2",462,"295,613816243227","191,951411687364","158,155262833714","141,373746799109","178,926215528377","234,148561190533","145,0341079059","200,567637561708","173,514340897423","153,473614046473","212,059764236673","172,516507464354","216,643388254972","210,7","212,190249337445","110,965587485462","129,60782928787","102,794770364833","139,718311345683","219,660566980612","84,79921011312","137,105659708147","127,734602881954","347,936374283331","272,635458632568","218,446248019642","235,673472638777","389,967123218822","510,781694786807","184,393246443418","356,964563978445","319,495388969571"
,"267,86",341,"621,349999999996","367,799999999998","516,149999999999","676,599999999998","273,099999999999","186,750000000001","176,55","250,2","76,180642839805","1110,45","175,6","163,85","196,1","122,05",222,"145,491903429638","1452,25","176,649999999999","143,9","1256,95","3744,49999999999","260,200000000001","172,35","256,1","134,062034864468","1196,8","302,399999999998","458,5","422,450000000001","423,349999999998","2502,65","2295,65"
,"294,44",52,"227,615211184168","300,764152544638","254,3674078546","180,326499450389","115,055012912407","469,897559202772","557,592889055887","257,18659201414","303,236940575313","249,445561322926","282,022740525822","192,706717649823","305,22155477749","409,162711938937","733,4","154,007099810288","279,757888809182","272,152382353415","401,223829094207","91,8697061655801","253,087950305839","259,232979927663","204,53125766731","739,796045261602","480,549999999999","126,427812578762","358,567927935035","358,93648432094","498,691848202924","478,242537257772","191,220216073107","142,569840553705"
,"977,85",398,"251,141288781907","319,361501523695","291,208045144796","258,503594684196","189,910150672021","467,032578268006","223,833400080594","222,908793045148","385,366431410971","205,30793192332","349,383820714514","369,316120482052","269,934585679754","306,780830358979","106,944019850905","303,985172950506","394,507403818778","241,388459861901","496,551545898489","398,805281936337","282,238664987484","302,683274987984","280,861996155241","452,539535132975","433,669459237753","499,479286658893","581,988385206656","325,632202426369","480,463224589423","520,025249188379","514,98954349358","413,485862536014"
,"292,57",274,"184,33803492814","146,497631674594","210,925468251413","132,0032926646","217,965890705723","166,388417217446","169,19759455765","213,643316033884","212,516142044523","198,77717209418","260,95","232,800159289836","149,019883805413","237,807233101163","192,179865527596","176,759993026058","174,772892477052","204,434467716528","212,032814051267","115,731138332586","175,9491561049","155,498222438761","147,123991339233","283,664239711242","639,615832586472","274,752289028087","295,510790803889","341,140372496804","317,98250816043","343,15363438725","264,582496385515","443,481358865363"
,"724,36",245,"1099,15","1326,25000000001","1564,35","1283,15","1106,19999999999","1220,64999999999","2087,44999999998","1391,64999999999","1352,04999999999","1347,30000000001","61,8613383929953","1258,25","1041,25","2467,05","1269,4","1494,90000000001","1442,69999999999","1506,00000000001","2332,5","50,5210136524896","1658,15000000001","33,1533129937563","1239,10000000001","1414,00000000001","1725,05","1595,65000000001","1910,59999999999","1792,69999999999","1152,39999999999","2865,09999999998","140,378042800405","1807,44999999998"
,"462,86",171,"1598,5","1204,77151869946","1820,18281264016","741,464940070827","1155,34996458709","1105,35","2118,29999999999","672,906419178825","246,75","764,820384008556","65,4769168732066","190,115193175829","182,285529304499","602,15","442,770455569482","894,689126695583","630,945975929465","539,303219218809","1388,09999999999","114,470819096363","1550,5375668425","39,2915995448829","269,250000000001","391,100000000002","459,22708952581","640,199999999996","485,16703781044","246,823236494174","600,576866149495","2500,37877740365","101,142610911806","1103,61895200867"
,"1117,96",266,"194,400000000003","239,949999999998","230,550000000004","192,249999999999","192,049999999999","281,850000000005","218,749999999998","242,750000000004","167,849999999999","221,949999999998","155,799999999999","142,849999999999","331,149999999997","258,299999999997","195,249999999998","188,899999999999","185,199999999999","323,499999999997","300,550000000002","293,100000000001","294,399999999998","186,749999999999","186,950000000003","690,000000000011","647,700000000011","551,850000000002","488,399999999996","279,75","441,049999999997","602,899999999996","271,700000000005","471,800000000008"
,"1007,42",344,"1246,40270507784","1666,78984273508","2839,42572621414","1571,19898174768","972,562320117654","1116,16289910135","1084,58794601257","1892,64003154712","1674,32069700228","1472,25694403274","105,072335776608","1177,48677208303","1523,0253260969","1048,16574492189","899,736973338121","751,216884608811","1473,39045217168","2308,60637118298","773,756263182527","108,344161004243","1579,38579509383","166,950000000001","1258,800827749","1311,85331708523","2564,58788813775","1539,35971392635","2473,39231168578","1588,66298194504","1315,57847733541","1075,83863920228","185,541407710783","1755,8690173076"
,"1096,04",75,"2797,72696979383","4017,4953379096","3282,33543381624","3087,08844931966","1486,05545818017","1309,85933948845","2676,51630457525","2335,00541208622","3524,82126830845","3024,29094694064","733,907788671329","2491,01517711699","2111,47483212674","3935,47931766093","1973,28128794752","2241,80772882427","3003,28165653056","3948,99467841464","3754,0950098483","1130,35000000001","3397,71343288777","1045,79999999998","2585,45008276116","2622,19355644005","2661,37221756311","3051,74876529557","2707,8244366575","2508,03035664961","2003,88184912804","3127,44664890545","1309,0798610222","3739,93932424005"
,"340,54",100,"1368,74081194786","640,750000000002","1184,17617673951","1399,2","1646,19999999999","1284,44999999999","1235,20000000001","1511,33098013284","1741,65","1215,95000000001","27,9119955003793","1590,60000000001","98,666617564888","1569,50000000001","1368,85","1437,14999999999",1645,"1752,89999999999","1136,10000000001","25,7340754483422","1578,9","55,8232354659725","1744,44999999999","1735,29999999998","1973,2","1857,7","2297,95000000001","2068,65","1921,55","1987,09999999999","80,1525972477116","2539,89999999998"
,"1081,96",222,"186,54186670523","219,389810075978","186,809321894331","210,287174411673","250,772065301166","205,27928284333","261,1093925797","219,391490612218","266,606406799003","197,537353160066","158,533011022999","182,545232579844","153,477479908705","278,85","143,081488464935","134,509597251643","143,396624348914","210,210926147157","175,504920396818","171,429462741837","195,540033028519","78,9396337943978","170,562459274497","414,937998238114","278,647367707248","458,891097667791","295,929167198938","342,379260379106","311,509154968816","415,222679560221","205,381900031752","293,344915315498"
,"503,72",323,"159,310839924229",198,"108,452065377253","107,39702070965","110,203291349756","128,012679253426","126,664795351453","86,4030213671097","162,232553533186","153,974571471742","92,8646009125913","134,047110924362","148,24738029465","104,985896044589","100,752313699884","214,514217241029","132,513990628782","95,5183225901267","181,939284097402","144,011058214641","145,443838421241","85,9352241265455","116,933628906056","218,580116555737","343,816308092516","284,119532765683","374,873436542394","231,980586178818","208,483528065789","610,150000000001","169,086664236876","228,961202345984"
,"184,16",123,"408,149999999999","461,950000000001","371,049999999999","398,48818949657","512,949999999999","441,2","428,95","384,449999999999","418,55","496,000000000001","765,599999999999",447,"625,200000000002","406,850000000001","412,85","535,050000000002","646,499999999998","474,400000000001","463,049999999999","934,400000000001","705,450000000001","1053,35","645,199999999999","780,899999999998","761,650000000001","566,000000000002",482,"720,299999999999","814,699999999999",420,"1276,95","879,4"
,"629,2",467,"118,346390511794","150,749476467395","169,446573953","59,5042927144757","145,300205028199","71,9353884574415","97,4601051271372","100,600000000002","132,478238275113","88,4795343416196","58,5236731330869","43,858528471992","108,491902043392","88,6838094344576","117,577881719437","127,536039652186","209,034355443657","113,400732547478","118,428337083969","307,500000000001","150,790028036508","116,722037270926","64,1313827440338","225,343164118073","157,222855249086","323,478573765582","287,751323316609","216,470911120478","243,778962139578","327,744752364302","190,544712061528","229,73642603913"
,"265,91",71,"903,958612350246","995,684139319386","728,102866866389","675,589533448607","964,677732554251","810,139462705234","926,539546876412","938,129589231444","808,809440491078","754,280376561253","1878,45","621,896963740947","1006,53574586695","754,03060404134","855,780189644074","701,817456735134","769,900427604248","960,947067148558","979,427649616915","3243,55000000001","893,62519227725","1767,240759863","940,184518183395","652,810037356225","817,910827437395","1156,86018013575","835,89180267995","208,14700080374","374,839031334016","1437,84811701264","2005,00544614099","1018,07245890457"
,"842,1",487,"125,839716167363","109,969523950627","37,3149381207735","78,3833957346641","101,218882515615","105,401131581975","40,7634273609345","102,935341211454","98,0414806385041","112,565104779429","113,277350790302","99,8290905287186","111,950912948642","96,561869489817","88,8439052672121","75,3320848836758","98,2439006282585","89,2919234448416","156,467638151189","287,100000000001","46,0729328057251","112,649573838802","158,70063063955","147,217504681511","217,753492762166","291,711619481341","391,865127720215","173,794151588167","140,416170452051","207,906152570859","86,8114275960579","151,20015391732"
,"525,24",310,"82,4785301570833","55,6375763410016","136,749999999999","146,3","131,487629421656","51,7511206916307","52,472928113511","66,6795689001843","55,5952100411885","85,069170186478","106,537083134371","75,7463108368036","47,1358568090026","153,199999999998","93,6486365964059","123,721563108172","29,9006612450431","66,8675080252649","121,719284159964","59,6552626742978","40,3837900603982","75,8650093248535","44,8326710419786","200,309221610099","368,611840058865","29,6322745592215","109,95394418384","159,134734514839","214,62059744511","155,616191485075","387,399999999997","110,788578278543"
,"1214,65",181,"158,149999999999","269,550000000006",0,"286,850000000004","513,249999999997","421,750000000004","158,149999999999",0,"219,250000000003",0,"187,600000000003","122,3","231,599999999998","111,799999999999","111,849999999999","226,050000000005","92,9999999999992",987,"530,849999999995","235,099999999998","149,099999999999","151,949999999999","213,349999999999","192,250000000003","1079,35","145,449999999999","459,199999999998","234,449999999999","168,949999999999","320,699999999999","302,099999999999","166,249999999999"
,"1210,96",227,"264,400000000002","178,649999999998",0,"245,999999999997","446,799999999995","123,200000000001","180,399999999998",0,"169,749999999998","270,999999999997","244,649999999998","89,0999999999991","214,300000000001","136,650000000001","231,150000000002","554,900000000004","292,500000000002","436,500000000003","139,600000000001","145,250000000001","100,000000000001","134,299999999999","361,500000000003","794,45","393,000000000003","223,050000000002","372,199999999996","300,800000000002","415,100000000003","604,699999999994","592,950000000004","712,550000000005"
,"467,03",148,"264,892043809136","560,237297479912","855,021220663881","304,384371341668","334,434647845864","177,842048804306","476,13024514338","316,951675465019","305,747794361124","209,6418059876","127,15","176,789499609377","106,373362802448","165,047166359209","180,472266231449","180,571104922393","253,39319144391","168,491720220411","228,703037638857","121,50879363254","366,959734512523","163,951217312892","158,642093407584","151,169407473409","149,971922563839","211,626667348146","383,572891689548","279,694509301532","221,288999179891","668,25996459865","203,497644178668","605,512805320778"
,"442,77",344,"101,850973781135","169,835819811577","74,7863300986937","133,316160716948","86,55046836766","146,435805503635","140,872890384776","112,632222183906","187,319892259739","110,779843239972","95,0473060723921","159,671448351421","211,015403083859","195,000000000001","130,962757447584","66,7189647107454","112,698143855415","114,760156673543","206,887577403917","102,566986409747","148,289150211462","133,730796585474","149,606555426431","213,130580378651","430,131178212068","215,204277456898","363,06767733467","123,887785948272","246,559596251583","248,583992513556","152,05737881928","304,350604575649"
,"913,72",390,"123,641973474097","95,005377828298","193,603892576664","173,504960706138","258,511891234952","148,840470397711","207,419504374133","231,381262865139","258,319640218332","167,966297702487","83,0374189091197","164,245360125106","197,139873527721","113,248544933854","167,803075967745","213,802177338134","148,798463701445","216,991477898782","222,894424107134","127,662255012221","119,916659649909","124,457827902173","125,871775590338","249,118910389654","343,127723393048","245,238527589598","224,039777508805","614,8","470,648992252893","368,551762227226","217,095475790214","309,16437708292"
,"1207,33",408,"223,250000000001","173,400000000001","364,200000000001","341,000000000001","156,999999999998","314,300000000001","250,900000000001","309,950000000001","292,450000000001","196,750000000001","129,45","238,000000000001","203,450000000001","206,750000000001","82,949999999999","152,35","245,150000000001","311,350000000001","192,100000000001","170,000000000001","160,9","569,500000000002","174,300000000001","407,600000000001","348,150000000001","223,850000000001","1142,3","381,350000000001","491,549999999994","403,350000000001","367,000000000001","675,100000000002"
,"848,3",414,"141,790045311747","109,946927761143","124,951006820408","105,99993187343","136,300034387625","169,264950432502","132,14650656605","176,433060430256","92,2628793035445","133,810482538029","160,194530860795","49,5582703824379","91,3386656569262","125,417977292854","113,686237633737","114,870445243612","143,498911507778","121,303297613705","72,3854379802747","207,167252162035","90,4460763254197","136,86726895394","186,557350781432","101,602931267374","423,299999999997","218,514882075406","180,428513979245","218,943585251539","235,316768001898","243,887983470943","214,199924796052","250,029186630973"
,"726,99",498,"41,4222648933869","98,2846213063795","96,9250659270348","40,0816748515136","109,002182353143","106,662452305414","76,5427138818521","80,0063665805009","43,7110520373922","84,3746185820016","87,3137787567467","51,4509072879465","57,2935500227913","43,4778315232871","56,3673193260223","76,3049402257881","62,0681707265364","64,0054203817555","64,3868075437631","50,2710079127822","149,95","70,3312831782033","69,8955848215414","339,977159704576","151,191491249313","131,750599458489","147,376954433273","138,995617395067","170,740001191592","134,791609428233","121,283983072064","84,9368923469636"
,"228,69",490,"168,085441206889","229,225821206633","220,40346594942","202,565707313201","143,603847260351","131,361299213305","246,693161688011","178,238729083794","223,858047264619","135,960345560326","393,539987483551","198,371777816457","136,971789149474","186,339351990966","177,959814676215","211,977066225598","253,353378896965","140,274825429089","136,672952009591","169,612370389749","189,691449273706","175,408854729345","158,096744749649","526,157928590089","362,11397071043","463,286758402451","1504,42748160688","342,399925565387","398,371786080027","485,261060401208","349,44792422645","289,748119341423"
,"1216,53",52,0,0,0,0,"589,199999999993","1306,29999999999","708,000000000012",0,"1544,30000000002",0,"1232,29999999999","1852,05000000003",0,"1738,24999999998","1429,00000000002",0,"1058,35000000002",0,"1689,04999999999","1825,15000000002","1138,94999999999","1314,40000000003","1612,34999999998","1949,85000000001",0,"1989,59999999998",0,"1298,84999999999",0,0,0,"432,249999999997"
,"1202,14",51,"399,2","226,85","1400,25","560,5","657,95","511,35","383,45","112,1","832,2","671,4","644,999999999994","653,1","951,5","287,4","437,6","215,7","123,1","1179,34999999999","440,35","311,2","414,7","191,7","277,4","132,6","0,8","375,5","119,05","770,15","469,15",169,"521,65","310,3"
,"342,73",468,"52,3801549018842","151,15","81,5903789523048","36,8649463761324","71,2868527577106","70,5945204913029","87,6021596161963","121,381986690235","69,3519429715752","102,998989924855","71,6692483547164","49,8519811439066","59,9154503669502","84,0734247444315","72,1885241801321","71,2475400370392","44,5582776975337","68,9716957729171","74,7185421434828","112,440084278086","141,358068848562","94,3754619211735","130,4","130,679186890619","113,88677489364","419,4","196,081111311555","139,340415938056","272,036577228511","163,169283444411","123,669033934354","91,0119041350884"
,"603,82",52,"271,962430092105","192,167699970595","451,799999999999","327,641129873496","425,242595282796","496,412862901265","484,046786563589","345,476634861126","313,53405411765","342,45401881706","346,008909240527","242,766023817082","153,519440379514","314,21205198848","431,20929796543","743,454260539454","634,457077929225","361,375850027077","688,216646578835","338,006109123982","247,944628776363","314,774733407644","279,456271224504","497,691481889636","515,870349963402","142,601373266112","269,165003470093","694,856915365522","135,049744756323","708,300739209301","213,700628394279","190,167952191792"
,"1193,67",488,"152,25","161,75","178,2","123,05","85,7","164,8","144,5","192,05","154,75","148,8","89,05","148,7","134,05","102,2","98,65","93,6","139,5","100,9","247,65","130,65",157,"153,55","217,749999999999","288,5","211,2","479,2","74,15","325,1","215,2","265,05","357,7","148,2"
,"521,64",286,"67,5936894361195","176,158438425186","116,781978211179","139,548092311189","171,618464228342","122,479951787546","81,6662243913565","97,8289526812402","116,534110092876","136,216959135759","128,047079829299","122,930094003522","123,078458","78,3869896362045","134,361526124083","181,84261865377","125,504682340272","159,791279064486","142,380304648472","118,862026623219","167,733126763932","208,769696367714","114,993493645707","357,474351539995","601,799999999997","299,218994859963","308,248346211554","214,974696513797","326,828614232959","266,787048052635","364,640411660569","220,960389144905"
,"700,98",390,"207,171714528764","141,908242270363","220,435112029023","237,185259425328","312,870719168121","190,429436938153","228,49187447004","181,553580134179","226,890530520602","204,628945223011","144,725884613483","188,079708692735","152,42987942461","171,237553655223","126,440443292626","224,037326856947","108,613858667396","203,159505063616","205,984831956252","226,338483049298","245,849648578843","196,589779662448","159,750127615869","301,879267331772","350,159712844442","414,719677252131","469,981367342114","231,234721920393","441,730999348138","540,243077703056","623,2","313,918171817787"
,"553,54",219,"1591,69999999999","1676,10000000001","1811,39999999998","1482,24999999999","1381,65000000002","1636,15000000002","1928,63109495992","1884,70000000002","1374,95000000001","1602,99999999999","58,0671833974666","454,375635099787","347,299999999996","983,474065509431","782,549999999996","1126,05","1155,3","1366,65000000002","1492,35000000001","463,8","1455,29999999999","320,699999999998","646,499999999994","1162,85","1634,10000000001","1274,85000000001","2055,19999999999","1569,24999999999","1464,55000000001","2010,1","520,950000000002","1660,15000000001"
,"1173,13",453,"116,850000000001","146,050000000001","102,300000000001","93,4000000000013","87,9999999999988","97,2500000000014","122,550000000001","112,500000000002","48,1000000000005","63,2500000000006","85,2500000000008","124,400000000001","139,900000000002","103,699999999999","125,399999999998","99,0999999999986","110,449999999998","150,649999999998","104,549999999999","100,849999999999","102,399999999999","114,699999999999","79,8500000000008","515,699999999992","185,550000000002","255,199999999998","99,950000000001","160,099999999998","284,099999999997","176,050000000002","326,200000000003","225,650000000003"
,"555,07",429,"108,131474711066","102,574386433282","100,559097075862","230,449999999999","94,3589987080761","121,624024907375","94,848366414096","270,000000000001","66,7383181745311","99,9625415102647","92,0824868869189","142,295020411129","94,3171367322297","67,0173574162184","112,688608390667","147,005205197459","134,904367150563","79,4627653599565","226,111799861589","122,867787092605","142,243334981359","132,607090536253","94,4646360108605","84,7551509492852","194,672608431979","224,331784905892","323,639288213953","250,781976671614","213,013368464154","177,963463567068","152,199310869364","209,662008828685"
,"1152,03",380,"224,849999999998","126,700000000001","177,249999999999","412,799999999997","123,550000000001","356,299999999997","235,55","125,149999999999","204,949999999998","165,550000000001","180,249999999999","198,700000000001","231,200000000001","211,350000000001","198,800000000001","343,650000000002","322,150000000001","286,600000000002","175,300000000001","205,750000000001","226,250000000001","131,150000000001","237,999999999998","1834,75","566,199999999996","319,900000000002","347,750000000002","265,800000000001","554,050000000003","432,700000000003","325,999999999998","506,349999999996"
,"1147,42",430,126,"128,899999999998","194,750000000001","255,4","144,15","203,300000000001","97,9499999999988","119,55","149,349999999998","212,599999999997",151,"218,049999999997","149,45","199,150000000001","126,2","91,5500000000003","189,400000000001","264,550000000001","251,400000000001","197,700000000001","196,900000000001","164,649999999998","154,85","300,250000000001","390,000000000001","335,150000000001","334,049999999996","190,250000000001","261,000000000001","234,899999999997","252,750000000001","315,600000000001"
