Name,rt,mz,S48,E0,E0,Pool,S0,S0,S0,E48,Pool,Pool,Blank,Pool,E0,S48,S0,S48,Pool,E0,S48,Blank,Pool,Blank,Pool,E48,E48,Pool,E48,E48,E0,S0,Blank,Pool
Chlorogenic acid nTMS ,"1034,68",73,"129487,499999999","303203,000000006","526701,950000003","194006,249999999","91455,9499999995","107501,900000001","113950,599999999","383450,999999992","200443,899999999","181877,199999999","157,368542900183","152634,250000002","328684,200000005","111293,950000002","84091,5500000004","99273,5999999984","177385,099999998","495240,549999995","101449,499999999","3707,89999999998","180741,249999999","499,90193943626","155937,799999998","203864,150000001","404534,799999993","157675,500000003","343442,35","238214,699999996","210597,349999998","130437,450000002","4081,00000000002","159527,300000002"
,"288,88",296,"120,998290292118","142,651036745354","266,785949756935","128,596323449591","153,115493764007","109,041117041615","139,010350916672","214,621921724058","138,126322244389","125,791710206575","300,811001562639","162,536555245379","115,865233272551","124,455818290965","199,303136615883","104,12335355664","127,28921154631","182,353375958397","220,257773376429","116,335706785196","149,916189432532","159,610562176943","73,0575692584352","451,951092464409","602,099999999998","315,125069471898","153,331101402047","605,164042311152","321,252836503469","255,545456067089","288,993367408089","458,817329087857"
Phosphate 3TMS,"326,82",299,"12186,3","69889,4999999998","81529,7499999999","15060,45","10479,8","6723,54999999999","3286,85000000001","71506,8999999999","17438,1","14709,75","89,9284515986546","17480,1","42189,8499999999","5194,84999999998","9688,75","4986,09999999999",20813,"76047,3499999999","6224,85000000004","274,2","26428,8","251,55","18206,7","35354,9999999999","85070,2999999999","20675,95","65871,8499999999","54133,25","62004,1999999999","11595,2","630,599999999997","25822,2"
Myo-inositol,"645,21",73,"201276,849999999","105667,900000001","142469,549999999","142945,4","132881,899999999","150466,649999999","168801,65","206855,450000002","143644,55","138324,750000001","283,621999831154","125050,849999999","84549,6499999993","160611,1","122174,05","163317,5","142536,45","142326,050000001","176468,25","768,444291974183","170577,249999999","342,505397233313","148628,750000001","83951,5999999992","267503,399999998","134283,75","123050,9","189221,700000002","75307,1500000005","195869,449999998","949,282124020809","160055,15"
,"282,17",75,"141416,002768518","80800,069889283","77901,2345599245","57546,6148016075","3208,27588553276","3385,61162296556","3703,14819081896","4498,05332421789","3807,19340041704","88782,0577242415","2467,71511763984","3270,96438051576","4128,56930896507","3434,03755638678","4536,90047522793","4917,16845219773","54123,2418638609","3923,01650547405","5704,04119739474","6030,95228843374","249046,691607131","3449,20000000001","5020,94069250693","3833,03008294282","3999,92203408496","49331,8926470988","5844,39894479705","4450,35677931416","4183,91585670083","4853,50543895551","5515,15","248060,167575723"
Malic acid 3TMS,"435,71",73,"171273,900000001","135407,849999999","135641,25","136895,049999999","96947,65","64911,2000000001","28509,6241406431","109784,250000001","171481,899999999","128061,349999999","253,766231653923","142385,05","145872,149999999","30226,645557707","105824,799999999","105469,15","138086,149999999","149486,15","120758,75","516,067134131891","158414,85","206,295906447967","177708,249999999","75483,5","119059,856390977","135428,449999999","104152,950000001","96480,5999999998","92258,0499999997","99224,7499999998","233,961785754328","150694,999999999"
,"546,88",450,"336,62023275734","296,454568788346","360,935250106941","376,054102414815","305,411851736507","377,235431634829","265,608681251873","275,227715648485","311,07494022124","245,384745137506","164,431027226083","146,772288213527","174,421850417161","272,387208067718","260,716808794307","263,13390302136","272,505479677519","290,957253149704","380,220040303206","165,285073540058","212,314874028854","150,617821624088","223,136252739079","251,514126400003","456,559925028876","316,787508783458","738,610382205863","442,607597745156","461,244999264014","444,079759509929","184,015678469019","469,35"
,"548,73",298,"189,061085602888","124,630481602432","162,516204504577","132,914932412738","138,258804192411","109,053634292579","206,494551245019","157,31006268636","181,35","92,9461979673987","119,120481174127","209,880678994662","122,414831750464","136,418425734342","98,061537535186","176,130990613797","130,901934378462","194,242022516917","128,204651331243","142,515529010585","96,6611312266319","195,493032749799","126,326363278984","257,043470210863","245,06002071912","337,214514746551","294,210589418019","215,854226611444","487,901911217685","343,101386356033","239,192763903166","287,575982591544"
,"361,4",73,"198955,35","245146,850000001","241163,75","191613,75","202061,15","201358,149999999","218624,449999999","194986,45","185453,75","191725,25","3139,41278045011","170633,450000001","70630,8499999999","174465,3","191645,8","193306,499999999","197172,9","212749,800000001","208316,75","12893,3918508386","255703,2","5894,87227706731","211647,899999999","154548,55","176693,1","196303,75","170004,399999999","162565,6","182661,3","277739,05","19668,7779334785","255073,15"
,"323,89",386,"94,420272723958","105,72724796124","116,178322205576","87,1345155281126","75,3382704772847","184,765308276702","126,057875843492","102,357193617426","106,049651598348","202,485785479464","190,4","64,1123470369174","119,786426312756","120,833850584617","97,1825669129945","147,991846757873","165,569396496215","149,309415748272","157,35146068461","160,350637401527","138,621426336585","160,998759575498","88,5805436093257","275,116910941205","144,520802528929","142,005004323183","403,946787338459","274,148893479688","321,922583250924","134,59350466093","223,500525094176","262,978242431503"
,"446,91",73,"86157,4500000005","89713,9500000007","105000,55","104203,000000001","96665,1000000005","116278,95","104927,399999999","54200,5351546943","137070,95","95104,55","141,332434006581","129757,15","84107,5499999998","145103,15","110389,6","138274,65","108435,800000001","145006,099999999","144618,4","206,314729222435","110552,8","228,210936032507","136653,899999999","53576,0273446013","54298,071307705","102387,1","49957,3649849986","43990,6217525433","82774,9500000004","149277,05","212,951063641647","109675,75"
,"451,09",330,"175,541398204017","179,629210514368","277,212229352087","118,716981859215","169,584899835756","146,064418294554","190,231081419043","158,140156024466","182,304757959787","231,740267803773","203,425483577501","205,870947605874","243,612163606007","156,894969563747","242,999679731625","148,412748107015","152,665665543873","263,008140413268","226,41325714471","114,528736739022","108,984076170247","329,1","99,8677581955401","358,574171548765","313,777748800791","338,113986902061","301,669068886635","322,119895484196","443,918718157092","363,129942106443","411,44005400301","325,391595910212"
,"359,47",86,"53668,4000000001","53149,0499999999","53670,0500000001","48484,5500000001","53339,2000000002","51246,6000000002","58169,4500000001","54812,9499999999","49310,9499999998","47784,55","454,049999999999","43673,45","3028,69999999998","47543,4","48396,3499999999","54610,9999999998","49884,25","53975,4500000002","55374,5499999999","1236,7","62505,95","533,850000000003","54203,3","47438,55","52285,35","55073,4999999998","51997,55","49878,9999999999","52999,7500000002","72100,5000000003","1190,9","67373,0000000001"
,"627,25",73,"108870,799999999","31760,0779652299","41564,2181616644","30135,8543051558","59074,1999999995","51040,3500000003","74690,399999999","32454,802992809","24917,3957671459","34856,7250633224","325,623058618869","19590,8576854856","17871,1982493844","40852,9640039486","40081,2643907761","45906,1836891082","29254,404384216","33383,5406376728","94691,8000000003","232,173999702038","47393,0559510783","33,5048258106006","26468,0728911109","12080,2191825612","36832,8961678444","25606,4193745633","30113,3006269988","34479,1996749304","17277,7183580723","164323,200000001","291,083470655723","35713,3857653736"
Asparagine 4TMS,"460,45",73,"109857,35","165492,899999999","242964,900000001","67729,2000000001",114938,"59935,2999999999","124952,95","101815,2","27158,0271793408","73750,5500000006","269,652696043962","14970,1361647136","8841,96673689331","15477,132733341","51970,6577004051","61742,2500000001","61873,5000000003","51731,2007188369","87201,4500000002","1765,49999999999","123908,65","2104,35","18409,0477499927","29874,6070895905","40560,9351940545","47391,7499999995","69452,0499999997","30987,8064626348","79523,7","185988,450000001","2307,2","90014,45"
,"329,96",110,"22962,9999999999","4953,89999999998","5214,10000000002","5557,10000000002","11569,9000000001","10525,2500000001","11569,45","4530,34999999998","3838,45000000001","5937,20000000002","69,108808515189","2323,95","173,650085957599","5437,84999999998","5544,55000000002","5571,00000000002","4660,04999999999","3678,99999999999","12021,4","106,074758596275","7958,49999999998","62,3941888002244","3388,29999999999","2778,80000000001","3027,30000000001","5352,89999999998","3211,39999999998","4573,99999999999","3352,50000000001","16992,1500000001","161,492416119039","8181,20000000004"
,"541,07",131,"9720,89885387196","11388,5403909424","22882,8155876137","21266,7595794497","21641,6368088793","6726,5175769481","16358,1099979774","13493,2701340426","27571,6632249214","19723,5326904138","78,0030620504986","26811,5161099492","6309,34401842272","18243,2727400188","27603,7451927121","20679,7668243182","21584,2965026019","23769,4708177988","22516,9798585387","258,950000000004","24018,1730764573","240,200000000002","26526,1821594608","22631,6278590332","30252,5790961011","21114,1113763763","25745,4219352393","10363,5281882105","20603,892836169","66580,9086574966","418,700000000004","21286,7760618001"
,"632,19",73,"61378,2225522084","26084,9300114061","33111,7200197517","31211,3936474326","34862,34292592","25994,2856779996","34349,2354229275","20985,5735446204","41072,1233895924","32067,5518065418","248,096186433457","36305,7","19613,4616773009","78960,2999999998","43322,6259209667","61510,4870604903","35709,759070065","36143,1246580658","57247,3091637414","535,740962123104","35734,5214491817","167,27517932013","44159,9873488153","22033,1759727434","24237,3732696641","33546,5400668934","24862,9754113916","18090,4868494724","23841,0107971593","77651,6364244045","459,599041029065","32966,763742344"
Glutamic acid 3TMS,"501,65",73,"93234,2999999998","45733,8999999998","66990,3499999997","56998,4000000003","28292,9439688868","14077,863870717","25977,2201636665","89858,1000000003","60980,9000000002","54940,5500000004","283,500425430771","52490,5499999999","60212,9500000001","77002,2000000004","31676,1061991523","77996,3999999996","56403,9500000001","75139,65","93933,9500000001","805,487747198911","66961,2500000001","246,513369729933","59758,8499999999","59632,5500000002","103842,75","54342,25","96605,9999999997","83126,1999999997","44326,6000000003","51428,1499999998","878,697703601034","60701,4000000001"
,"223,31",73,"11749,724102354","20974,3499999999","23405,85","24757,1","15025,3416759354","18378,6976692419","21727,3463492947","28590,55","46691,65","17789,9933761368","4012,25","58213,35","4690,11981835948",40761,"43075,0999999999","30903,65","52493,65","105240,75","16409,497457852","5027,45000000001","18430,1564449896","3672,45000000001","56755,25","60824,9500000001","57282,05","64150,2499999999","50738,8499999998","38204,4","53639,95","19242,9263367774","4044,64999999999","32103,9"
,"552,05",117,"2690,33436662891","1796,4315297044","2833,7749656453","2781,3403859073","2654,40379502959","3197,20817149251","3808,5219067188","3075,24911871681","2303,6039058066","2754,27749359263","176,250000000001","1684,46171879429","1467,10620591848","3146,42558128957","2846,26617546083","2789,01616025111","2558,75772775747","2724,51148483476","3890,63065847131","278,299999999997","3943,62096179809","191,499999999999","2246,79714364013","988,979948390583","2961,92814661449","3011,2363278157","2876,2108519724","2482,36451439556","1377,52307094722","6433,82853749857","377,490893736226","2855,13508286766"
Serine 3TMS,"352,05",73,"62043,7717843375","53049,0872120034","70169,609117726","63231,884868955","64212,9242402597","52903,6879905043","74642,2346322776","58226,4406077311","77864,3500000004","59098,690513838","110,151180044555","64677,3000000004","30919,0499999998","81814,0499999998","83923,5000000002","79576,4999999993","66513,8004495823","64641,2000000002","88258,7500000005","94,9707362338296","67725,9713200873","52,0693116929901","78967,1493778433","53690,7","85429,7999999996","64911,9524714573","60648,2000000006","54473,6865057714","48998,1999999996","113901,750000001","221,729063481795","73110,3470062509"
,"264,34",189,"151,217841530439","178,402312858714","190,920677874467","240,987170611065","231,26375793582","193,907618266822","193,054595887733","190,652033932267","81,8570103212485","168,471068583908","377,649999999999","140,099315999529","429,449999999999","119,511199803436","125,788229728435","301,991001777723","175,979098844269","157,485903336114","197,887028959725","574,950000000001","236,990931138185","490,5","156,702393145975","238,148512213601","366,271574668016","355,613724812872","158,254239115183","210,312764231532","123,758246352986","486,635139403312","744,550000000004","254,414969992014"
,"606,09",73,"58890,232923748","33268,4","41620,0999999997","29721,9072944215","62616,1999999998","45801,9214443027","93899,8500000006","12372,0964361247","16552,8539551625","21435,8858800214","328,972778356998","12995,2158057881","25302,0642027369","33658,7280279988","35209,2798156624","53886,7098856536","19229,4900336214","50389,1594737558",67478,"394,271323778643","46905,1445904812","698,135441502717","31541,1496052927","17926,0295547017","33613,0070135347","25645,2275103087","32624,8571260331","9302,686318308","26231,9070748458","129625,400000001","1509,90537836697","21750,1098567633"
,"576,84",84,"101473,75","19724,0499999999","31540,2999999999","73679,85","100530,45","133490,949999999","57540,6500000001","94649,1999999998","70056,5999999997","68820,5500000002","480,692930110936","62699,1","32210,9499999998","52288,4","75781,0500000005","132912,200000001","63478,8999999996","63567,2500000001","45936,1999999997","502,941748679329","72884,2","610,113292596102","71505,8500000002","34846,0499999998","96987,5500000002","63056,25","61441,35","75588,5499999997","24143,1","107937,45","689,759497177313","71200,0000000001"
,"368,19",147,"16317,7500000001","4506,63117268226","3958,44505901237","15218,6000000001","26144,4000000001","22362,15","57662,9499999999","5210,83268873114","9289,98750346285","15872,3999999999","158,889022711247","4323,08560639894","1396,70999364783","57343,1999999999","9932,74131255314","34890,9500000002","12040,089783634","3614,62524315613","62273,2500000001","233,649772814802","18680,0000000001","157,630790965924","11437,092588756","1002,56900848975","1766,2917242501","17703,0500000001","1897,63117983055","1929,01623979404","2466,63767636877","85403,7","359,172513869822","27096,5999999998"
,"247,21",73,"69657,5","48277,3","39882,6000000001","75924,1999999999","57978,4","60554,8500000001","65519,3000000002","47627,6500000001","84359,1000000003","74374,4500000001","11979,7969117132","47859,8","52245,6500000001","48439,65","42436,0000000001","47332,0000000001","53183,75",50948,"74481,7999999998","16946,7229959796","65204,0000000001","13568,9935812236",55286,"48522,85","45424,35","52851,2000000001","43845,1","40966,45","32789,75","69949,9","17123,8209092953","66440,2999999998"
,"778,57",73,"44242,5499999999","29713,0000000001","43665,2499999999","46621,3","33633,0999999999","36484,0500000001","61456,0500000008","33300,0000000004","44540,3","45783,75","82,7399846077409","40557,0500000004","30598,2500000003","58340,8000000002","37265,0999999999","53458,1499999998","48255,9000000003","47428,6999999999","68973,0499999998","737,385485008856","53450,1999999996","160,186116907535","44560,6","30914,3500000001","39468,8000000005","42903,0499999996","42185,9999999997","32247,0000000001",24800,"75338,6499999997","502,310057363929","47931,5500000003"
,"591,45",156,"3596,25000000003","7749,55000000007","12097,3999999999","8941,35000000006","6654,6","4298,90000000002","5417,40000000002","42679,8500000001","10185,7","8061,44999999992","69,9376621212564","8722,15000000006","4234,70000000001","5124,34999999998","8853,69999999997","4362,05000000003","8815,70000000006","11636,75","3028,1","170,363093950388","11018,5499999999","105,96101865036","8735,80000000006","31570,6499999999","60222,0000000002","8208,44999999992","59607,5000000002","51689,4499999998","15122,9499999998","15773,1499999998","113,046649915164","9812,6499999999"
,"579,52",149,"34549,5737251882","8671,6991693463","16028,9884955291","29991,8724393142","39214,3468887853","46829,4499838869","25005,0146249863","41848,9911800653","33646,1089701041","27442,9251008429","61350,2000000007","82574,1538220527","53678,1351339891","52193,4818270572","60493,9061729689","73585,4610603712","47262,4581817009","48772,9276216941","35912,7110554886","7748,45000000007","47380,4222502901","8367,44999999995","45363,7484270475","21484,573432151","60914,6592798449","38368,7846704232","37908,0153176818","46810,577479408","16236,5317812724","63956,0397633945","3678,19999999999","41295,9443780562"
,"620,2",359,"232,949999999998","211,85","170,799999999999","56,6591513940361","336,799999999998","266,300000000002","801,349999999998","96,6923420982685","49,5167570219052","188,799999999998","63,315971516352","41,3259801064355","138,820981443212","64,6620584171624","130,35","30,7775208543194","96,6202671196037","119,154545755924","241,699999999997","55,4360460818801","402,699999999998","75,1324048021618","123,900000000001","244,947068445049","157,641741592663","161,202201904415","105,486243028451","263,069548517541","252,588746500916","560,349999999998","150,079395318543","207,392029873589"
Asparagine dehydrated 2TMS,"488,77",100,"10023,35","8948,95","13812,55","20520,4","19454,6999999999","10076,5","25162,6999999999","9411,60000000005","19702,2000000001","20652,0000000001","72,4011092796495","7750,04999999995","2171,55","13596,95","13806,6","16827,25",17627,"11126,15","24106,05","980,330115579035","25050,6999999999","224,809784857885","11801,2","6934,85000000002","8443,89999999997","18989,85","12302,45","5844,25","10304,2500000001","60664,0000000001","2159,39999999999","26317,55"
,"571,41",129,"41077,6499999995","8562,74999999996","12126,6000000001","27463,8999999997","42914,5499999995","61265,85","25387,4000000003","42150,6999999993","29387,1000000003","26412,4999999994","53,9753186455818","25509,6000000003","11669,0500000002","27190,8","31949,3500000004","59912,4500000004","27622,9499999997","28671,6499999995","22585,8500000005","68,415146265694","33625,0000000002","70,2261263281851","30683,7","17358,7500000002","45114,4500000005","29628,2500000003","29453,7500000003","35380,5000000002","10821,9999999999","51372,2000000003","36,6811815579564","34207,1999999994"
,"1048,91",73,"23954,3761266762","44192,2999999997","62314,3999999986","36373,6500000003","17977,7666518976","19640,2008846642","21303,2596801643","45124,1999999996","35101,8500000008","32483,4499999995","64,0744661840895","27924,8499999994","41848,0999999997","23413,3324026438","16931,260132839","15768,2072041599","32657,4499999993","65944,8","20614,0217647081","737,682377362047","34829,3000000002","180,275952695275","28220,974564726","38938,6500000006","40266,150000001","30031,6500000004","38221,4999999997","25671,2","29916,9999999993","25303,7910221385","798,638827701179","29707,0936810723"
FAME C08,"253,7",74,"30365,4707179829","29638,1272389043","29486,4002352698","29723,6268748259","31412,1531878916","28619,950883439","30183,6430449782","30883,0909511098","32533,136535906","27995,4084016987","31779,2000000001","28389,8171154546","29860,273815082","30640,7379632516","31466,2768979651","30381,451195699","28576,5906666853","30449,9031164636","33959,7899286078","36658,05","31065,122671055","40355,9000000001","34906,9382928918","28965,068224822","31254,9201433458","32333,2622931679","29292,1758040105","28411,5402497257","29643,4587287751","37835,0572204654","40781,7500000002","37998,5138854653"
,"440,58",55,"12036,8677992656","10787,9067362872","10834,7001168454","11447,1335965636","6696,73077980238","4169,19308991619","1645,4624944056","7605,45972078256","12768,288608696","10468,471762374","176,335843565785","10753,4508357748","12393,2246225039","1941,6122968368","7370,33304379484","7307,277196817","10808,9169528841","10865,145623614","7792,39856883877","358,149999999999","12181,1051846246","106,366466073281","13171,5462961145","6067,13985541042","9913,41487329644","10750,2485023137","8584,43624545325","7794,41692655282","7530,74220503077","6508,37051738865","516,800000000002","13215,4383174376"
,"353,92",174,"28137,3499999999","28253,8499999999","27089,65","27138,2","29891,65",27491,"30343,3","31409,65","33527,15","25931,3","52,2862428879969","28687,55","1643,95","31060,9999999998","31281,3","33225,0500000001","30870,5499999999","34591,9999999998","34091,1","84,004677667097","35063,3499999998","37,7842655226051","35161,75","34112,5500000001","37426,3500000001","36148,2999999999","35678,7000000001","33876,4499999998","35578,7000000002","44928,05","43,8307243333793","42361,5499999998"
,"290,65",227,"131,322365138449","302,349999999999","640,500000000003","100,884246893534","131,241297981832","115,565574267073","55,3387003303775","112,694193367969","83,7448587044015","144,185644242665","148,687145158014","58,1378476850976","126,5","106,36985524007","106,742942952037","39,6777177523836","73,3476774301269","440,65","91,9254025123137","67,3045416037209","76,1661745913116","90,5791714166108","54,4002520069735","323,9","180,32740886762","229,423398545041","77,4614247391007","231,674642072445","152,681583314766","98,0993065674498","179,03771890301","171,231847815487"
,"317,02",224,"85,0142547915342","188,5","143,697530382479","86,2683979436988","109,590462428354","102,246506215311","65,8823744363431","80,6911785629747","66,8866503141824","105,142233568116","100,526478394996","126,254896567144","96,6269273535927","92,8395797767904","65,0069668655703","25,6876660055451","83,0013768686915","92,0746068647976","180,345550778369","126,000538424778","90,7758938010134","84,0487891500635","100,442318076748","480,300000000002","105,225576132679","156,453967840189","235,665337333284","100,864766512092","166,365668984177","187,571533814622","195,709868969444","259,907776011795"
Palmitic acid TMS,"687,01",73,"17024,1104075347","15696,4610831309","14591,8689196621","19211,2158558647","11356,4421174035","13127,3030262384","16197,3305596638","13395,2967667144","15322,608771821","18621,6035532516","9466,40000000006","15975,0326464926","14646,7124106407","13187,179908025","14068,9584313354","14887,464779903","22396,5023581689","20636,9965258023","14866,474089615","11794,8","37494,0499999999","5473,59999999998","21020,1520730522","14590,4814155673","16804,9847352169","20384,5962177419","15146,1875914564","17044,8924791565","17584,7500000001","19642,2803466966","12014,5499999998","25053,5587363783"
,"376,1",415,"181,772108108042","197,988002857051","178,657220126907","218,756500577557","250,196020646658","238,706201246926","117,540890976051","232,873369143443","308,777269469144","180,535235235368","228,987305326822","75,7956808876307","294,827776552899","207,975839875121","219,156717014381","205,040056678825","151,552376043012","427,7778033356","243,844069216615","255,002751337098","129,581373553744","219,606846695654","99,6293183431888","542,486521204522","704,509588848526","642,811401646955","217,055563334795","394,151765133172","428,907547473352","414,912272353655","666,603642475481","370,409934703949"
,"392,88",73,"6346,54733701221","7239,4057470865","6712,81804418506","5061,78522106848","5119,21293586177","2638,6143339721","3761,43759386713","9213,38468268723","4932,82380000268","4002,73214742447","21883,4","6219,28561560415","26749,0499999999","3946,48253056094","5807,576716553","6502,60506328133","6116,11866502475","7080,30568215434","6839,3451630634","28972,3999999999","11395,0424308619","28173,9999999999","5992,20354337378","8331,81910499204","10761,2128600668","3886,10596995183","9541,10082639372","7460,58310674008","6428,05728508031","7322,40285268789","32124,0999999999","6966,64757250529"
,"942,34",420,"99,3192681425706","86,8019485172569","98,3822107919226","143,748230851472","121,516767814227","85,0995549269802","107,784637524718","113,093417337526","83,1086670459209","116,976957607769","95,9314784909449","60,9138108236401","123,746487951188","86,4841235890615","178,850000000001","122,634079082147","65,2141004794002","85,3800035011403","168,021315029501","63,1472447073266","190,595605577553","84,6775147539908","95,5844268950259","174,902074577279","299,447299927718","310,545673130335","376,712264631335","197,660047394826","242,088830351276","259,837474606196","125,18741592467","219,650312276163"
,"570,11",380,"81,2691736641739","99,0578762430104","72,2552652547838","100,735091050346","186,992872532873","77,6247824061605","183,50536216296","152,813884762681","139,276534206482","110,987135932629","151,234614994115","158,128094008997","99,6055184568347","194,533614132812","156,665538602015","92,2307813503435","109,558990493165","173,707961714506","101,094565210322","169,082319916407","69,7228338170632","132,45","100,355808154256","254,085187864601","467,905866076785","264,291433930311","312,883161045391","354,552574988949","212,648073315987","272,466277012711","182,106516944781","165,171645258192"
,"616,64",73,"44678,2041329542","29109,8223156301","51721,2119358971","24464,3742326673","37510,4602186972","27141,2204467078","38733,5443130339","32821,9596404243","19938,6694508217","28562,7955462055","338,568389182862","15082,8818766175","16270,8476863037","35693,2030951092","35404,7335921674","49357,6110310826","25295,7216587605","38148,8155087229","36648,3328396794","5106,50000000002","54378,5464453587","2692,2","26638,1464895878","15282,8499316428","49207,5339218881","21956,0312540057","45398,352781933","31746,0108039293","28024,1256308053","61951,9078566617","8729,8","30621,7047004608"
,"858,79",221,"473,049999999999","215,206175311451","243,356261817232","159,482656186431","173,443671777414","63,9570591448621","89,94142742681","111,786123931778","180,556095518355","372,849999999998","46,4817927023958","50,5511324532849","116,073539657482","83,8220369347631","147,74806970139","147,345786487743","477,4","94,2836219121539","30,077988861625","407,950000000001","1000,05","204,599999999999","181,025803411915","224,815053101835","473,8","617,600000000002","238,348245953386","264,687753030716","260,547053856891","279,809816200527","911,299999999994","568,3"
