"Name","rt","mz","Blank","Pool","S48","E0","E0.1","Pool.1","S48.1","S0","S0.1","S0.2","E48","Pool.2","Blank.1","Pool.3","E0.2","S48.2","S0.3","S48.3","Pool.4","E0.3","S48.4","Blank.2","Pool.5","Blank.3","Pool.6","E48.1","E48.2","Pool.7","E48.3","E48.4","E0.4","S0.4","Blank.4","Pool.8"
"",362.369595327756,73,26.0594169963919,20.1070720361312,19.987143002828,20.7854283644531,20.3547339420586,20.3098574146135,20.1639407934167,20.2918960039683,20.5973927145154,20.4327359471718,20.2543162443247,20.0473910066541,22.7015444363076,20.1080354301608,18.599358630323,19.9213923248648,20.311788039039,20.0253796738977,20.2037795738318,20.1545602237107,20.0461536967707,21.6437655487709,20.3379074064563,21.7157790965666,20.1281728200498,20.1824425350389,19.9787375792198,20.3547876958404,19.9396955138828,20.1181959649107,20.5345667171245,20.1203531296359,21.8880037230982,20.3340288711554
"Glutamic acid 3TMS",502.380229202668,73,21.0226246759899,20.137902208739,20.9143930675344,19.9973770167901,20.2840285959591,20.0723955591495,20.6586043275306,19.1945923195324,18.507095587675,18.9114543491571,20.9375391292688,20.3570034277919,22.3597162117627,20.1055111025406,20.6455149209602,20.6479069506052,19.3895095975751,20.5538181374467,20.070068763787,20.3454025585799,20.8979739582583,20.5160255840298,20.0655760290055,22.303450894061,20.2287049850679,20.7284894345027,21.1751705736314,20.2711162243106,21.1778255282485,21.054571183148,20.2097008051738,19.8345403731068,20.7082735466446,20.2091411370269
"",507.884005185668,73,21.4387562070821,20.1415506934424,20.9167379998628,19.9791386107753,20.2639508456107,20.2925775690145,20.7170867044072,19.3633529752325,18.7015049721868,19.2062203431418,20.9519662839418,20.3486656506141,22.4543732538924,20.0708759412765,20.6083043972317,20.6276139941875,19.4207171564105,20.5502001496815,20.185481605636,20.3332020486019,20.9190431665224,21.5550734159842,20.3629797952153,22.5595347274482,20.214465565316,20.713300542579,21.147308151658,20.3238384279342,21.1655469561608,21.0447283813103,20.2301932710387,19.9479781522775,21.7880086768696,20.3238227445499
"",371.591328700316,73,24.0546500416819,18.9026127629367,19.1659189762422,18.7055142249911,18.3327499213072,19.5315543703091,20.3790111960341,19.8144273715929,20.0188244966516,20.1508081543884,19.1679223374036,18.8242581171792,25.5773006917507,18.4852569446614,19.6424064256691,20.7199559130684,19.0717233021839,20.0210252060744,19.1077934772189,18.4695726841286,20.5219360119906,23.4869668101347,19.473350439808,24.4753379501317,18.8833746385723,18.779641544652,18.618898303555,19.5297323050433,18.7164297446762,18.9349783806483,19.0794241164284,19.7753600556596,23.2217900616217,19.7241380512447
"",582.438205230586,147,18.9779990028347,21.7567976597201,22.0535467738372,21.2300410075223,21.2723355026734,21.5813323830015,21.2343232992765,21.8492634533024,21.8813571431801,21.6046198364053,21.6166421648357,21.7291705990023,19.2612180882738,21.6726312210046,21.8355627715631,21.3880943470503,21.7511685082982,21.8157207808181,21.5546854466005,21.3730386189438,21.2550354903491,17.1654457073189,21.4057858054179,18.4300843871236,21.6911801792712,21.2684511791666,21.3978719283086,21.6001443623201,21.3649689010375,21.5600549573772,21.1730693000327,21.3819103167153,17.738709822064,21.4599516841271
"",627.572666098398,73,16.272827857327,19.1279926346545,20.4846643174614,18.6223149801374,19.3065773890579,19.7352229062858,20.5612348487939,20.5770429735696,20.5204552494165,20.6163022251359,19.8270790431955,19.0458671959314,18.3454172237003,18.9702616859267,19.1913663333215,19.770835768605,20.3257216943442,19.881736840536,19.3617112909602,19.4211423479588,20.3657967414691,16.3309870917296,19.5260658494488,16.6175935454603,19.0004107988309,18.7837023145846,19.4868526277694,19.1007128970228,19.2340883609672,19.8253321854447,18.74739415927,20.4207798707157,16.2538846386896,19.5305083949343
"",620.116490536273,73,20.0800141627149,20.3767042604178,20.9191710161987,20.1527147385926,21.2614411655423,21.1766804544048,21.2882088401878,21.491012375286,21.5686901193392,21.3877305658857,21.6310481118973,20.5358133439811,21.6847168668932,20.4613869000392,20.8986984143741,21.1464656758001,21.1226041067824,21.1794998808941,20.987950172692,21.175011958419,21.1633561100415,21.477181560362,21.3382543844315,20.8357807384895,20.3900797457146,20.4866115249395,21.4741253342292,20.6057371675158,21.2092206721811,21.4382165403307,20.6695827530615,21.2862028827692,21.6162090857148,21.0867997945148
"",632.313119266585,73,17.0172114711516,19.0568083024699,20.0275656307255,18.8415629151655,19.1783426823788,19.1000411632168,19.9585051075722,19.9495762744802,19.5780863898283,19.6807445397876,19.0838591995817,19.0825343999949,19.741223104691,19.2150381468104,18.9971590336565,20.5606100540965,19.6817211971885,19.8636759864199,19.03563213044,19.0885411414246,19.5394079342642,16.4773714086635,18.8765069365815,17.0945982245284,19.095685853758,18.7382562057222,18.6759612788521,18.8530173439383,18.5399304895323,18.8799306110583,18.7795741523698,19.5665479602556,17.0347655425833,19.1108386031449
"",548.261561518986,147,17.9802435366879,20.3158825738758,20.2174945546115,19.9552285586029,20.2122358693713,20.7406663221344,20.9030507215039,20.6215603059987,20.1316775417228,20.5438804426406,19.2127543663968,19.7707361074117,18.1146969344319,20.280360216338,19.1352789575523,20.0735885436092,20.465436005312,20.0115563529818,20.0289559878693,19.860042067238,20.6384052712377,18.3773544647775,20.3350184466938,19.4470136186568,19.9988907816106,19.9916677333089,20.1572198696427,20.0191960407179,19.8444832859244,19.3817367028622,19.7729140701822,20.992323759178,18.5990689092225,20.2941944869546
"",461.782913223169,73,19.7109957262669,18.8322799679105,19.0450943853661,19.4466055388808,20.2037521393496,19.9929918704865,20.9234622061268,21.0942953823006,20.0389209346815,20.8934082206072,20.5402193707413,18.7986128493011,20.4179217424503,18.7290641826031,17.6578034309297,18.7453419545213,19.8958729465555,19.8766138552209,19.7304243798468,19.3046110528201,20.3843103182263,19.1519473670489,20.6028848193866,20.3420591224543,18.9037827745902,19.5818073738253,19.6846554634132,19.6260185592026,20.24782246025,18.8458228520621,20.6290267780586,21.5222678546623,19.5850355519542,20.2298753874741
"",362.891518898238,107,26.7631650362695,20.5480611091886,20.623583924983,20.7659701266997,20.3610381740988,20.2570521704692,20.2246961737843,20.2749702134673,20.4269116376178,20.3148072308235,20.4143383479575,20.3937429710702,16.5851884694819,20.4296936648558,15.633312818682,20.2809675977403,20.3150607507475,20.3897367071824,20.1704535977313,20.0832732027551,20.1695054754327,14.8423736462658,20.1033617862371,15.4628863583991,20.5239047875371,20.685043850833,20.3390382709358,20.4018706055029,20.3559273164943,20.5564098059011,20.7281127005693,20.0305259946454,14.7124468697459,20.3081707417411
"",778.978365145668,73,17.49591369661,19.7663848174401,19.8471147891802,19.3984874483812,19.6781305986672,19.7711179257674,20.2154644008479,19.74901333986,20.0454313859813,20.334459787752,19.7451698973141,20.0473406876054,16.3040455820123,19.8842662414181,19.9051353703805,20.3127503008892,19.7618533006731,20.1365521206697,19.8453430578211,19.6322757420164,20.3541385022975,18.1051360817861,19.7749750113814,16.3014420025417,19.7773307297515,19.489846352682,19.6134262689149,19.8723006545756,19.8559377725899,19.5969920132166,19.2212750861058,20.4528654733867,18.2525722781862,19.9174290362557
"",835.196188694127,217,15.537905022188,22.7529910325266,22.8973796827692,22.5970088057939,22.3066522424767,22.3975169580047,22.8013037198193,22.7613121200236,22.763364120042,22.7407480815011,21.9990686114163,22.5326061879557,14.1969601251976,22.5110556387897,22.4775367114085,22.8941404008038,22.9611571023915,22.6206677673618,22.4522539945993,22.0168099343738,22.8497004310267,20.1245059550394,22.2807889897735,15.0096147683335,22.6534234529634,22.240499146965,21.9206087681845,22.6902340498515,21.9671423059426,22.043111536439,22.2505022653015,22.7660949921172,19.2351828575685,22.5652755214127
"",465.121380957962,73,20.6067881576221,18.4425125565076,18.5311023026409,19.1426264177925,19.5675003940336,19.2799398904864,20.0606709070235,20.1824672323951,19.4321442411087,20.1171541595982,20.0274314911228,19.1334642118568,21.990208546087,18.4936860164106,17.6100165762878,18.4618735424458,19.3508313339566,19.2471033983355,19.184035148331,18.9935426878066,19.5948180754616,20.3292224086753,19.7373905626267,22.0913976076205,18.7597659345714,19.3780822070756,19.3925193838262,19.257542655392,19.9319948366139,19.2479314704241,19.9074462062643,20.6500787106227,20.6170802487216,19.5972056439403
"Serine 3TMS",355.21048714579,73,24.2108395928939,19.7272308724422,19.6333090663681,19.889057877282,19.8142572568829,19.6240706844811,20.0975448291346,19.805879853526,19.7894162573583,19.8630141786395,19.2312677426117,20.2123061191966,16.6832755867842,20.0493892283582,19.4760698460531,20.4871369584457,20.645962225406,20.3427604475014,19.5777507848167,19.7223053739149,20.5021644234374,17.1048006861545,19.2073895447994,17.7865287212832,20.3774687112072,19.9377373221568,20.545574888955,19.8655749042797,19.9424971328696,19.5994814751141,19.9573593224424,20.6363497214579,17.2171357600053,19.7966936944989
"",235.25647346394,73,26.389999687262,19.4858768718373,18.1259713456753,19.5441727304134,19.1775531555661,17.9147118920719,17.7286775442084,18.1991290535848,18.1379891569976,18.4141336419032,18.0878799323219,18.7831109470723,20.7038137353632,20.3916133658879,16.6240322087185,18.8957249189789,19.3083059384682,18.9019757859898,18.8685087348576,19.4322777855137,18.1148037736616,20.3751300403505,18.1193890761518,20.4845977530754,19.3920260498367,19.8253400478501,19.2289839416805,18.7275174600057,19.0179925362908,18.9864679826788,19.4313621343581,17.7519114383351,18.8422680300854,17.8946989954355
