Name,rt,mz,S48,E0,E0,Pool,S48,S0,S0,S0,E48,Pool,Pool,Blank,Pool,E0,S48,S0,S48,Pool,E0,S48,Blank,Pool,Blank,Pool,E48,E48,Pool,E48,E48,E0,S0,Blank,Pool
,"553,302411241762",78,"744,231893370424","155,127469953484","304,865318374925","435,461483363825","111,105908780593","922,683065503207","454,153823678211","309,993721018153","440,795860794543","202,951110272747","591,5194642252","372,683611831522","180,262509376329","165,717683561536","619,791698030316","417,473799243519","186,934971179208","233,145184716898","308,192761987111","362,317966738193","338,934410624729","447,131599346857","520,685497367579","408,977095457746","968,396865996765","457,595523044267","906,735205026353","337,384543345351","457,051022366715","572,757591211214","519,579023403415","1186,164734702","645,787292350694"
,"324,295048316381",367,"75,1228956042054","50,1843996157298","146,500000000001","78,4201585312317","116,321777445226","56,3275030875114","145,94693885581","110,439338352734","137,612886004108","73,4125096787973","95,7035686344403","82,5499082072857","56,2183932370983","88,0116882199365","113,644173547794","88,3880025917196","46,767567638298","86,3601138096102","96,1191911037571","129,284866321562","82,8048251074009","59,7527681937656","83,8151979172132","97,2246868661423","447,2","116,700300161367","204,355396342365","212,923301736042","123,018894381227","132,543388883815","281,504380137432","150,909095432101","86,2760608393291"
,"446,929933613927",73,"11795,85",16059,"16452,4500000001","13436,5000000001","17647,1","14081,45","17987,3999999999","17296,1999999999","10171,9966927152","21029,55","12198,75","116,147970243039","19090,15","12850,35","24684,0999999999","22003,7","18834,3","17489,05","18799,25","23991,6500000001","164,260961785506","15892,35","140,970047888167","18901,5","9196,54687377425","8921,10762295506","15442,4499999999","8367,45917325253","8330,38838539049","14881,8","22685,05","219,596391445848",17682
Aspartic acid 3TMS,"451,77799928217",73,"16098,4032889239","22331,5627199526","24082,4725386331","17131,3963282403","20377,9686496425","16103,3658671047","17315,7512677201","18317,9568981827","21808,3838152433","23361,5542708763","15028,6925169303","167,017015954029","19397,6267226217","11621,849464574","25242,9301661289","23220,2616907112","18332,1409212729","20737,4241724321","19813,7640270122","25281,1046001415","247,82932999517","20401,9064120226","285,751239057195","19000,5922160002",20824,"21084,6499999999","16530,160902584","18925,5499999999","18742,45","16362,9658271978","23623,5945888315","335,275675920245","20778,4267081337"
,"1016,71934830064",386,"236,499738414957","227,085325768783","221,280693034124","137,10136335788","169,135033554996","223,156861608201","158,9","173,211905202517","185,985459618367","226,839048658068","124,882648855571","153,098949214584","122,531726943661","144,867586764774","234,479955833527","154,872746889472","195,853143666852","104,264799255647","224,362783917449","232,212968490928","250,071340958514","164,593075956886","156,892886138951","330,654398060259","800,800000000005","528,018970519898","134,655504556867","259,28716141514","240,482957264215","251,276750865736","365,141763669192","537,618959252493","292,71519152314"
,"361,403258272066",73,"27828,65","40295,8999999999","36016,9","26127,4","32425,8500000001","27196,4999999999","29613,3999999999","35560,6999999998","37852,9000000001","30910,0500000001","24451,6500000001","715,861086565057","26827,15","11565,7","30515,8999999999","35543,8999999999","28066,7","33156,1000000002","31774,5500000002","33293,6500000001","1057,95000000001",38710,"1380,99999999999","29924,95","30478,2653061224","31765,0000000001","29768,2500000001","28776,8499999999","31754,9000000002","32980,8499999999","39445,5499999999","2715,64999999999","38320,35"
,"548,072386228048",424,"216,954589567157","155,423090810091","83,5200241025435","223,269823369385","211,720037082408","325,526658716649","362,622612120849","242,364300663213","192,933326951048","147,038308735515","302,064665498345","218,399828564076","176,226256027648","278,103313183769","143,88218899638","177,780779746536","95,6317821933542","174,913568513633","240,386386383523","296,280603531498","198,197702827898","109,4093598949","111,361978387206","257,061708801446","522,205744150827","418,001477001451","382,884864144785","327,608648026231","384,176444178938","253,312444593442","453,827073879323","275,488277804829","431,895550698851"
Diethyl Pthtalate,"578,854685363932",149,"4405,61113084238","907,18280702325","1394,31933093421","3001,44154205031","1524,26969106298","3938,02514677965","4986,18317213347","4250,41186736522","6191,06796502875","4382,05761867676","2462,49659278222","26764,1500000003","31704,1999999998","26773,3000000001","14524,1411550466","16438,1879202824","14233,5596243599","9719,93083209178","9789,60000217616","7744,70526742501","3545,95","7416,6516617018","4365,44999999997","7006,64236019591","4686,74804248232","9685,10540476697","6020,46043621016","7445,16646712637","8246,7263030366","4033,50837593578","10926,4121583428","1618,54999999998","8012,63806430048"
,"832,398365140975",58,"9603,43287608061","2902,09346102203","2070,58414362401","4229,25214546712","10494,1753639594","9863,39830319004","10063,0867659394","11931,7028705045","3092,62142100308","5870,03859965428","6245,56143905024","112,140205375179","3278,47470742928","989,650130317858","10446,7138068974","12568,8113774572","5464,61713771311","6045,13753755475","4055,2272376183","10191,7838144994","206,187908528286","6077,5000866041","376,75","7274,58188250226","1015,25610532822","2145,59876383596","8320,18595655096","2730,9596980509","2812,30988427901","2371,49857456528","17821,6976141503","134,684931154232","9701,48658121027"
,"460,30606498908",203,"299,699999999999","171,381702793596","256,17040228142","177,941902024379","204,844753569537","239,926194041991","119,819445826064","200,898371225509","239,529964190971","184,950157703759","210,186244291269","163,326290293755","107,14952885987","283,431514400309","233,106743920773","115,526390638773","162,791604611091","147,09494965843","230,973801662807","141,543744946294","216,704593154517","123,384527460176","117,95077782854","174,757243864898","395,476462778245","243,979722863566","269,522865262329","323,982295011821","554,657448282651","179,372173098192","245,406409943107","259,63207432121","224,335284338467"
,"501,50636232417",234,"229,998661246561","265,000340225951","336,487159306436","226,738570323462","375,170422861138","303,675669001344","337,899199474084","382,087013373998","234,556851116698","318,9165331314","285,183384174644","156,553012687552","283,92167184472","246,053689524756","289,908858988221","323,298070330161","260,47048459159","281,469249410016","248,022557107882","305,716188103047","193,761812643168","281,781682470185","251,329989132445","326,258833665914","448,680603954518","633,751620529684","551,792185751516","1008,54207779704","523,452007637207","348,064901863251","438,432708893356","526,372430691731","644,326609400673"
,"627,358274691721",73,"13207,0499999999","4757,44073936502","5986,97445960425","4154,71427818355","13141,2","6719,42431368039","7418,28203776887","11899,1000000001","6462,81634504571","3492,61719826888","3805,06739032503","133,188840814434","2199,00792386526","1790,52615060251","5575,03833938982","5788,67337787802","4285,81830205216","4579,89264285207","3879,12845703212","10342,4967289914","240,763587950162","5851,09592594435","60,5118644189152","3077,21622350329","2016,67370949186","4128,21965070351","3850,21175530766","4976,44465206993","5089,94484257538","2198,22029488394","14965,1262581749","267,301151993675","6746,20458637979"
,"540,628073722673",73,"3545,36176424775","3222,78380814589","5409,30331702236","3703,30507985907","3610,61572421861","1746,61891378399","3190,27045773507","1497,32663477501","6325,18153135412","4498,99665886336","3448,80899996916","137,177211221315","2101,3754730935","2848,9678413664","1999,72810743288","1711,42758130813","1017,61511976825","3535,07583501054","5446,37808832275","1675,16861845571","2274,60000000004","4617,90695863911","472,327358649827","2206,2086669703","3828,18560986379","9582,23429980835","3933,13843570086","7289,37216153246","4492,74982688719","5394,37226396945","6744,82420786201","1781,40000000002","1673,25845605525"
,"605,356295693065",73,"6407,97574852108","5429,68757033323","4974,287709193","3386,04549587693","19072,2500000001","6690,00999446894","4037,25233160121","13025,8","3559,76922644552","2175,73060860631","3567,78370904912","128,067798681668","1767,06827284852","2413,61862470413","3649,99346407055","3153,53538034662","3324,02910977467","3094,1459670018","3713,52120967606","8288,30265306847","516,971815869888","4674,5812699773","278,121980216415","1769,1141209084","2122,48209644933","1937,38321151588","3076,66072344292","2481,16015466386","2200,50558190513","3387,89186011976","18897,0000000001","892,584625128799","5299,6606557298"
,"778,02542029061",202,"227,200000000002","403,800000000003","526,15","274,200000000001","252,45","203,299999999999","222,849999999999","288,949999999998","133,9","302,649999999998","217,250000000001","75,4446047827434","167,000000000002","218,199999999999","455,900000000003","245,250000000002","271,55","226,2","775,550000000007","204,40472449248","121,781079269725","321,650000000001","87,0035508715616","204,550000000002","138,744859268562","315,21838235294","371,599999999996","424,5","507,549999999997","590,45","742,6","138,745789029436","498,050000000003"
,"368,722828711924",390,"116,25","79,6626787009251","43,7044341831926","105,483730246066","75,5712101272851","27,8609475456829","115,979653084582","103,566579987262","86,5720086944862","143,788770202821","99,4961056926037","84,601990726649","72,2318257562271","91,1390115246328","92,8574789017013","105,764469820958","135,800000000001","135,414829244682","73,8893201505772","144,308644820355","129,311114256608","42,1295670967362","115,36657904551","76,7985705858905","162,629007314202","151,846795732257","242,222349974138","130,952654299618","381,899999999999","140,036977427166","169,1938891105","96,5651469390621","130,517268073711"
,"352,105291979455",73,"8886,89130161701","9709,08275100242","11518,7189738161","9500,18347140067","11751,8066354982","9737,11586974305","8113,76099376483","13078,3425120375","12251,1948706079","13450,7759860152","8966,33130720789","129,471732855298","11119,1","4548,3","14204,0243796918","16858,6814619335","12422,5325264644","12522,0248591096","11650,8574472399","15537,284668578","27,6813366414953","11483,3917045891","152,639399054998","12233,3111066378","10708,7000000001","16221,85","11235,602107775","11736,8204380648","12148,7446169826","12208,8362348106","19007,0509918051","76,0505321286574","12133,7215662166"
,"264,828294146224",174,"1323,19999999999","1214,50000000001","1447,85000000001","533,35","1133,65",1152,"1031,7","1477,6","1760,25000000001","554,299999999999","526,850000000003","5583,44999999998","560,599999999996","4721,95000000001","565,349999999999","901,800000000005","837,699999999998","855,949999999997","664,750000000001","1151,25","3935,69999999999","878,750000000002","5419,74999999998","513,85","825,049999999997","1028,89999999999","837,799999999999","1057,40000000001","1665,55000000001","888,549999999995","1769,60000000001","5972,59999999999","1034,6"
,"1066,6155365916",73,"575,39999999999","14021,9499999999","45350,2999999993","548,650000000003","715,200000000004","878,50000000001","760,250000000009","1055,25000000001","4828,95000000006","544,600000000006","584,74999999999","201,149999999997","453,800000000005","8653,7500000001","273,250000000002","611,649999999989","384,299999999993","700,599999999988","10004,05","384,599999999993","243,900000000003","965,350000000011","428,050000000002","812,350000000005","3605,59999999994","15702,4500000001","513,899999999988","9202,00000000016","1885,79999999996","1490,45000000002","1212,19999999998","340,199999999994","304,050000000002"
,"247,046770054125",73,"10687,25","8109,94999999998","5827,79999999999","11126,55","13058,3","7926,75000000002","9337,29999999998","11185,8","8954,25","14204,2","10499,4","2343,15000000001","7739,30000000001","8363,49999999999","8968,45000000002","7724,63560684131","7405,74999999999","9979,99999999999","7351,45","12003,45","2323,97801805843","10750,65","1912,90740453729","7223,09999999999","9132,85000000001","8030,15000000001","8046,95","7151,55000000001","8751,19999999998","6032,60000000001","10942,15","2243,56856903124","10614,15"
,"541,568814207402",471,"90,0097385426069","86,5503451955523","70,3929159079363","79,4848152434045","73,4621307847941","145,775698594356","162,199999999999","114,414699002222","90,9000948934749","68,3422944052911","79,4654172249368","152,457564403812","59,749414062974","143,719699532704","98,394300877663","56,7975959207708","133,056332140222","50,3663533310248","67,5119833510224","67,9395572600106","38,61995528037","110,656551965061","95,7661443494739","127,106845740843","150,52894069835","162,26977273143","133,34814011043","210,338790824892","118,53925838518","447,144702699965","166,557497689704","165,090988175706","149,172040197754"
,"523,65539415233",73,"1233,54664679921","1759,76901876547","2324,50599607849","1884,67258975006","2452,55472365199","2746,58039102878","2495,79378663442","2740,79628445134","9470,7999999999","3642,2468688092","1478,17528514757","201,871990203654","2155,28020038416","1383,60163771928","2585,85838805687","3103,52455791619","1298,66080004677","2290,13626526116","3214,71893387487","2344,97736414328","268,824300696657","1894,32928904056","276,378455240685","2062,0604425535","5844,70359712226","8564,69999999997","1870,06836882384","11005,0999999999","8465,69999999994","2138,87353024089","4491,26252920807","195,703508584634","1767,85337924965"
,"618,094471520893",426,"159,229141483819","153,958454783196","121,905351671644","200,684443281223","188,400794355363","270,014078411931","196,92331356024","184,392413410149","179,114255312678","96,4802025540185","153,01001804226","169,946168261414","167,236668171549","125,184484239811","108,320165026091","127,92724942956","97,7312095656371","127,40180892185","168,944710007007","152,824192790788","267,15691185244","153,635851274874","127,515020533434","163,536617393314","369,8","293,780903264143","310,312420382261","322,050512314595","587,926513145133","197,909277078969","377,915460376234","277,007554396968","452,807801371712"
,"1048,81818199391",73,"4548,94999999997","6507,69999999985","9290,40000000015","6178,5","3483,29999999997","3444,6","4530,65","5633,39999999996","8839,89999999993",6125,"4890,65","125,05","3858,34999999997","6303,45000000014","4472,95000000013","3853,65","2229,24999999998","4791,05000000014","11526,3000000001","3310,39999999998","746,4","7019,84999999995","126,000000000004","5336,45000000016","6451,14999999996","6892,94999999983","5044,34999999996","9415,19999999985","5819,45","6988,15","4973,19999999996","249,95","6876,49999999995"
,"488,75831526479",100,"1192,8","1372,65","1974,24999999999","2690,45","3510,25","2298,6","1282,4","3640,99999999998","1120,45","2976,65000000001","2743,15","24,8472311319019","1020,80000000001","327,550000000001","2009,45","1883,75000000001","2072,15","2609,39999999999","1209,15","3588,44999999999","165,673017100951",3800,"98,8352625073994","1915,1","821,35","1564,8","2183,29999999999","1514,2","986,149999999997","2064,79999999999","8133,6","267,01060064786","4485,8"
,"686,989774090873",73,"2897,02455394469","3182,09536879711","2776,21637414","2930,9501832927","3584,56811393256","2192,25463559601","2418,83540500051","3395,61692014754","3441,1149627401","3093,47847942304","3132,58937230144","1537,8","2752,8690286447","2310,41510717323","2445,99179737091","3014,89242146443","2870,28707087643","4528,95638284811","3610,14644659539","2390,32409504055","2034,29999999997","7138,95000000002","1355,50000000001","3995,99445371254","2989,19999999998","3451,02900380596","3630,27427378801","4334,25050474665","3507,0462379763","3754,19999999999","3572,7866411164","2031,2","5145,03305490434"
,"873,60676533617",73,"5554,83888142177","6482,04999999993","7493,1","6097,49999999998","6138,9069063064","4120,0633097812","5537,21759810111","5019,0253474773","6805,30000000009","5652,2574707755","5420,54999999998","170,570556914381","2047,30407149113","3922,14999999997","3448,62301789933","3114,06043327954","2315,29979346993","3779,5008462019","6085,4","3449,50311949495","2853,3","5224,18132072483","1969,20000000001","3494,8736145078","4105,89999999999","5212,70000000002","4453,85781402218","7450,40000000003","5776,5","5663,70000000006","5428,56995108863","2908,85000000002","5019,05616217579"
,"359,18588667483",412,"149,403476008192","83,10715898168","181,206989273947","141,60194539484","158,649341095697","85,6710118002783","127,365573508649","92,2711374418811","95,6660020382407","70,6765195739299","144,260642789219","111,486327588689","52,7842991780461","152,604723312537","119,359852488496","67,3917719704395","99,690117504962","83,388959315374","185,398232838185","128,808576489769","98,5139736786606","118,666189305417","111,43102660918","187,939894355568","184,937942790723","655,700000000001","252,00104382897","168,815457172566","209,146177501792","261,344587368062","165,164888184083","172,407953048973","176,321641131993"
,"431,342816722775",322,"160,499525390342","169,928126202069","163,59733302977","203,354665541329","129,138951312636","217,020356972145","120,529465828704","141,718127027979","182,608106180508","151,149315562317","207,698446302144","198,434157382445","245,4","173,075710458565","119,352857266049","171,760877689193","179,869400245054","111,150608878657","132,295140587756","164,650734784697","103,755965380989","170,06652439713","102,630081918493","138,436294924372","311,586455076936","281,707755105139","298,946127342348","411,45476093151","199,953242700876","285,736532188467","324,08693924542","274,164702943073","494,060844535496"
,"805,58893297764",73,"7630,97972083074","4497,61017296115","3172,51620696712","4622,5328239649","8181,08715961466","10495,0500000001","21734,5499999998","22369,9999999998","2305,03079931272","8066,30000000007","8450,85","161,273370053798","620,847193942999","371,926308836573","2290,05618414405","1442,55425366746","3110,13400882087","2382,12947184288","1236,1198414781","5629,24795299677","741,770616293945","3570,65234011861","308,435234095553","1187,45319896976","762,202980219641","1444,70010871793","1759,97273022292","2968,28079034177","2643,0140415854","1936,20897930533","13862,5510522105","889,398396728117","1778,66717314086"
,"571,098599527189",129,"4911,45000000005","943,499999999991","1504,90000000001","3311,89999999998","1949,55","4792,00000000011","6930,8000000001","4074,59999999992","7472,4","4277,90000000002","2531,59999999997","17,2426693839797","2934,50000000003","1560,10000000003","3595,09999999997","5526,05000000009","6458,80000000003","3952,09999999998","3280,60000000005","3314,50000000003","43,9904880372194","4169,90000000002","45,0474715635523","4154,94999999993","2653,95000000001","6411,60000000003","4249,3","5072,44999999995","5616,45000000003","1467,94999999998","6825,85000000007","63,2716208737759","5318,59999999992"
,"354,162461237462",490,"229,751312262048","145,39716797843","162,277693360951","137,059194354845","128,255956384038","103,91786990446","215,884318332583","98,7960679618717","120,180349165556","146,634644507105","159,060061130465","61,4216802175051","124,105385658347","100,716060782089","94,4744520011684","116,774155368953","130,447498468348","119,330390607258","153,915452098464","123,657135468776","129,698804272897","148,97772664411","139,624079820476","164,13687582737","213,567189178971","517,050000000001","246,821527639175","169,683056542713","271,775954709408","196,930893389466","252,250541790826","270,610595243244","198,643812647695"
,"366,360695681996",357,"161,058399074937","249,188515445285","113,542945926706","275,865718880012","170,725661871417","209,05758074754","186,42553980956","469,330915022651","206,325612326487","200,370129799281","232,064532136212","160,86320323983","195,573732509909","115,111757203142","102,135763551563","141,701238451059","244,238440193098","222,46548974516","184,673648295697","146,465292447125","237,355591317712","195,241973515566","130,167024218626","206,792473374089","326,174247545663","513,993725902834","379,836211097307","396,942735600035","430,281515512691","418,730811403745","364,390377979924","197,020817888027","274,775023267627"
,"253,535689239638",297,"322,097213679996","150,858117056139","170,284189045552","200,520935469114","90,4023216490589","154,361783203849","139,672475323093","267,595568947309","194,276324437669","64,9717544781726","220,426349555066","120,557077867011","211,129323515017","129,375588003157","219,152069785083","73,4817134958126","100,55619958862","194,415730721246","136,875473837093","205,716921280676","169,827979764802","90,5599994650861","203,789943874261","222,279778752318","618,669123541908","278,415200198385","500,446193904983","959,911164328328","446,170528773059","231,102123793884","292,881325380028","320,480449277822","354,62806192283"
