"Name","Class","rt.sd","rt","Blank","Pool","S48","E0","E0.1","Pool.1","S48.1","S0","S0.1","S0.2","E48","Pool.2","Blank.1","Pool.3","E0.2","S48.2","S0.3","S48.3","Pool.4","E0.3","S48.4","Blank.2","Pool.5","Blank.3","Pool.6","E48.1","E48.2","Pool.7","E48.3","E48.4","E0.4","S0.4","Blank.4","Pool.8"
"FAME C16","Unknown",0.006,11.006,NA,18.3532916519175,18.467649596507,18.5601104911099,18.3839131825768,18.356115839349,NA,18.3336722261716,18.2789955010974,NA,18.4954428777857,18.3992084141108,NA,18.3335989062504,18.5049694905198,18.3604462235356,18.4162306047838,18.5762690483916,18.4487193065633,18.3985351827626,18.012006615114,NA,18.3687056193295,NA,18.5340956452619,18.5180107304734,18.2345241353726,18.4725484707592,18.2077941490527,18.2981644875901,18.6016553688972,NA,NA,18.503643985385
"Aspartic acid 3TMS","Unknown",0.0022,7.55,NA,18.2808602868599,18.2576155809324,NA,NA,NA,NA,NA,16.574581600319,16.9415757469898,NA,NA,NA,18.1190286862507,NA,NA,NA,NA,NA,NA,17.5051270271065,NA,NA,NA,18.1291848608137,NA,NA,18.0996600196578,NA,NA,NA,NA,NA,NA
"Quinic acid 5TMS","Unknown",0.004,9.531,NA,18.1312116571237,18.363793304855,NA,18.0297116924768,18.0808205505546,17.5706856962289,17.8448746267776,18.1670337344727,17.6794924147012,18.8699187720285,18.0257704192364,NA,17.5283057120855,NA,17.4434254822201,17.7524663695533,18.0470608922994,17.8150627823676,18.2673687788331,NA,NA,17.8708970886035,NA,17.6943234722322,18.1673477488684,NA,17.7973646263899,18.296683535912,NA,17.1711484037916,17.4959748013046,NA,17.9042548050638
"Asparagine 4TMS","Unknown",0.0034,6.189,NA,18.0390108643309,17.785759876501,NA,NA,NA,NA,NA,NA,NA,16.9175319370905,17.5763872810346,NA,16.853022649788,NA,NA,18.0105439643553,NA,NA,NA,NA,NA,NA,NA,17.9365229928273,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","Unknown",0.004,7.688,NA,17.9298992157649,17.9929527912748,18.8863990070626,19.6768069406895,19.2503880664727,20.0155874768368,20.0425583086582,18.7513372883736,19.6156009123509,19.4256752038985,18.3962483875022,NA,17.5970986578316,NA,17.547758271447,18.9534516180488,18.9785207145516,18.9568011504597,18.7342381653567,19.2517105634381,NA,19.8088409813853,NA,17.8409695130564,18.3606230030133,18.6154307497666,18.7683752426035,19.3262702429025,18.0838065126035,19.5959806952557,20.6204550285635,NA,19.3654471174434
"","Unknown",0.0038,16.096,NA,17.9580983730925,NA,18.6331782246419,18.3443278187059,18.0846542814119,NA,NA,NA,NA,17.876803332309,18.0633575349667,NA,18.1752216065373,17.923008153664,17.6305519299945,NA,NA,18.1011621648839,18.6223745080289,17.1260366730059,NA,18.104463294869,NA,18.0282231097505,18.7035821999054,17.4784388292015,17.6661443353835,17.6082167145478,18.0285670156448,18.2382679314297,NA,NA,17.7583489254444
"Isoleucine 2TMS","Unknown",0.0041,5.297,NA,17.7418002874252,18.1688485152034,17.7840094194248,17.7936825979553,17.5018000427583,18.3245524061232,18.5032646234703,18.2792513384632,18.0503436134471,NA,17.9263141502813,NA,17.8041689364269,17.846546224436,18.5551313607608,17.9603735418779,17.8112628378142,17.8112995348609,18.4295133531273,18.2885329273045,NA,17.5726266380096,NA,17.953720636082,NA,NA,18.1211710728021,NA,NA,NA,18.4655695265013,NA,17.6384606137167
"Serine 3TMS","Unknown",0.0025,5.918,NA,17.740375366211,NA,17.5474768054088,NA,NA,NA,NA,NA,NA,17.3543079453941,NA,NA,17.7333340834514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8399672019522,17.2665505863724,NA,17.8727308823687,17.5186098021578,17.3488076500942,17.8008600359154,NA,NA,NA
"","Unknown",0.0043,4.701,NA,17.6830444316137,17.7077582892052,17.5604611694576,17.4549533202192,NA,17.2300929584183,17.6883859440491,17.5973039671369,17.7988690168061,17.6280488070257,17.844001673298,NA,17.8757589266111,NA,17.8613711420508,17.9299036075731,17.7982962466963,17.7601562422634,17.6931013426499,17.8495660911907,NA,NA,NA,17.9624235837994,17.9092843746106,18.0088650064276,18.0334267416105,17.9034716614812,17.9805602953816,NA,17.6339887440862,NA,17.5859407954408
"Leucine 2TMS","Unknown",0.0057,5.074,NA,17.6711848743436,18.0244287907609,17.7228714793521,17.6975440424679,17.5997072923105,18.133891824746,18.4885995585491,18.3973461274624,18.2293524465236,NA,18.0453518155301,NA,17.7119942870751,17.9780924813905,18.7342598100454,17.8436157391001,17.8403114775494,17.8513118120091,18.3123967194119,18.5909134982805,NA,17.710505685943,NA,17.950948115618,NA,17.2449025649459,18.1571889831906,17.0994536010313,17.0905189346708,17.2252094523387,18.3383602198584,NA,17.8361340475149
"Itaconic acid","Unknown",0.0044,6.402,NA,17.6006685082242,18.5312369889013,18.895898784495,18.1884190014445,17.6715577347794,18.0625188333092,17.4935156329593,18.3153689832535,18.0914854297246,19.241180208437,18.9303228673896,NA,17.5960111812318,18.337260957957,17.8180735649088,18.1383540490867,18.3372187944275,18.6165973044519,18.3926001271335,18.3536534349913,18.1670742421793,18.4327849416481,17.8691846164301,18.2934096124275,18.026478175658,18.4976284019243,18.7190619332058,19.0798960937015,19.0707515093276,18.735154703205,18.30548894702,17.8577356638368,18.4706170597075
"Stearic acid TMS","Unknown",0.004,12.671,NA,17.5839114369249,17.4775541255316,17.4927219377888,17.2696750549923,17.883568713094,17.6448641595167,16.9821736163865,17.3965342024987,17.1270505044338,17.6852657472203,17.6290714363883,NA,NA,NA,17.1397022250227,17.5607867489012,17.4292795110294,17.885390575602,NA,17.0377265411407,NA,NA,NA,NA,17.7728293309323,17.9410058955526,NA,17.7916216701388,18.0127407606895,NA,17.3145475737066,NA,NA
"","Unknown",0.0061,9.774,NA,17.4118786641216,17.3315648528335,18.9136252613689,NA,17.9291167915024,17.6934062382216,16.5950672445369,NA,16.7450642470549,NA,17.2603311117344,NA,17.0529734064268,NA,16.0034949320448,15.9065048524796,NA,17.3808552857121,NA,16.6302268924496,NA,17.7627313332395,NA,17.0473251055233,NA,NA,16.9549499938296,NA,NA,NA,15.9273426659071,NA,17.2711241591907
"Raffinose 11TMS","Unknown",0.0042,16.939,NA,17.9020482548374,NA,17.8045569014796,18.4412067806664,17.8319178906585,16.3302626133464,NA,16.8263107723747,NA,16.3476024794679,NA,NA,NA,18.0845039608632,16.0801402463953,NA,16.6073288404364,17.765050343557,NA,15.8658911201771,NA,17.6352593126725,NA,17.8915360222526,15.427105250637,NA,17.2695971667236,NA,NA,16.6984687348168,NA,NA,NA
"","Unknown",0.004,17.144,NA,16.848417106727,16.8637177265447,NA,16.0290356379172,16.7877898300949,16.8135342133341,15.5597188623428,16.1218326777499,17.0589446467335,NA,16.5163475269582,NA,17.1515660666978,15.6201526057168,17.7483030135227,16.7248997896772,16.6951792577427,16.8650701290681,15.971663109764,17.1197540055706,NA,16.7148179969092,NA,17.0587452589001,16.5979923309757,15.1852136553309,16.5942856021151,NA,NA,NA,16.3484379445561,NA,16.4712235165542
"","Unknown",0.0046,5.563,NA,16.6234735033997,NA,NA,NA,17.7362721628269,NA,NA,NA,NA,NA,17.0258301214416,NA,NA,NA,NA,17.0543987200581,NA,17.0916095800809,NA,NA,NA,17.53820685981,NA,17.0360392911915,NA,NA,17.2789671254224,NA,NA,NA,NA,NA,17.2630960866765
"Allantoin 4TMS","Unknown",0.0039,10.547,NA,16.278401068436,NA,NA,NA,15.5699047523911,16.2541335739535,16.3649636160155,15.1688871110756,15.3986626359772,15.0883730028406,NA,NA,NA,15.6104710200204,NA,NA,NA,15.9899872361499,NA,16.0175706441018,NA,15.2840407447856,NA,NA,NA,NA,16.0136453067999,14.7502015713454,NA,NA,16.4457170020884,NA,15.7067337460908
"","Unknown",0.0022,4.817,NA,16.1707366191074,NA,16.2611460768549,NA,NA,NA,16.2319124271794,NA,16.1479882178614,NA,16.0561356944795,NA,16.3574751218785,16.2457066800799,16.2435986892586,16.2478260438562,16.1746993745091,16.458335804418,16.105082232243,16.2316050526431,NA,16.3163039252626,NA,16.2965545179149,16.56297705186,16.5149235967403,16.5911788452432,16.4027780965718,16.5054342356796,16.7259176471172,16.1377880476295,NA,NA
"Lysine 4TMS","Unknown",0.0034,10.127,NA,16.328747121721,16.0739085917887,NA,NA,16.5161854472957,NA,NA,15.8675435369111,NA,NA,16.7651370005565,NA,NA,NA,16.8229826455306,16.1234920864149,16.3377603159081,16.5243788134784,NA,NA,NA,16.4309265296059,NA,16.5832326091044,NA,15.3117572579121,16.2695219077312,NA,NA,NA,NA,NA,16.2063468283032
"Glycine 3TMS","Unknown",0.0053,5.388,NA,16.4934431837134,15.3984064515274,NA,NA,16.250076256491,16.3532218287911,NA,NA,NA,15.7117301974511,16.5194097040616,NA,16.4649535179272,NA,NA,NA,16.3625658249739,16.6588496271538,NA,NA,NA,16.3282241250642,NA,16.4430840184029,15.8263995550285,15.9605634798044,16.7107639756173,16.0528615659578,15.4699470320683,NA,NA,13.0440632588215,16.2665721179807
"","Unknown",0.0033,17.41,NA,16.256114687867,NA,NA,NA,16.1021009084245,NA,NA,NA,NA,NA,NA,NA,16.6297029476013,NA,NA,NA,NA,15.9999189138774,NA,NA,NA,15.7770362197119,NA,15.657877144365,16.4880269482709,NA,15.1933787105813,NA,NA,15.8807647612987,NA,NA,NA
"Oxalic acid","Unknown",0.0069,3.755,NA,15.874075589159,NA,NA,NA,16.4140666578623,NA,NA,NA,NA,NA,NA,NA,16.0969047328387,16.5235542032379,16.256079005969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ethanolamine 3TMS","Unknown",0.0021,4.721,NA,15.8008519341373,15.4455286308456,15.5491797567412,15.9718790073013,NA,NA,16.0374238757905,16.065712399983,15.4895100801907,15.6874360912199,16.0055431615504,NA,15.9314674555581,NA,16.1361948265297,16.2429024478398,16.0846295220446,15.9210519358688,16.3503313742268,15.8771090895854,NA,NA,NA,15.7336883555697,16.1371576287705,15.7429664492387,15.9257593579946,15.6252130633853,15.7294349454508,16.7197267082273,15.9366131578109,NA,NA
"Putrescine 4TMS","Unknown",0.0011,8.528,NA,15.7859672363167,14.8848100412718,14.656390321453,15.5531220437955,15.7395181791336,16.341226833178,16.460136037858,16.948208184324,16.277555667561,15.6469708312607,16.0808201291417,NA,15.7088427630558,15.3902684237442,16.5118958640245,15.8636122025449,16.7421314226188,16.0526237640439,15.5547006786317,17.1680712651085,NA,15.9295398127936,NA,15.9965544071567,15.0785876486652,15.3329154563167,16.1299064748159,15.672233339413,15.339935585437,15.6091576682933,16.81860546079,NA,16.1233574767593
"","Unknown",0.0053,10.831,NA,15.7792646668576,15.858788435419,NA,NA,NA,NA,NA,NA,NA,15.4075131511845,15.8514348335386,NA,NA,NA,NA,NA,NA,15.9602429971932,NA,NA,NA,15.6807893797131,NA,15.6698528064274,NA,15.3312227035686,15.9969542231725,NA,14.9664446085348,NA,NA,NA,15.8135997904888
"","Unknown",0.0066,10.034,NA,15.9603503339876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.0419995351537,NA,NA,NA,NA,NA,NA,NA,16.0226198775799,NA,NA,15.8011525121186,NA,NA,NA,NA,NA,15.7115848754157
"","Unknown",0.0032,16.971,NA,15.5094204243594,NA,NA,NA,15.3590194461828,NA,NA,NA,NA,NA,NA,NA,NA,15.9048693271211,NA,NA,NA,15.4132319711775,NA,NA,NA,NA,NA,NA,NA,NA,15.2026348749553,NA,NA,14.8755760621007,NA,NA,NA
"FAME C26","Unknown",0.0021,16.529,NA,15.5574083316759,15.5167017597026,NA,15.649009330667,15.6308963116227,15.2329961499014,14.9337991358413,15.0772557523336,15.1963079702443,15.2869660623337,15.2100162775132,NA,15.8051954836966,16.0068180778502,NA,15.5893888138428,15.819622023925,15.8547790180304,15.8761987993308,15.2764335579788,NA,15.6714144749824,NA,15.2564198230348,15.733618931362,15.6842473380883,15.2175866781028,15.480290134047,15.5943670413727,NA,NA,NA,14.581907712295
"","Unknown",0.004,12.081,NA,15.3009747387169,NA,NA,NA,15.5026618418894,15.6712552087036,15.7795062540337,15.8288850244094,NA,NA,NA,NA,15.2715133700276,NA,NA,15.3708623423011,15.7956334925327,15.5778786970233,NA,NA,NA,15.6714728723336,NA,15.4479284120586,NA,NA,15.558486970159,NA,NA,NA,NA,NA,15.7876958356427
"","Unknown",0.0073,3.939,NA,15.2296322487544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3746357450685,14.6818361773729,NA,NA,NA,NA,NA,NA,NA,14.6432841339487,NA,14.5193169888629,NA,NA,NA,14.8214684377684,NA,NA,NA
"","Unknown",0.0054,9.959,NA,15.1483628858065,15.1109500689374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3543239331682,NA,NA,NA,NA,NA,NA,NA,NA,14.4190397540277,NA,14.2385093669653
"","Unknown",0.0051,4.548,NA,14.9927098697741,NA,NA,15.4395442440809,NA,NA,NA,NA,NA,NA,14.5764246026519,NA,15.5108667664897,NA,16.3246237919173,15.9045134379983,15.6954343458802,NA,15.7360546233481,NA,NA,NA,NA,14.9146884761656,15.4502167608885,15.3623234019985,NA,15.4166748349316,NA,15.6732483290732,NA,NA,NA
"","Unknown",0.0034,5.738,NA,14.7480467803102,14.4841415629656,NA,14.7602647091644,14.5999284379098,14.2951133963863,14.6789655362605,14.4578902160798,14.5063321514606,14.4669032349903,14.8002744532191,NA,NA,NA,14.8514233213443,14.835417742463,14.5774015755428,14.6869980591139,14.7131661665605,14.4192791869642,NA,14.5191852883746,NA,NA,NA,NA,NA,NA,NA,NA,14.4977628290594,NA,14.7360253828028
"","Unknown",0.0058,15.369,NA,14.7399049189956,15.4003976012144,NA,NA,14.6474626446709,14.3052165331047,14.7079031249765,14.5337448669131,14.9450035331526,NA,14.7974972625216,NA,14.9046217700944,NA,15.01269158694,14.4264892292823,14.7239584316138,14.860327745411,NA,14.627593854857,NA,14.7440089230256,NA,15.2719747229143,NA,NA,14.8696017223152,NA,NA,NA,13.2887236448629,NA,14.6532622129512
"","Unknown",0.0047,15.431,NA,14.7093953552132,NA,NA,NA,NA,NA,15.2330591377655,14.7600689535295,14.6122159663399,NA,NA,NA,14.6226634493519,NA,NA,NA,14.8508788524219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","Unknown",0.0033,16.302,NA,14.874086240922,NA,15.8509490895017,15.4812001997345,14.6870548265903,NA,NA,NA,NA,14.8731455892381,14.6381059836447,NA,14.9826171682506,15.3210418540896,NA,NA,NA,14.8736205386646,15.7796509564499,NA,NA,14.800348198094,NA,14.6113327871888,NA,15.0313921720482,14.2656253053997,14.8742192755125,15.1042325167787,15.9347897020589,NA,NA,14.0996336726379
"Phenylalanine 2TMS","Unknown",0.0027,8.757,NA,14.6759697639165,14.6412830920811,14.8371015267499,14.9599023596707,14.6501198181526,15.2330260420859,NA,NA,15.1523008232704,NA,14.9654598106141,NA,14.7002438292645,15.4482929011363,NA,15.1450412083383,14.4159259145349,14.7244220493987,15.2951659387938,NA,NA,14.6775374895914,NA,14.9164865639477,NA,NA,15.0592779657904,NA,NA,14.4415555766278,NA,NA,15.059427511314
"","Unknown",0.0055,6.598,NA,14.439777163833,NA,14.216943280681,15.1307627543537,NA,15.2165161268594,14.7962477862225,NA,NA,16.0847670284134,14.9945283848367,NA,14.714849648069,NA,14.7935483459296,15.552855948037,15.0600202767215,14.9133012875936,15.0033290871648,15.1249611655241,NA,NA,NA,14.7119853405793,15.509944378655,16.7152804455006,15.0153177073832,16.4535670580103,15.5947636863023,NA,15.6150873243092,NA,NA
"","Unknown",0.0047,6.5,NA,14.5832987884198,14.1660223436553,14.3080862947871,14.1614682803115,14.3647314243768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5591725839657,14.4564377630853,NA,14.4222356708964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Caffeic acid","Unknown",0.004,12.241,NA,14.5287098060814,15.5346029337831,NA,NA,15.1400371708595,15.68171949097,15.5054991952625,NA,NA,NA,NA,NA,13.5913227872149,NA,14.5565982163747,15.0691297738902,NA,NA,NA,15.4772165338453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7828934890597,NA,NA
"Methionine 2TMS","Unknown",0.0047,7.831,NA,14.5302906450539,14.5816051144495,14.804834732361,14.9949070908612,NA,15.0350830809307,14.9392720984371,14.5535858628611,14.4106687796009,14.1351852866058,14.6273937731053,NA,14.287980294754,14.2104837059181,14.6344997873798,14.523059112729,14.7120838772831,NA,15.2014196991284,14.7783427837098,NA,14.0542316577261,NA,14.7421714322113,13.9368272327101,14.6075056355694,14.5484234979256,NA,14.106614034256,14.6471243619788,14.9418535928729,NA,14.3079201289393
"","Unknown",0.0039,18.022,NA,14.2770412694478,14.2176606586679,NA,12.5514713334751,13.8895584665816,NA,12.5784975271399,13.0726441458191,NA,11.6950209080032,NA,NA,NA,13.0480221031739,NA,NA,NA,14.1140944450779,13.1669629337988,NA,NA,13.8177123975816,NA,14.0021789014063,NA,12.1860842248918,NA,NA,NA,12.0775284323563,NA,NA,NA
"","Unknown",0.0066,7.733,NA,14.1978078018139,NA,14.360912794531,NA,14.7241472695834,NA,NA,15.0451556893854,15.1658384437772,17.9570485348491,15.6521234160404,NA,NA,NA,13.2414423418636,NA,NA,14.9800807646869,14.4919091638781,NA,NA,NA,NA,14.689510088963,16.2142386787443,17.0726311311272,15.3157992381112,17.7684947196291,NA,16.1083201058718,NA,NA,15.6060083103213
"","Unknown",0.0055,3.41,NA,13.9494330109006,NA,NA,13.7254184704584,NA,NA,NA,NA,NA,NA,13.9622402599076,NA,13.7348136031642,NA,14.7035601505215,NA,NA,NA,NA,NA,NA,NA,NA,14.1444237210961,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","Unknown",0.0017,4.986,NA,13.8315714645373,13.4180854412972,14.1143648731981,14.0458818671663,14.0134674428551,12.9888671083041,13.2975350939659,13.5121009582635,12.4854184373791,14.5408818469603,13.7179263966762,NA,14.0612689315282,14.3289358843869,13.6020158051769,13.6917973401613,12.9500534716513,14.0137499714103,14.3544504970355,13.0437669672795,NA,13.9487137258441,NA,13.3511142596407,14.7313287234977,14.7673708805333,13.8420626850525,15.2151041819179,14.9639283443512,14.0748467007794,13.4077362860016,NA,13.7388265415644
"","Unknown",0.0058,15.097,NA,13.8110366314145,NA,NA,NA,13.5770503755395,12.4722808043157,12.8149027403445,12.7927658731623,12.8580712668799,13.7162483265778,13.8637402582313,NA,13.9980342675968,NA,12.7483968272005,12.5279420432381,13.7662385484395,13.5914369931724,14.2988468868521,11.5245543875317,NA,13.5262979898251,NA,14.2088242784953,NA,13.6476797700277,13.4457798614936,13.5668656254005,13.6594721821677,14.5447004796732,11.2729542015024,NA,12.8004512511788
"","Unknown",0.0046,7.794,NA,13.6803915484828,NA,NA,NA,13.6557609154712,14.1020448759662,14.2188530945635,NA,14.0486202919563,NA,14.2234942613752,NA,14.4566053361948,NA,13.7716444884615,14.5780438084424,14.2600051604119,14.2582153491384,13.7823828968223,14.2321745918864,NA,14.1314528720247,NA,14.4751069308034,14.4193495932064,14.003852656309,14.3828888014253,14.0439075398231,NA,14.4977427458393,15.2429871206701,NA,14.3363288090783
"Fumaric acid, 2-methyl- 2TMS","Unknown",0.0033,6.664,NA,13.4494612350999,14.3351475697703,14.5348356299343,13.8402884094622,NA,13.9573119356114,13.6681682854335,14.1688859372244,14.1842007413751,NA,NA,NA,NA,NA,13.6171313366341,14.1524796826597,14.3420137333302,NA,14.242233513179,14.2673501560963,NA,14.244750638527,NA,14.3937790397256,13.8485903087876,14.1017907238215,NA,NA,NA,NA,14.1148850035063,NA,14.3599323549484
"","Unknown",0.0048,15.125,NA,13.2716838231905,13.4686951562766,NA,NA,13.1267970538818,NA,NA,NA,12.8908317613653,NA,13.1999579073368,NA,13.306925831897,NA,12.1340262329531,NA,12.2337969888679,13.3815827430421,NA,NA,NA,13.1432087542004,NA,13.3442563878536,NA,NA,12.8734522657293,NA,NA,NA,NA,NA,NA
"","Unknown",0.0048,11.255,NA,13.1978358707213,NA,13.8208631241026,NA,13.4794123244109,12.8182125198995,13.0480827091252,13.1155151885457,NA,14.1292085281044,NA,NA,NA,14.1156476687139,13.1003917049496,NA,12.9026714499733,13.3694906798544,14.1893023117981,12.7007838302905,NA,13.4305879268267,NA,13.3556593223949,13.7424226020502,13.9364101087455,13.5913295087626,14.0340783206371,13.7960374194206,13.6439822326915,12.7427311858259,NA,13.7831263847373
"","Unknown",0.0035,8.908,NA,13.2866729313538,NA,NA,NA,13.4155125690494,NA,NA,NA,NA,NA,NA,NA,12.9036488308403,NA,NA,13.6148778603644,13.6601063199975,NA,NA,NA,NA,NA,NA,NA,12.4340211458796,NA,NA,NA,NA,12.6084238508795,NA,NA,NA
"","Unknown",0.0035,16.423,NA,13.1437154474048,13.3167608318584,NA,NA,13.0359479406594,13.4366479786551,12.4376349832494,NA,13.0732733826273,NA,12.9754186686222,NA,NA,NA,NA,12.8941161063652,13.0120210635989,13.1888793550749,NA,12.7434085045719,NA,13.126270772474,NA,13.3137965813423,NA,13.0926457962421,12.9422001678821,13.0029908628951,NA,NA,NA,NA,12.7523447098789
"","Unknown",0.0035,12.113,NA,13.1236587638779,12.9504866002571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9670033347987,NA,NA,12.9613396248486,NA,NA,NA,NA,NA,12.9595560568797,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","Unknown",0.0042,7.714,NA,13.0279365233814,14.00323057642,13.8001522224042,14.2253128460031,14.7378332241619,15.8338505268901,15.331415539556,15.1433813494469,15.9620322350512,NA,12.8899408439128,NA,12.2660387333759,NA,14.0151956598417,13.9119442219493,14.6309366689791,14.2192966967176,13.8987055097308,15.2283522569729,NA,14.9871260780302,NA,12.6908566338253,12.4768559422041,NA,14.1759093598409,NA,NA,14.1185262029646,15.9234641600527,NA,14.954004488827
"","Unknown",0.0013,7.138,NA,12.807090915769,NA,NA,12.8419189468359,12.8944845188931,12.0801518538869,12.3418965651887,12.0070099526905,12.7590046021923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2778512894302,NA,NA
"","Unknown",0.0038,17.027,NA,12.8392911534563,12.5528372962582,NA,NA,12.6977643503442,12.523515647974,NA,11.8556980451278,12.150516939588,NA,12.407339781395,NA,13.0867286487984,NA,NA,12.5583819943919,NA,12.7509006257254,NA,NA,NA,12.589405317607,NA,12.9711748873018,NA,NA,12.4368013441054,NA,NA,NA,11.8089130355117,NA,12.1772344797228
"","Unknown",0.0018,9.184,NA,12.8209198870022,13.1217929015768,12.6381252926333,12.7979491089994,13.0762500011115,13.3823691056214,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2195573322208,13.1535864278386,12.8632327745192,12.7593154979002,13.2503623572104,NA,12.8970794069083,NA,12.6798889198156,NA,NA,NA,NA,NA,NA,NA,NA,13.0795075046582
"","Unknown",0.0053,10.066,NA,13.0321186259566,NA,14.6230340485891,NA,NA,NA,NA,NA,NA,15.1428328335082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1188558283787,14.395150315921,NA,NA,14.7611722207331,14.2651369783547,NA,NA,NA,NA
"","Unknown",0.0047,9.408,NA,12.9122630070558,12.7801092188615,NA,NA,NA,NA,12.7629969288388,12.7723578142452,12.6299325392894,NA,NA,NA,12.5889875770985,NA,NA,NA,12.8077973252906,12.6630814398282,NA,NA,NA,NA,NA,NA,NA,NA,12.7018072313641,NA,NA,NA,NA,NA,NA
"","Unknown",0.0068,16.398,NA,12.7203004897054,12.7117975413611,NA,12.7503486470305,NA,12.007799563993,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3664680560587,NA,NA,NA,12.3113368470909,NA,NA,NA,NA,NA,NA,12.5108822526468,NA,NA,NA,NA,NA,NA
"","Unknown",9e-04,11.565,NA,12.2683101634424,12.3087656477145,12.6386033866459,12.6990492989537,12.4589917914586,12.6985613033406,13.3290167340404,13.0377613608201,13.3505212591188,11.8050408123439,12.9144993438762,NA,12.271135942612,12.1843944314658,13.4056102088741,12.7853071709566,12.8813886811292,12.7333918256907,NA,12.705209255175,NA,NA,NA,12.6590325100941,11.5162928660986,NA,12.9314716116928,11.6071608246069,NA,NA,13.2146620281132,NA,13.1443319265612
"","Unknown",0.0047,10.197,NA,12.2342723705904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0569992243965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2877647793939,NA,NA,12.0642564813155,12.0572114493136,NA,NA,NA,NA
"","Unknown",0.006,14.979,NA,12.0217412639382,NA,NA,NA,NA,11.4647927502045,NA,NA,12.2277216940514,NA,12.3788128159231,NA,12.292780078178,NA,NA,NA,12.0825136677921,12.3502364557293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"","Unknown",0.0073,15.932,NA,11.9400775637255,NA,NA,NA,12.1127674202222,NA,NA,NA,NA,NA,12.0067955205659,NA,12.2786146203441,NA,NA,NA,NA,12.3053420541182,NA,NA,NA,12.183360219392,NA,12.1618404363954,NA,NA,11.7403839596366,NA,NA,NA,NA,NA,11.6129378588131
"","Unknown",0.0038,13.426,NA,11.9038973893979,11.7375694793166,12.1379414083634,NA,11.3458101849631,NA,NA,12.2813140550816,NA,NA,12.2684493863005,NA,NA,11.5914450981556,NA,NA,11.3433888661902,NA,12.1045327459238,NA,NA,11.9261838712806,NA,11.600469319929,12.4500769512655,12.0152408766811,NA,NA,12.076949809281,12.319799276085,NA,NA,12.0816016084308
"","Unknown",0.0011,17.769,NA,11.7013742839277,NA,11.2766049078815,10.9011797578316,11.5060570727387,NA,NA,NA,NA,NA,NA,NA,12.3258672686095,11.6513504580876,12.5979088098339,11.7014253585008,11.5012148061668,11.5927518291334,11.4540392467586,11.8001094458061,NA,11.4210675957421,NA,11.4861929681935,12.0678275641094,NA,NA,10.6001493197211,NA,NA,NA,NA,NA
"","Unknown",0.0035,12.168,NA,11.6577113949495,NA,12.2857847202785,12.3106873521451,11.7768642820214,13.3654212683251,11.9142014514011,12.2104848405793,12.1465069788537,NA,12.0133430895243,NA,11.7516839483803,12.4609618106711,13.7185869555581,12.0225497325946,12.3673524159031,11.9000619072231,12.5541413740495,13.1711501754348,NA,11.8148192294352,NA,12.0429417474545,NA,NA,12.0641242652734,NA,NA,11.600575708664,11.6734956679712,NA,12.1818465643694
"","Unknown",0.0049,11.615,NA,11.5007670611096,NA,NA,NA,11.7715652650807,NA,NA,NA,NA,NA,11.6897740388158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5245685637084,NA,11.3709830554402,NA,NA,11.3568997003125,NA,NA,NA,NA,NA,11.3699192052578
"","Unknown",0.0048,17.464,NA,11.1416841282245,10.4876268702417,NA,11.0716687174633,11.0583279596908,NA,NA,NA,NA,NA,10.4831949024824,NA,11.4709105384428,NA,10.5848793777097,10.7845887089343,10.2808439446941,11.1406427525764,NA,NA,NA,10.867583813027,NA,NA,NA,NA,10.5710570757578,NA,NA,NA,NA,NA,NA
"","Unknown",0.0056,12.572,NA,10.9167614672176,11.1113229967646,NA,NA,NA,10.9092441089701,NA,NA,NA,NA,NA,NA,11.1881182539481,NA,NA,NA,NA,NA,NA,10.5089452064355,NA,NA,NA,10.9638235794109,NA,NA,NA,NA,NA,NA,NA,NA,NA
